,,,,,x,xdiff,y,ydiff,z,zdiff,adiff,asqur,,,
02-21-05 194,0,0,0,0,-0.104553,0,0.992752,0,-0.087173,0,0,1.002041414,0.193772,-0.08923,0.096179
02-21-05 253,0,0,0,0,-0.104553,0,0.992752,0,-0.087173,0,0,1.002041414,0.193772,-0.08923,0.096179
02-21-05 302,0,0,0.08,0.04,-0.104553,0,0.992752,0,-0.087173,0,0,1.002041414,0.193772,-0.08923,0.096179
02-21-05 354,0,0,0.2,0.16,-0.16011,0.055557,1.253876,0.261124,-0.015991,0.071182,0.276295495,1.264158197,-1.4874,0.015945,-0.327703
02-21-05 399,0,0,0.2,0.12,-0.16011,0,1.253876,0,-0.015991,0,0,1.264158197,-1.4874,0.015945,-0.327703
02-21-05 458,0,0,0.24,0.12,-0.16011,0,1.253876,0,-0.015991,0,0,1.264158197,-1.4874,0.015945,-0.327703
02-21-05 507,0,0,0.24,0.16,-0.16011,0,1.253876,0,-0.015991,0,0,1.264158197,-1.4874,0.015945,-0.327703
02-21-05 555,0,0,0.16,0.12,-0.033997,0.126113,0.906357,0.347519,0.015121,0.031112,0.371001214,0.907120418,0.41912,-1.072037,-0.350402
02-21-05 606,0,0,0.2,0.12,-0.033997,0,0.906357,0,0.015121,0,0,0.907120418,0.41912,-1.072037,-0.350402
02-21-05 663,0,0,0.08,0.08,-0.033997,0,0.906357,0,0.015121,0,0,0.907120418,0.41912,-1.072037,-0.350402
02-21-05 712,0,0,0.08,0.08,-0.033997,0,0.906357,0,0.015121,0,0,0.907120418,0.41912,-1.072037,-0.350402
02-21-05 761,0,0,0.04,0.08,-0.03566,0.001663,0.895218,0.011139,0.153839,0.138718,0.139174446,0.909039791,0.204496,-0.689172,0.33193
02-21-05 820,0,0,0,0,-0.03566,0,0.895218,0,0.153839,0,0,0.909039791,0.204496,-0.689172,0.33193
02-21-05 868,0,0,0,0,-0.03566,0,0.895218,0,0.153839,0,0,0.909039791,0.204496,-0.689172,0.33193
02-21-05 917,0,0,0,0,-0.03566,0,0.895218,0,0.153839,0,0,0.909039791,0.204496,-0.689172,0.33193
02-21-05 966,0,0,0,0,-0.080383,0.044723,1.049377,0.154159,-0.181961,0.3358,0.372191865,1.068065223,0.391641,-0.746611,0.053768
02-21-06 024,0,0,0,0,-0.080383,0,1.049377,0,-0.181961,0,0,1.068065223,0.391641,-0.746611,0.053768
02-21-06 073,0,0,0,0,-0.080383,0,1.049377,0,-0.181961,0,0,1.068065223,0.391641,-0.746611,0.053768
02-21-06 122,0,0,0,0,-0.080383,0,1.049377,0,-0.181961,0,0,1.068065223,0.391641,-0.746611,0.053768
02-21-06 176,0,0,0,0,-0.043243,0.03714,0.99649,0.052887,-0.118439,0.063522,0.0906171,1.004435201,0.304064,-0.478352,0.131505
02-21-06 232,0,0,0,0,-0.043243,0,0.99649,0,-0.118439,0,0,1.004435201,0.304064,-0.478352,0.131505
02-21-06 285,0,0,0,0,-0.043243,0,0.99649,0,-0.118439,0,0,1.004435201,0.304064,-0.478352,0.131505
02-21-06 327,0,0,0,0,-0.043243,0,0.99649,0,-0.118439,0,0,1.004435201,0.304064,-0.478352,0.131505
02-21-06 376,0,0,0,0,-0.113297,0.070054,0.983597,0.012893,-0.128555,0.010116,0.071945297,0.998411567,0.244715,0.01053,0.214925
02-21-06 436,0,0,0,0,-0.113297,0,0.983597,0,-0.128555,0,0,0.998411567,0.244715,0.01053,0.214925
02-21-06 485,0,0,0,0,-0.113297,0,0.983597,0,-0.128555,0,0,0.998411567,0.244715,0.01053,0.214925
02-21-06 537,0,0,0,0,-0.113297,0,0.983597,0,-0.128555,0,0,0.998411567,0.244715,0.01053,0.214925
02-21-06 593,0,0,0,0,-0.249008,0.135711,1.376114,0.392517,0.147675,0.27623,0.498788616,1.406237046,-1.016124,0.257578,-0.2279
02-21-06 641,0,0,0.16,0.04,-0.249008,0,1.376114,0,0.147675,0,0,1.406237046,-1.016124,0.257578,-0.2279
02-21-06 688,0,0,0.04,0.2,-0.249008,0,1.376114,0,0.147675,0,0,1.406237046,-1.016124,0.257578,-0.2279
02-21-06 739,0,0,0.04,0.2,-0.249008,0,1.376114,0,0.147675,0,0,1.406237046,-1.016124,0.257578,-0.2279
02-21-06 796,0,0,0.08,0.16,-0.024017,0.224991,0.742142,0.633972,-0.16037,0.308045,0.739887268,0.759651302,-0.374951,-0.479456,-1.29848
02-21-06 845,0,0,0.04,0.16,-0.024017,0,0.742142,0,-0.16037,0,0,0.759651302,-0.374951,-0.479456,-1.29848
02-21-06 894,0,0,0.04,0.16,-0.024017,0,0.742142,0,-0.16037,0,0,0.759651302,-0.374951,-0.479456,-1.29848
02-21-06 943,0,0,0,0,-0.024017,0,0.742142,0,-0.16037,0,0,0.759651302,-0.374951,-0.479456,-1.29848
02-21-07 002,0,0.12,0,0,-0.479324,0.455307,0.896698,0.154556,0.125122,0.285492,0.559193798,1.024438536,0.830132,-0.156651,0.463932
02-21-07 050,0,0.16,0,0,-0.479324,0,0.896698,0,0.125122,0,0,1.024438536,0.830132,-0.156651,0.463932
02-21-07 100,0,0,0,0,-0.479324,0,0.896698,0,0.125122,0,0,1.024438536,0.830132,-0.156651,0.463932
02-21-07 157,0,0,0,0,-0.479324,0,0.896698,0,0.125122,0,0,1.024438536,0.830132,-0.156651,0.463932
02-21-07 207,0,0,0,0,-0.143402,0.335922,1.227539,0.330841,-0.115936,0.241058,0.529535945,1.241312727,0.481976,-0.313359,0.442478
02-21-07 256,0,0,0,0,-0.143402,0,1.227539,0,-0.115936,0,0,1.241312727,0.481976,-0.313359,0.442478
02-21-07 304,0,0,0,0,-0.143402,0,1.227539,0,-0.115936,0,0,1.241312727,0.481976,-0.313359,0.442478
02-21-07 363,0,0,0,0,-0.143402,0,1.227539,0,-0.115936,0,0,1.241312727,0.443311,-0.062331,0.388892
02-21-07 411,0,0,0,0,-0.054749,0.088653,1.094574,0.132965,-0.298706,0.18277,0.242783687,1.135920318,0.443311,-0.062331,0.388892
02-21-07 460,0,0,0,0,-0.054749,0,1.094574,0,-0.298706,0,0,1.135920318,0.443311,-0.062331,0.388892
02-21-07 519,0,0.12,0.04,0,-0.054749,0,1.094574,0,-0.298706,0,0,1.135920318,0.443311,-0.062331,0.388892
02-21-07 569,0,0,0,0,-0.054749,0,1.094574,0,-0.298706,0,0,1.135920318,0.155433,0.428537,0.283117
02-21-07 617,0,0.6,0.08,0.04,0.105148,0.159897,0.964096,0.130478,-0.113571,0.185135,0.277248133,0.976440255,0.155433,0.428537,0.283117
02-21-07 667,0,0,0,0,0.105148,0,0.964096,0,-0.113571,0,0,0.976440255,0.155433,0.428537,0.283117
02-21-07 726,0,0,0.04,0.04,0.105148,0,0.964096,0,-0.113571,0,0,0.976440255,0.155433,0.428537,0.283117
02-21-07 773,0,0,0.12,0.12,0.007767,0.097381,1.236008,0.271912,-0.279602,0.166031,0.333144845,1.267262159,-2.307309,-0.828056,-0.731506
02-21-07 824,0,0,0.2,0.16,0.007767,0,1.236008,0,-0.279602,0,0,1.267262159,-2.307309,-0.828056,-0.731506
02-21-07 870,0,0,0.24,0.24,0.007767,0,1.236008,0,-0.279602,0,0,1.267262159,-2.307309,-0.828056,-0.731506
02-21-07 929,0,0,0.2,0.24,0.007767,0,1.236008,0,-0.279602,0,0,1.267262159,-2.307309,-0.828056,-0.731506
02-21-07 979,0,0,0.12,0.28,0.07019,0.062423,0.939423,0.296585,-0.054062,0.22554,0.377793045,0.943591495,-0.161282,-0.192321,-0.932928
02-21-08 028,0,0,0.04,0.32,0.07019,0,0.939423,0,-0.054062,0,0,0.943591495,-0.161282,-0.192321,-0.932928
02-21-08 075,0,0,0.12,0.28,0.07019,0,0.939423,0,-0.054062,0,0,0.943591495,-0.161282,-0.192321,-0.932928
02-21-08 135,0,0,0.08,0.24,0.07019,0,0.939423,0,-0.054062,0,0,0.943591495,-0.161282,-0.192321,-0.932928
02-21-08 183,0,0,0,0.08,-0.178787,0.248977,1.040619,0.101196,0.236588,0.29065,0.395863107,1.0820474,0.56296,-0.722711,0.532726
02-21-08 236,0,0.04,0,0,-0.178787,0,1.040619,0,0.236588,0,0,1.0820474,0.56296,-0.722711,0.532726
02-21-08 293,0,0.24,0,0,-0.178787,0,1.040619,0,0.236588,0,0,1.0820474,0.56296,-0.722711,0.532726
02-21-08 339,0,0.24,0,0,-0.178787,0,1.040619,0,0.236588,0,0,1.0820474,0.56296,-0.722711,0.532726
02-21-08 390,0,0,0,0,-0.043381,0.135406,0.844742,0.195877,-0.165192,0.40178,0.46704363,0.861834877,0.657207,-0.991621,0.478624
02-21-08 439,0,0,0,0,-0.043381,0,0.844742,0,-0.165192,0,0,0.861834877,0.657207,-0.991621,0.478624
02-21-08 499,0,0,0,0,-0.043381,0,0.844742,0,-0.165192,0,0,0.861834877,0.657207,-0.991621,0.478624
02-21-08 545,0,0,0,0,-0.043381,0,0.844742,0,-0.165192,0,0,0.861834877,0.657207,-0.991621,0.478624
02-21-08 594,0,0,0,0,-0.033615,0.009766,0.995422,0.15068,-0.218124,0.052932,0.160005105,1.01959453,0.165656,-0.027886,-0.014693
02-21-08 645,0,0,0,0,-0.033615,0,0.995422,0,-0.218124,0,0,1.01959453,0.165656,-0.027886,-0.014693
02-21-08 703,0,0,0,0,-0.033615,0,0.995422,0,-0.218124,0,0,1.01959453,0.165656,-0.027886,-0.014693
02-21-08 749,0,0,0,0,-0.033615,0,0.995422,0,-0.218124,0,0,1.01959453,0.165656,-0.027886,-0.014693
02-21-08 800,0,0,0,0,-0.049286,0.015671,0.986191,0.009231,-0.14325,0.074874,0.07705133,0.997758669,0.32105,0.270208,0.179466
02-21-08 858,0,0,0,0,-0.049286,0,0.986191,0,-0.14325,0,0,0.997758669,0.32105,0.270208,0.179466
02-21-08 907,0,0,0,0,-0.049286,0,0.986191,0,-0.14325,0,0,0.997758669,0.32105,0.270208,0.179466
02-21-08 955,0,0,0,0,-0.049286,0,0.986191,0,-0.14325,0,0,0.997758669,0.32105,0.270208,0.179466
02-21-09 003,0,0,0,0,-0.166611,0.117325,1.061996,0.075805,-0.119873,0.023377,0.141626402,1.081648864,0.013336,0.430275,0.202272
02-21-09 062,0,0,0,0,-0.166611,0,1.061996,0,-0.119873,0,0,1.081648864,0.013336,0.430275,0.202272
02-21-09 112,0,0,0.12,0.04,-0.166611,0,1.061996,0,-0.119873,0,0,1.081648864,0.013336,0.430275,0.202272
02-21-09 271,0,0,0.08,0.12,0.18602,0.352631,1.241608,0.179612,-0.162552,0.042679,0.398033403,1.265945109,-2.346821,0.698583,-0.280717
02-21-09 275,0,0,0.2,0.28,0.18602,0,1.241608,0,-0.162552,0,0,1.265945109,-2.346821,0.698583,-0.280717
02-21-09 278,0,0,0.2,0.4,0.18602,0,1.241608,0,-0.162552,0,0,1.265945109,-2.346821,0.698583,-0.280717
02-21-09 280,0,0,0.2,0.4,0.18602,0,1.241608,0,-0.162552,0,0,1.265945109,-2.346821,0.698583,-0.280717
02-21-09 283,0,0,0.2,0.28,0.18602,0,1.241608,0,-0.162552,0,0,1.265945109,-2.346821,0.698583,-0.280717
02-21-09 316,0,0,0.2,0.28,0.18602,0,1.241608,0,-0.162552,0,0,1.265945109,-2.346821,0.698583,-0.280717
02-21-09 364,0,0,0,0.32,0.18602,0,1.241608,0,-0.162552,0,0,1.265945109,-2.346821,0.698583,-0.280717
02-21-09 423,0,0,0,0.24,0.119629,0.066391,0.775238,0.46637,0.173645,0.336197,0.578737561,0.803403784,-0.325759,-0.880455,-0.755061
02-21-09 472,0,0,0,0,0.119629,0,0.775238,0,0.173645,0,0,0.803403784,-0.325759,-0.880455,-0.755061
02-21-09 521,0,0.04,0,0,0.119629,0,0.775238,0,0.173645,0,0,0.803403784,-0.325759,-0.880455,-0.755061
02-21-09 569,0,0.36,0,0,0.119629,0,0.775238,0,0.173645,0,0,0.803403784,-0.325759,-0.880455,-0.755061
02-21-09 628,0,0.64,0,0,-0.285599,0.405228,0.923599,0.148361,0.289658,0.116013,0.446855384,1.009209423,0.565282,-0.453193,0.279842
02-21-09 677,16.76,0.88,0,0,-0.285599,0,0.923599,0,0.289658,0,0,1.009209423,0.565282,-0.453193,0.279842
02-21-09 726,16.56,0.48,0,0,-0.285599,0,0.923599,0,0.289658,0,0,1.009209423,0.565282,-0.453193,0.279842
02-21-09 784,1.6,0,0,0,-0.285599,0,0.923599,0,0.289658,0,0,1.009209423,0.506869,0.787951,0.314242
02-21-09 834,0,0,0,0,0.028854,0.314453,0.663376,0.260223,-0.541199,0.830857,0.925699764,0.856619302,0.506869,0.787951,0.314242
02-21-09 882,0,0,0,0,0.028854,0,0.663376,0,-0.541199,0,0,0.856619302,0.506869,0.787951,0.314242
02-21-09 933,0,0,0,0,0.028854,0,0.663376,0,-0.541199,0,0,0.856619302,0.506869,0.787951,0.314242
02-21-09 996,0,0,0,0,-0.117035,0.145889,0.906876,0.2435,-0.120621,0.420578,0.507406843,0.92231811,0.488008,-0.738137,-0.013178
02-21-10 038,0,0,0,0,-0.117035,0,0.906876,0,-0.120621,0,0,0.92231811,0.488008,-0.738137,-0.013178
02-21-10 089,0,0,0,0,-0.117035,0,0.906876,0,-0.120621,0,0,0.92231811,0.488008,-0.738137,-0.013178
02-21-10 136,0,0,0,0,-0.117035,0,0.906876,0,-0.120621,0,0,0.92231811,0.488008,-0.738137,-0.013178
02-21-10 197,0,0,0,0,-0.047226,0.069809,1.017822,0.110946,-0.172806,0.052185,0.141087156,1.0334669,0.54336,0.279549,0.250202
02-21-10 245,0,0,0,0,-0.047226,0,1.017822,0,-0.172806,0,0,1.0334669,0.54336,0.279549,0.250202
02-21-10 294,0,0,0,0,-0.047226,0,1.017822,0,-0.172806,0,0,1.0334669,0.54336,0.279549,0.250202
02-21-10 347,0,0,0,0,-0.047226,0,1.017822,0,-0.172806,0,0,1.0334669,0.54336,0.279549,0.250202
02-21-10 419,0,0,0,0,-0.171463,0.124237,0.96669,0.051132,-0.085785,0.087021,0.160068635,0.985519245,0.038734,0.516536,0.291809
02-21-10 449,0,0,0,0,-0.171463,0,0.96669,0,-0.085785,0,0,0.985519245,0.038734,0.516536,0.291809
02-21-10 498,0,0,0.12,0.12,-0.171463,0,0.96669,0,-0.085785,0,0,0.985519245,0.038734,0.516536,0.291809
02-21-10 556,0,0,0.12,0.24,-0.171463,0,0.96669,0,-0.085785,0,0,0.985519245,0.038734,0.516536,0.291809
02-21-10 605,0,0,0.16,0.28,0.010651,0.182114,1.140091,0.173401,-0.218948,0.133163,0.2845449,1.160973367,-2.214903,0.930814,-0.430807
02-21-10 655,0,0,0.2,0.32,0.010651,0,1.140091,0,-0.218948,0,0,1.160973367,-2.214903,0.930814,-0.430807
02-21-10 708,0,0,0.08,0.2,0.010651,0,1.140091,0,-0.218948,0,0,1.160973367,-2.214903,0.930814,-0.430807
02-21-10 761,0,0,0.04,0.16,0.010651,0,1.140091,0,-0.218948,0,0,1.160973367,-2.214903,0.930814,-0.430807
02-21-10 810,0,0,0,0.04,0.109665,0.099014,0.754929,0.385162,0.151123,0.370071,0.543236674,0.777677548,0.014631,-0.897362,-0.736629
02-21-10 993,0,0,0,0,0.109665,0,0.754929,0,0.151123,0,0,0.777677548,0.040189,-0.025918,0.041602
02-21-11 034,0,0,0,0,-0.386383,0.496048,0.92067,0.165741,0.25235,0.101227,0.532710618,1.029857075,0.040189,-0.025918,0.041602
02-21-11 041,0.52,0,0,0,-0.386383,0,0.92067,0,0.25235,0,0,1.029857075,0.040189,-0.025918,0.041602
02-21-11 104,0.84,0.12,0,0,-0.386383,0,0.92067,0,0.25235,0,0,1.029857075,0.040189,-0.025918,0.041602
02-21-11 123,0,0.08,0,0,-0.386383,0,0.92067,0,0.25235,0,0,1.029857075,0.040189,-0.025918,0.041602
02-21-11 128,1.2,0.16,0,0,-0.386383,0,0.92067,0,0.25235,0,0,1.029857075,0.040189,-0.025918,0.041602
02-21-11 172,0,0,0,0,-0.386383,0,0.92067,0,0.25235,0,0,1.029857075,0.040189,-0.025918,0.041602
02-21-11 222,0,0,0,0,0.164871,0.551254,0.406555,0.514115,-0.799347,1.051697,1.293932682,0.911825115,-0.056789,-0.909135,0.568928
02-21-11 272,0,0,0,0,0.164871,0,0.406555,0,-0.799347,0,0,0.911825115,-0.056789,-0.909135,0.568928
02-21-11 327,0,0,0,0,0.164871,0,0.406555,0,-0.799347,0,0,0.911825115,-0.056789,-0.909135,0.568928
02-21-11 376,0,0,0,0,0.164871,0,0.406555,0,-0.799347,0,0,0.911825115,-0.056789,-0.909135,0.568928
02-21-11 426,0,0.04,0,0,-0.119232,0.284103,0.87265,0.466095,-0.111954,0.687393,0.87776318,0.887844576,0.266544,-0.534088,-0.061392
02-21-11 486,0,0,0,0,-0.119232,0,0.87265,0,-0.111954,0,0,0.887844576,0.266544,-0.534088,-0.061392
02-21-11 536,0,0,0,0,-0.119232,0,0.87265,0,-0.111954,0,0,0.887844576,0.266544,-0.534088,-0.061392
02-21-11 581,0,0,0,0,-0.119232,0,0.87265,0,-0.111954,0,0,0.887844576,0.266544,-0.534088,-0.061392
02-21-11 636,0,0,0,0,-0.030151,0.089081,1.021072,0.148422,-0.122208,0.010254,0.173406053,1.028801199,0.711469,0.362766,0.159138
02-21-11 689,0,0,0,0,-0.030151,0,1.021072,0,-0.122208,0,0,1.028801199,0.711469,0.362766,0.159138
02-21-11 737,0,0,0,0,-0.030151,0,1.021072,0,-0.122208,0,0,1.028801199,0.711469,0.362766,0.159138
02-21-11 787,0,0,0,0,-0.030151,0,1.021072,0,-0.122208,0,0,1.028801199,0.035003,0.389754,0.363713
02-21-11 835,0,0,0,0,-0.213531,0.18338,1.03952,0.018448,-0.053207,0.069001,0.196798605,1.062557435,0.035003,0.389754,0.363713
02-21-11 895,0,0,0.12,0.16,-0.213531,0,1.03952,0,-0.053207,0,0,1.062557435,0.035003,0.389754,0.363713
02-21-11 947,0,0,0.16,0.4,-0.213531,0,1.03952,0,-0.053207,0,0,1.062557435,0.035003,0.389754,0.363713
