Time,s1,s2,s3,s4,x,xdiff,y,ydiff,z,zdiff,adiff,z1,z2,z3
10-20-16 844,0,0,0,0,0.480896,0,0.549072,0,-0.129242,0,0,-1.418468,0.05873,-0.493252
10-20-16 864,0,0,0,0.32,0.480896,0,0.549072,0,-0.129242,0,0,-1.418468,0.05873,-0.493252
10-20-16 869,0,0,0.16,0.28,0.480896,0,0.549072,0,-0.129242,0,0,-1.418468,0.05873,-0.493252
10-20-16 871,0,0,0.28,0.56,0.480896,0,0.549072,0,-0.129242,0,0,-1.418468,0.05873,-0.493252
10-20-16 874,0,0,0.28,0.72,0.480896,0,0.549072,0,-0.129242,0,0,-1.418468,0.05873,-0.493252
10-20-16 879,0,0,0.16,0.6,0.480896,0,0.549072,0,-0.129242,0,0,-1.418468,0.05873,-0.493252
10-20-16 884,0,0.04,0.04,0.36,0.480896,0,0.549072,0,-0.129242,0,0,-1.418468,0.05873,-0.493252
10-20-16 898,0,0.08,0,0.2,0.480896,0,0.549072,0,-0.129242,0,0,-1.418468,0.05873,-0.493252
10-20-16 944,0,0.24,0,0.08,0.619263,0.138367,0.737366,0.188294,0.110352,0.239594,0.334671992,-1.418468,0.05873,-0.493252
10-20-17 002,0,0.36,0,0,0.619263,0,0.737366,0,0.110352,0,0,0.052125,0.04926,-0.064996
10-20-17 051,0,0.44,0,0,0.619263,0,0.737366,0,0.110352,0,0,0.052125,0.04926,-0.064996
10-20-17 100,0,0.56,0,0,0.619263,0,0.737366,0,0.110352,0,0,0.052125,0.04926,-0.064996
10-20-17 159,0,0.48,0,0,0.507721,0.111542,0.622147,0.115219,0.243683,0.133331,0.20855261,0.052125,0.04926,-0.064996
10-20-17 207,0,0.56,0,0,0.507721,0,0.622147,0,0.243683,0,0,-0.167057,-0.554488,-0.453716
10-20-17 256,0,0.6,0,0,0.507721,0,0.622147,0,0.243683,0,0,-0.167057,-0.554488,-0.453716
10-20-17 305,0,0.68,0,0,0.507721,0,0.622147,0,0.243683,0,0,-0.167057,-0.554488,-0.453716
10-20-17 363,0,0.56,0,0,0.385941,0.12178,1.099838,0.477691,0.03598,0.207703,0.534938871,-0.167057,-0.554488,-0.453716
10-20-17 415,0,0.16,0,0,0.385941,0,1.099838,0,0.03598,0,0,2.005678,0.433641,-1.570872
10-20-17 462,0,0,0,0,0.385941,0,1.099838,0,0.03598,0,0,2.005678,0.433641,-1.570872
10-20-17 511,0,0,0,0,0.385941,0,1.099838,0,0.03598,0,0,2.005678,0.433641,-1.570872
10-20-17 569,0,0,0,0,0.615982,0.230041,2.27301,1.173172,-0.595139,0.631119,1.351873735,2.005678,0.433641,-1.570872
10-20-17 618,0,0,0,0,0.615982,0,2.27301,0,-0.595139,0,0,0.058856,-1.11898,0.097284
10-20-17 672,0,0,0,0,0.615982,0,2.27301,0,-0.595139,0,0,0.058856,-1.11898,0.097284
10-20-17 725,0,0,0,0,0.615982,0,2.27301,0,-0.595139,0,0,0.058856,-1.11898,0.097284
10-20-17 774,0,0,0,0,0.326035,0.289947,1.005508,1.267502,-0.12999,0.465149,1.380939599,0.058856,-1.11898,0.097284
10-20-17 823,0,0,0,0,0.326035,0,1.005508,0,-0.12999,0,0,0.358172,-0.255767,-0.602426
10-20-17 872,0,0,0,0,0.326035,0,1.005508,0,-0.12999,0,0,0.358172,-0.255767,-0.602426
10-20-17 930,0,0,0,0,0.326035,0,1.005508,0,-0.12999,0,0,0.358172,-0.255767,-0.602426
10-20-17 979,0,0,0,0,0.231812,0.094223,0.978302,0.027206,-0.161835,0.031845,0.103112774,0.158554,0.394869,-0.158826
10-20-18 027,0,0,0,0,0.231812,0,0.978302,0,-0.161835,0,0,0.158554,0.394869,-0.158826
10-20-18 077,0,0,0,0,0.231812,0,0.978302,0,-0.161835,0,0,0.158554,0.394869,-0.158826
10-20-18 144,0,0,0,0,0.231812,0,0.978302,0,-0.161835,0,0,0.158554,0.394869,-0.158826
10-20-18 184,0,0,0,0,0.147003,0.084809,0.991791,0.013489,-0.088364,0.073471,0.113015519,-0.017236,-0.083122,0.138701
10-20-18 233,0,0,0,0,0.147003,0,0.991791,0,-0.088364,0,0,-0.017236,-0.083122,0.138701
10-20-18 291,0,0,0,0,0.147003,0,0.991791,0,-0.088364,0,0,-0.017236,-0.083122,0.138701
10-20-18 340,0,0,0,0.08,0.147003,0,0.991791,0,-0.088364,0,0,-0.017236,-0.083122,0.138701
10-20-18 389,0,0,0.04,0.12,0.147003,0,0.991791,0,-0.088364,0,0,0.934982,-0.476185,0.224853
10-20-18 439,0,0,0.12,0.44,0.552658,0.405655,0.910614,0.081177,1.093842,1.182206,1.252500184,0.934982,-0.476185,0.224853
10-20-18 499,0,0,0.2,0.68,0.552658,0,0.910614,0,1.093842,0,0,0.934982,-0.476185,0.224853
10-20-18 550,0,0,0.08,0.6,0.552658,0,0.910614,0,1.093842,0,0,0.934982,-0.476185,0.224853
10-20-18 594,0,0.12,0,0.16,0.552658,0,0.910614,0,1.093842,0,0,-0.176089,0.745917,-0.600404
10-20-18 643,0,0.28,0,0.04,0.175507,0.377151,0.87381,0.036804,0.024506,1.069336,1.134494113,-0.176089,0.745917,-0.600404
10-20-18 705,0,0.48,0,0,0.175507,0,0.87381,0,0.024506,0,0,-0.176089,0.745917,-0.600404
10-20-18 755,0,0.72,0,0,0.175507,0,0.87381,0,0.024506,0,0,-0.176089,0.745917,-0.600404
10-20-18 806,0,0.84,0,0,0.175507,0,0.87381,0,0.024506,0,0,-0.11616,-0.34761,-0.182925
10-20-18 858,0,0.92,0,0,0.256104,0.080597,0.870697,0.003113,0.036804,0.012298,0.081589264,-0.11616,-0.34761,-0.182925
10-20-18 909,0,0.96,0,0,0.256104,0,0.870697,0,0.036804,0,0,-0.11616,-0.34761,-0.182925
10-20-18 960,0,1.2,0,0,0.256104,0,0.870697,0,0.036804,0,0,-0.11616,-0.34761,-0.182925
10-20-19 015,0,1.28,0,0,0.256104,0,0.870697,0,0.036804,0,0,-0.108427,-0.640785,-0.283456
10-20-19 064,0,1.36,0,0,0.417206,0.161102,0.758514,0.112183,0.126724,0.08992,0.215927039,-0.108427,-0.640785,-0.283456
10-20-19 112,0,1.2,0,0,0.417206,0,0.758514,0,0.126724,0,0,-0.108427,-0.640785,-0.283456
10-20-19 184,0,0.28,0,0,0.417206,0,0.758514,0,0.126724,0,0,-0.108427,-0.640785,-0.283456
10-20-19 222,0,0,0,0,0.417206,0,0.758514,0,0.126724,0,0,0.697238,0.24078,-0.288355
10-20-19 270,0,0,0,0,0.355164,0.062042,0.852509,0.093995,-0.280441,0.407165,0.422454266,0.697238,0.24078,-0.288355
10-20-19 321,0,0,0,0,0.355164,0,0.852509,0,-0.280441,0,0,0.697238,0.24078,-0.288355
10-20-19 375,0,0,0,0,0.355164,0,0.852509,0,-0.280441,0,0,0.047798,-2.284318,-0.172212
10-20-19 426,0,0,0,0,0.355164,0,0.852509,0,-0.280441,0,0,0.047798,-2.284318,-0.172212
10-20-19 488,0,0,0,0,0.165741,0.189423,0.987198,0.134689,0.109756,0.390197,0.454176065,0.047798,-2.284318,-0.172212
10-20-19 530,0,0,0,0,0.165741,0,0.987198,0,0.109756,0,0,0.047798,-2.284318,-0.172212
10-20-19 574,0,0,0,0,0.165741,0,0.987198,0,0.109756,0,0,0.047798,-2.284318,-0.172212
10-20-19 635,0,0,0,0,0.165741,0,0.987198,0,0.109756,0,0,0.736549,1.344696,-0.434463
10-20-19 683,0,0,0,0,0.183517,0.017776,0.989655,0.002457,-0.152481,0.262237,0.262850275,0.736549,1.344696,-0.434463
10-20-19 728,0,0,0,0,0.183517,0,0.989655,0,-0.152481,0,0,0.736549,1.344696,-0.434463
10-20-19 789,0,0,0,0,0.183517,0,0.989655,0,-0.152481,0,0,0.493181,0.544488,-0.030699
10-20-19 835,0,0,0,0,0.183517,0,0.989655,0,-0.152481,0,0,0.493181,0.544488,-0.030699
10-20-19 883,0,0,0,0,0.12764,0.055877,1.039383,0.049728,-0.155014,0.002533,0.074843364,0.493181,0.544488,-0.030699
10-20-19 933,0,0,0,0,0.12764,0,1.039383,0,-0.155014,0,0,0.493181,0.544488,-0.030699
10-20-19 996,0,0,0,0.04,0.12764,0,1.039383,0,-0.155014,0,0,0.030362,-0.279937,0.259965
10-20-20 039,0,0,0,0.12,0.12764,0,1.039383,0,-0.155014,0,0,0.030362,-0.279937,0.259965
10-20-20 088,0,0,0,0.28,0.494949,0.367309,0.868774,0.170609,0.121063,0.276077,0.490144716,0.030362,-0.279937,0.259965
10-20-20 152,0,0,0.04,0.56,0.494949,0,0.868774,0,0.121063,0,0,0.030362,-0.279937,0.259965
10-20-20 198,0,0,0,0.48,0.494949,0,0.868774,0,0.121063,0,0,-1.458168,1.291833,0.35514
10-20-20 257,0,0.12,0,0.28,0.494949,0,0.868774,0,0.121063,0,0,-1.458168,1.291833,0.35514
10-20-20 294,0,0.2,0,0.04,0.248138,0.246811,0.913834,0.04506,0.055557,0.065506,0.259301194,-1.458168,1.291833,0.35514
10-20-20 354,0,0.44,0,0,0.248138,0,0.913834,0,0.055557,0,0,-1.458168,1.291833,0.35514
10-20-20 410,0,0.68,0,0,0.248138,0,0.913834,0,0.055557,0,0,-0.43794,-0.779857,-0.504067
10-20-20 450,0,0.16,0,0,0.248138,0,0.913834,0,0.055557,0,0,-0.43794,-0.779857,-0.504067
10-20-20 508,0,0.96,0,0,0.143066,0.105072,0.930252,0.016418,0.00827,0.047287,0.116386152,-0.43794,-0.779857,-0.504067
10-20-20 557,0,1.04,0,0,0.143066,0,0.930252,0,0.00827,0,0,-0.43794,-0.779857,-0.504067
10-20-20 606,0,1.12,0,0,0.143066,0,0.930252,0,0.00827,0,0,1.054102,-0.027794,-0.225664
10-20-20 655,0,1.08,0,0,0.143066,0,0.930252,0,0.00827,0,0,1.054102,-0.027794,-0.225664
10-20-20 745,0,0.6,0,0,0.527313,0.384247,1.1548,0.224548,-0.25058,0.25885,0.514850351,1.054102,-0.027794,-0.225664
10-20-20 763,0,0,0,0,0.527313,0,1.1548,0,-0.25058,0,0,1.054102,-0.027794,-0.225664
10-20-20 811,0,0,0,0,0.527313,0,1.1548,0,-0.25058,0,0,1.274732,1.035887,0.246602
10-20-20 861,0,0,0,0,0.527313,0,1.1548,0,-0.25058,0,0,1.274732,1.035887,0.246602
10-20-20 919,0,0,0,0,0.04361,0.483703,0.889694,0.265106,-0.07547,0.17511,0.578716939,1.274732,1.035887,0.246602
10-20-20 967,0,0,0,0,0.04361,0,0.889694,0,-0.07547,0,0,1.677328,-0.341239,-0.091602
10-20-21 016,0,0,0,0,0.04361,0,0.889694,0,-0.07547,0,0,1.677328,-0.341239,-0.091602
10-20-21 065,0,0,0,0,0.04361,0,0.889694,0,-0.07547,0,0,1.677328,-0.341239,-0.091602
10-20-21 124,0,0.44,0,0,0.610672,0.567062,1.088913,0.199219,0.464005,0.539475,0.807639027,1.677328,-0.341239,-0.091602
10-20-21 173,0,1.52,0,0,0.610672,0,1.088913,0,0.464005,0,0,-2.686841,0.428944,-0.153663
10-20-21 231,0,15.52,0,0,0.610672,0,1.088913,0,0.464005,0,0,-2.686841,0.428944,-0.153663
10-20-21 280,0,16.44,0,0,0.610672,0,1.088913,0,0.464005,0,0,-2.686841,0.428944,-0.153663
10-20-21 331,2,13.4,0,0,0.610672,0,1.088913,0,0.464005,0,0,-2.686841,0.428944,-0.153663
10-20-21 378,2,0.08,0,0,1.338318,0.727646,1.489319,0.400406,3.201462,2.737457,2.860675531,-0.29268,-0.592801,1.729261
10-20-21 427,0,0,0,0,1.338318,0,1.489319,0,3.201462,0,0,-0.29268,-0.592801,1.729261
10-20-21 485,0,0,0,0,1.338318,0,1.489319,0,3.201462,0,0,-0.29268,-0.592801,1.729261
10-20-21 534,0,4,0,0,1.338318,0,1.489319,0,3.201462,0,0,-0.29268,-0.592801,1.729261
10-20-21 593,2,5.52,0,0,-0.115021,1.453339,1.038467,0.450852,0.112671,3.088791,3.443267578,2.069286,-0.461067,0.455882
10-20-21 641,2,0.04,0,0,-0.115021,0,1.038467,0,0.112671,0,0,2.069286,-0.461067,0.455882
10-20-21 690,0,6.8,0,0,-0.115021,0,1.038467,0,0.112671,0,0,2.069286,-0.461067,0.455882
10-20-21 739,2,8.2,0,0,-0.115021,0,1.038467,0,0.112671,0,0,2.069286,-0.461067,0.455882
10-20-21 797,2,5.6,0,0,0.334808,0.449829,0.667252,0.371215,-1.51326,1.625931,1.727367454,-0.944292,-4.364418,-1.03745
10-20-21 846,2,4.24,0,0,0.334808,0,0.667252,0,-1.51326,0,0,-0.944292,-4.364418,-1.03745
10-20-21 895,2,0,0,0,0.334808,0,0.667252,0,-1.51326,0,0,-0.944292,-4.364418,-1.03745
10-20-21 944,0,0,0,0,0.334808,0,0.667252,0,-1.51326,0,0,-0.944292,-4.364418,-1.03745
10-20-22 002,0,0,0,0,-0.552139,0.886947,0.821396,0.154144,-0.986862,0.526398,1.042847164,-0.50731,-1.069971,-1.372032
10-20-22 052,0,0,0,0,-0.552139,0,0.821396,0,-0.986862,0,0,-0.50731,-1.069971,-1.372032
10-20-22 100,0,0,0,0,-0.552139,0,0.821396,0,-0.986862,0,0,-0.50731,-1.069971,-1.372032
10-20-22 149,0,0,0,0,-0.552139,0,0.821396,0,-0.986862,0,0,-0.50731,-1.069971,-1.372032
10-20-22 208,0,0.2,0,0,-0.674286,0.122147,1.027771,0.206375,0.366013,1.352875,1.373965537,-1.305151,-1.138116,-1.067001
10-20-22 256,0,0.16,0,0,-0.674286,0,1.027771,0,0.366013,0,0,-1.305151,-1.138116,-1.067001
10-20-22 305,0,0.28,0,0,-0.674286,0,1.027771,0,0.366013,0,0,-1.305151,-1.138116,-1.067001
10-20-22 364,0,0.4,0,0,-0.674286,0,1.027771,0,0.366013,0,0,-0.672437,-0.18172,-0.343347
10-20-22 413,0,26.24,0,0,-0.752884,0.078598,0.476624,0.551147,0.293335,0.072678,0.561447017,-0.672437,-0.18172,-0.343347
10-20-22 462,2,24.04,0,0,-0.752884,0,0.476624,0,0.293335,0,0,-0.672437,-0.18172,-0.343347
10-20-22 621,2,23.64,0,0,-0.809204,0.05632,0.494934,0.01831,0.399139,0.105804,0.121250505,-0.266037,-0.013061,-0.354367
10-20-22 625,0,20.92,0,0,-0.809204,0,0.494934,0,0.399139,0,0,-0.266037,-0.013061,-0.354367
10-20-22 690,0,21.08,0,0,-0.809204,0,0.494934,0,0.399139,0,0,-0.266037,-0.013061,-0.354367
10-20-22 696,0,21.44,0,0,-0.809204,0,0.494934,0,0.399139,0,0,-0.266037,-0.013061,-0.354367
10-20-22 725,2,19.64,0,0,-0.809204,0,0.494934,0,0.399139,0,0,-0.266037,-0.013061,-0.354367
10-20-22 774,2,20.12,0,0,-0.809204,0,0.494934,0,0.399139,0,0,-0.396878,-0.379897,-0.218639
10-20-22 872,2,17.96,0,0,-0.780472,0.028732,0.378555,0.116379,0.494476,0.095337,0.153162473,-0.396878,-0.379897,-0.218639
10-20-22 888,2,22.04,0,0,-0.780472,0,0.378555,0,0.494476,0,0,-0.396878,-0.379897,-0.218639
10-20-22 931,2,22.64,0,0,-0.780472,0,0.378555,0,0.494476,0,0,-0.396878,-0.379897,-0.218639
10-20-22 980,2,21.08,0,0,-0.780472,0,0.378555,0,0.494476,0,0,-0.387567,-0.467252,-0.126162
10-20-23 039,2,21.72,0,0,-0.710205,0.070267,0.364212,0.014343,0.606094,0.111618,0.13267159,-0.387567,-0.467252,-0.126162
10-20-23 087,2,18.64,0,0,-0.710205,0,0.364212,0,0.606094,0,0,-0.387567,-0.467252,-0.126162
10-20-23 135,2,18.72,0,0,-0.710205,0,0.364212,0,0.606094,0,0,-0.387567,-0.467252,-0.126162
10-20-23 197,2,16.2,0,0,-0.710205,0,0.364212,0,0.606094,0,0,-0.193981,-0.131144,0.132224
10-20-23 243,2,9.48,0,0,-0.727936,0.017731,0.327911,0.036301,0.648895,0.042801,0.058856406,-0.193981,-0.131144,0.132224
10-20-23 292,2,8.84,0,0,-0.727936,0,0.327911,0,0.648895,0,0,-0.193981,-0.131144,0.132224
10-20-23 340,2,6.8,0,0,-0.727936,0,0.327911,0,0.648895,0,0,-0.193981,-0.131144,0.132224
10-20-23 401,2,5.2,0,0,-0.727936,0,0.327911,0,0.648895,0,0,-0.177698,-0.230234,-0.222355
10-20-23 448,2,6.12,0,0,-0.672928,0.055008,0.313431,0.01448,0.72113,0.072235,0.091942622,-0.177698,-0.230234,-0.222355
10-20-23 497,2,7.24,0,0,-0.672928,0,0.313431,0,0.72113,0,0,-0.177698,-0.230234,-0.222355
10-20-23 556,0.08,7.32,0,0,-0.672928,0,0.313431,0,0.72113,0,0,-0.177698,-0.230234,-0.222355
10-20-23 605,2,9.2,0,0,-0.672928,0,0.313431,0,0.72113,0,0,-0.350121,-0.236523,-0.249655
10-20-23 654,2,10.24,0,0,-0.612549,0.060379,0.041061,0.27237,0.662399,0.058731,0.285097125,-0.350121,-0.236523,-0.249655
10-20-23 703,2,9.6,0,0,-0.612549,0,0.041061,0,0.662399,0,0,-0.350121,-0.236523,-0.249655
10-20-23 761,2,10.48,0,0,-0.612549,0,0.041061,0,0.662399,0,0,-0.350121,-0.236523,-0.249655
10-20-23 809,2,10.68,0,0,-0.612549,0,0.041061,0,0.662399,0,0,0.516919,-0.650011,0.522334
10-20-23 858,2,10.52,0,0,-0.796188,0.183639,0.797455,0.756394,1.12059,0.458191,0.903213241,0.516919,-0.650011,0.522334
10-20-23 917,2,11.16,0,0,-0.796188,0,0.797455,0,1.12059,0,0,0.516919,-0.650011,0.522334
10-20-23 966,2,11.6,0,0,-0.796188,0,0.797455,0,1.12059,0,0,0.880435,-0.578095,0.997033
10-20-24 015,2,11.88,0,0,-0.796188,0,0.797455,0,1.12059,0,0,0.880435,-0.578095,0.997033
10-20-24 073,2,12.4,0,0,-0.227661,0.568527,0.485474,0.311981,0.652283,0.468307,0.799916583,0.880435,-0.578095,0.997033
10-20-24 122,2,12.48,0,0,-0.227661,0,0.485474,0,0.652283,0,0,0.880435,-0.578095,0.997033
10-20-24 171,2,14,0,0,-0.227661,0,0.485474,0,0.652283,0,0,0.104082,0.070117,0.896219
10-20-24 219,2,14.92,0,0,-0.227661,0,0.485474,0,0.652283,0,0,0.104082,0.070117,0.896219
10-20-24 278,2,14.96,0,0,-0.302551,0.07489,0.708939,0.223465,0.718796,0.066513,0.244885887,0.104082,0.070117,0.896219
10-20-24 327,2,15.76,0,0,-0.302551,0,0.708939,0,0.718796,0,0,0.104082,0.070117,0.896219
10-20-24 376,2,15.92,0,0,-0.302551,0,0.708939,0,0.718796,0,0,0.290944,-0.097048,0.632873
10-20-24 434,2,15.84,0,0,-0.302551,0,0.708939,0,0.718796,0,0,0.290944,-0.097048,0.632873
10-20-24 483,2,15.6,0,0,-0.12915,0.173401,0.747253,0.038314,0.698792,0.020004,0.178706546,0.290944,-0.097048,0.632873
10-20-24 532,0,15.4,0,0,-0.12915,0,0.747253,0,0.698792,0,0,0.290944,-0.097048,0.632873
10-20-24 590,2,16,0,0,-0.12915,0,0.747253,0,0.698792,0,0,0.439746,0.112317,0.513822
10-20-24 639,2,16.64,0,0,-0.12915,0,0.747253,0,0.698792,0,0,0.439746,0.112317,0.513822
10-20-24 688,2,0.08,0,0,-0.12915,0,0.747253,0,0.698792,0,0,0.439746,0.112317,0.513822
10-20-24 737,0,0.08,0,0,-0.113892,0.015258,0.791977,0.044724,0.573029,0.125763,0.134347962,0.439746,0.112317,0.513822
10-20-24 786,0,0.08,0,0,-0.113892,0,0.791977,0,0.573029,0,0,0.530589,0.163248,0.454493
10-20-24 844,0,0.04,0,0,-0.113892,0,0.791977,0,0.573029,0,0,0.530589,0.163248,0.454493
10-20-24 894,0,16.08,0,0,-0.113892,0,0.791977,0,0.573029,0,0,0.530589,0.163248,0.454493
10-20-24 942,2,0.04,0,0,-0.052444,0.061448,0.851334,0.059357,0.501755,0.071274,0.111261373,0.530589,0.163248,0.454493
10-20-25 001,0,0,0,0,-0.052444,0,0.851334,0,0.501755,0,0,0.395364,0.087341,0.256573
10-20-25 088,0,0,0,0,-0.052444,0,0.851334,0,0.501755,0,0,0.395364,0.087341,0.256573
10-20-25 271,0,0,0,0,-0.067932,0.015488,0.899048,0.047714,0.442474,0.059281,0.077657845,0.315386,-0.125567,0.110273
10-20-25 279,0,0,0,0,-0.067932,0,0.899048,0,0.442474,0,0,0.315386,-0.125567,0.110273
10-20-25 283,0,0,0,0,-0.067932,0,0.899048,0,0.442474,0,0,0.315386,-0.125567,0.110273
10-20-25 285,0,0.2,0,0,-0.067932,0,0.899048,0,0.442474,0,0,0.315386,-0.125567,0.110273
10-20-25 304,0,0.52,0,0,-0.067932,0,0.899048,0,0.442474,0,0,0.315386,-0.125567,0.110273
10-20-25 362,0,0,0,0,-0.019577,0.048355,0.909241,0.010193,0.40744,0.035034,0.06057627,0.134109,-0.090263,0.07761
10-20-25 411,0,0,0,0,-0.019577,0,0.909241,0,0.40744,0,0,0.134109,-0.090263,0.07761
10-20-25 460,0,0.04,0,0,-0.019577,0,0.909241,0,0.40744,0,0,0.134109,-0.090263,0.07761
10-20-25 508,0,0,0,0,-0.019577,0,0.909241,0,0.40744,0,0,0.134109,-0.090263,0.07761
10-20-25 567,0,0,0,0,0.01561,0.035187,0.945328,0.036087,0.376282,0.031158,0.059255527,0.071446,-0.066576,0.043272
10-20-25 616,0,0,0,0,0.01561,0,0.945328,0,0.376282,0,0,0.071446,-0.066576,0.043272
10-20-25 665,0,0,0,0,0.01561,0,0.945328,0,0.376282,0,0,0.071446,-0.066576,0.043272
10-20-25 713,0,0,0,0,0.01561,0,0.945328,0,0.376282,0,0,0.071446,-0.066576,0.043272
10-20-25 772,0,0,0,0,0.068634,0.053024,0.938766,0.006562,0.368622,0.00766,0.053974809,0.009917,-0.085308,0.055764
10-20-25 824,0,0.08,0,0,0.068634,0,0.938766,0,0.368622,0,0,0.009917,-0.085308,0.055764
10-20-25 870,0,0.04,0,0,0.068634,0,0.938766,0,0.368622,0,0,0.009917,-0.085308,0.055764
10-20-25 919,0,0.04,0,0,0.068634,0,0.938766,0,0.368622,0,0,0.009917,-0.085308,0.055764
10-20-25 977,0,0.08,0,0,0.048248,0.020386,0.967804,0.029038,0.28302,0.085602,0.092663352,0.342585,0.140013,0.064351
10-20-26 027,0,0.04,0,0,0.048248,0,0.967804,0,0.28302,0,0,0.342585,0.140013,0.064351
10-20-26 075,0,0.04,0,0,0.048248,0,0.967804,0,0.28302,0,0,0.342585,0.140013,0.064351
10-20-26 134,0,0.04,0,0,0.048248,0,0.967804,0,0.28302,0,0,0.342585,0.140013,0.064351
10-20-26 183,0,0.04,0,0,0.028839,0.019409,1.026108,0.058304,0.277954,0.005066,0.061658171,0.344127,0.105345,0.090939
10-20-26 231,0,0.04,0,0,0.028839,0,1.026108,0,0.277954,0,0,0.344127,0.105345,0.090939
10-20-26 280,0,0.04,0,0,0.028839,0,1.026108,0,0.277954,0,0,0.344127,0.105345,0.090939
10-20-26 339,0,0,0,0,0.028839,0,1.026108,0,0.277954,0,0,0.344127,0.105345,0.090939
10-20-26 388,0,0.08,0,0,0.078262,0.049423,1.032715,0.006607,0.224396,0.053558,0.073176121,-0.235039,-0.263847,0.329848
10-20-26 436,0,0.08,0,0,0.078262,0,1.032715,0,0.224396,0,0,-0.235039,-0.263847,0.329848
10-20-26 485,0,0.04,0,0,0.078262,0,1.032715,0,0.224396,0,0,-0.235039,-0.263847,0.329848
10-20-26 544,0,0.04,0,0,0.078262,0,1.032715,0,0.224396,0,0,-0.235039,-0.263847,0.329848
10-20-26 593,0,0.04,0,0,0.262726,0.184464,1.042709,0.009994,0.169449,0.054947,0.192733028,-0.141785,-0.412341,1.014392
10-20-26 641,0,0.08,0,0,0.262726,0,1.042709,0,0.169449,0,0,-0.141785,-0.412341,1.014392
10-20-26 700,0,0.12,0,0,0.262726,0,1.042709,0,0.169449,0,0,-0.141785,-0.412341,1.014392
10-20-26 749,0,0.12,0,0,0.262726,0,1.042709,0,0.169449,0,0,-0.141785,-0.412341,1.014392
10-20-26 798,0,0.12,0,0,0.202362,0.060364,0.948013,0.094696,0.186218,0.016769,0.113544459,0.537688,0.846233,0.930683
10-20-26 847,0,0.16,0,0,0.202362,0,0.948013,0,0.186218,0,0,0.537688,0.846233,0.930683
10-20-26 905,0,2.2,0,0,0.202362,0,0.948013,0,0.186218,0,0,0.537688,0.846233,0.930683
10-20-26 954,0,3.52,0,0,0.202362,0,0.948013,0,0.186218,0,0,0.479673,0.035225,-0.869363
10-20-27 002,0,6.24,0,0,0.79924,0.596878,0.962494,0.014481,0.057739,0.128479,0.610720803,0.479673,0.035225,-0.869363
10-20-27 062,2.04,1.52,0,0,0.79924,0,0.962494,0,0.057739,0,0,0.479673,0.035225,-0.869363
10-20-27 122,0,0.6,0.28,0.52,0.79924,0,0.962494,0,0.057739,0,0,0.479673,0.035225,-0.869363
10-20-27 166,2,2.88,0,0.04,0.79924,0,0.962494,0,0.057739,0,0,-2.660474,-0.102211,1.734835
10-20-27 208,0,3.44,0,0.12,0.79924,0,0.962494,0,0.057739,0,0,-2.660474,-0.102211,1.734835
10-20-27 266,0,0.8,0,0.16,0.50322,0.29602,0.997482,0.034988,-0.425766,0.483505,0.568004477,-2.660474,-0.102211,1.734835
10-20-27 315,0,0.4,0,0.12,0.50322,0,0.997482,0,-0.425766,0,0,-2.660474,-0.102211,1.734835
10-20-27 364,0,0.24,0,0.16,0.50322,0,0.997482,0,-0.425766,0,0,-0.511578,-4.549859,-1.473459
10-20-27 413,0,0.08,0,0.2,0.50322,0,0.997482,0,-0.425766,0,0,-0.511578,-4.549859,-1.473459
10-20-27 472,0,0,0,0.28,0.37323,0.12999,1.044266,0.046784,0.234497,0.660263,0.674561615,-0.511578,-4.549859,-1.473459
10-20-27 520,0,0.24,0,0.28,0.37323,0,1.044266,0,0.234497,0,0,-0.511578,-4.549859,-1.473459
10-20-27 569,0,0.24,0,0.28,0.37323,0,1.044266,0,0.234497,0,0,-0.765558,-0.344955,-0.367344
10-20-27 628,0,0.16,0,0.28,0.37323,0,1.044266,0,0.234497,0,0,-0.765558,-0.344955,-0.367344
10-20-27 677,0,0.12,0,0.28,-0.177338,0.550568,0.717377,0.326889,0.218582,0.015915,0.640495767,-0.765558,-0.344955,-0.367344
10-20-27 726,0,0,0,0.2,-0.177338,0,0.717377,0,0.218582,0,0,-0.765558,-0.344955,-0.367344
10-20-27 774,0,0,0,0.16,-0.177338,0,0.717377,0,0.218582,0,0,-0.642084,4.612226,0.739639
10-20-27 833,0,0,0,0.08,-0.177338,0,0.717377,0,0.218582,0,0,-0.642084,4.612226,0.739639
10-20-27 882,0,0,0,0,-0.914825,0.737487,1.610596,0.893219,0.05835,0.160232,1.169359462,-0.642084,4.612226,0.739639
10-20-27 931,0,0,0,0,-0.914825,0,1.610596,0,0.05835,0,0,-0.642084,4.612226,0.739639
10-20-27 979,0,0,0,0.04,-0.914825,0,1.610596,0,0.05835,0,0,-0.81236,0.101629,-2.952363
10-20-28 038,0,0,0,0,-0.914825,0,1.610596,0,0.05835,0,0,-0.81236,0.101629,-2.952363
10-20-28 087,0,0,0,0,0.520111,1.434936,0.957199,0.653397,0.407974,0.349624,1.614994088,-0.81236,0.101629,-2.952363
10-20-28 136,0,0,0,0,0.520111,0,0.957199,0,0.407974,0,0,-0.81236,0.101629,-2.952363
10-20-28 194,0,0,0,0,0.520111,0,0.957199,0,0.407974,0,0,3.114203,1.733582,0.370095
10-20-28 243,0,0,0,0,0.520111,0,0.957199,0,0.407974,0,0,3.114203,1.733582,0.370095
