Time,s1,s2,s3,s4,x,xdiff,y,ydiff,z,zdiff,adiff,z1,z2,z3
10-20-11 328,0,0,0,0,0.43512,0,0.88826,0,-0.223801,0,0,0.438052,0.406777,-0.134601
10-20-11 387,0,0,0,0,0.43512,0,0.88826,0,-0.223801,0,0,0.438052,0.406777,-0.134601
10-20-11 436,0,0,0,0,0.43512,0,0.88826,0,-0.223801,0,0,0.908291,1.112774,0.652067
10-20-11 485,0,0,0,0,0.525375,0.090255,1.131516,0.243256,-0.06311,0.160691,0.305190177,0.908291,1.112774,0.652067
10-20-11 543,0,0,0,0,0.525375,0,1.131516,0,-0.06311,0,0,0.908291,1.112774,0.652067
10-20-11 592,0,0,0.08,0.24,0.525375,0,1.131516,0,-0.06311,0,0,0.908291,1.112774,0.652067
10-20-11 640,0,0,0.16,0.56,0.525375,0,1.131516,0,-0.06311,0,0,-2.487976,1.46311,-0.551544
10-20-11 689,0,0,0.12,0.64,0.531708,0.006333,0.938782,0.192734,-0.150162,0.087052,0.211576351,-2.487976,1.46311,-0.551544
10-20-11 749,0,0.12,0,0.32,0.531708,0,0.938782,0,-0.150162,0,0,-2.487976,1.46311,-0.551544
10-20-11 797,0,0.08,0,0.28,0.531708,0,0.938782,0,-0.150162,0,0,-2.487976,1.46311,-0.551544
10-20-11 846,0,0.12,0,0.28,0.531708,0,0.938782,0,-0.150162,0,0,-1.771593,-1.823704,-2.004279
10-20-11 895,0,0.12,0,0.28,1.025589,0.493881,1.03511,0.096328,-0.363907,0.213745,0.546703257,-1.771593,-1.823704,-2.004279
10-20-11 953,0,0.12,0,0.32,1.025589,0,1.03511,0,-0.363907,0,0,-1.771593,-1.823704,-2.004279
10-20-12 002,0,0.08,0,0.24,1.025589,0,1.03511,0,-0.363907,0,0,0.954004,-0.169729,0.204337
10-20-12 051,0,0.12,0,0.2,1.025589,0,1.03511,0,-0.363907,0,0,0.954004,-0.169729,0.204337
10-20-12 110,0,0.16,0,0.08,0.612305,0.413284,0.815445,0.219665,0.791855,1.155762,1.246933109,0.954004,-0.169729,0.204337
10-20-12 159,0,0.08,0,0,0.612305,0,0.815445,0,0.791855,0,0,0.954004,-0.169729,0.204337
10-20-12 207,0,0.24,0,0,0.612305,0,0.815445,0,0.791855,0,0,0.308377,-0.408849,0.648535
10-20-12 256,0,0,0,0.04,0.612305,0,0.815445,0,0.791855,0,0,0.308377,-0.408849,0.648535
10-20-12 315,0,0,0,0,0.31366,0.298645,0.663727,0.151718,-0.042313,0.834168,0.898912365,0.308377,-0.408849,0.648535
10-20-12 364,0,0,0.6,0.28,0.31366,0,0.663727,0,-0.042313,0,0,0.308377,-0.408849,0.648535
10-20-12 412,0,0,0,0,0.31366,0,0.663727,0,-0.042313,0,0,0.914645,-1.008696,-0.496264
10-20-12 462,0,0,0,0,0.31366,0,0.663727,0,-0.042313,0,0,0.914645,-1.008696,-0.496264
10-20-12 520,0,0,0,0,0.234787,0.078873,0.890686,0.226959,-0.127899,0.085586,0.255061368,0.914645,-1.008696,-0.496264
10-20-12 569,0,0,0,0,0.234787,0,0.890686,0,-0.127899,0,0,0.914645,-1.008696,-0.496264
10-20-12 618,0,0,0,0,0.234787,0,0.890686,0,-0.127899,0,0,0.494625,0.698412,-0.383428
10-20-12 676,0,0,0,0,0.234787,0,0.890686,0,-0.127899,0,0,0.494625,0.698412,-0.383428
10-20-12 725,0,0,0,0,0.234787,0,0.890686,0,-0.127899,0,0,0.494625,0.698412,-0.383428
10-20-12 774,0,0,0,0,0.17157,0.063217,0.97995,0.089264,-0.132156,0.004257,0.109464939,0.494625,0.698412,-0.383428
10-20-12 823,0,0,0,0,0.17157,0,0.97995,0,-0.132156,0,0,0.447596,0.161849,-0.167314
10-20-12 881,0,0,0,0,0.17157,0,0.97995,0,-0.132156,0,0,0.447596,0.161849,-0.167314
10-20-12 930,0,0,0,0,0.17157,0,0.97995,0,-0.132156,0,0,0.447596,0.161849,-0.167314
10-20-12 980,0,0,0,0,0.14624,0.02533,1.019226,0.039276,-0.141937,0.009781,0.0477481,0.447596,0.161849,-0.167314
10-20-13 027,0,0,0,0,0.14624,0,1.019226,0,-0.141937,0,0,0.20093,0.533284,0.082377
10-20-13 081,0,0.28,0,0,0.14624,0,1.019226,0,-0.141937,0,0,0.20093,0.533284,0.082377
10-20-13 135,0,0,0,0,0.14624,0,1.019226,0,-0.141937,0,0,0.20093,0.533284,0.082377
10-20-13 184,0,0,0,0.04,0.16156,0.01532,1.108612,0.089386,0.063599,0.205536,0.224654416,0.20093,0.533284,0.082377
10-20-13 247,0,0,0,0.16,0.16156,0,1.108612,0,0.063599,0,0,-1.025875,-0.15324,0.467456
10-20-13 291,0,0,0.04,0.48,0.16156,0,1.108612,0,0.063599,0,0,-1.025875,-0.15324,0.467456
10-20-13 340,0,0,0.08,0.72,0.16156,0,1.108612,0,0.063599,0,0,-1.025875,-0.15324,0.467456
10-20-13 410,0,0.04,0,0.52,0.084015,0.077545,1.266098,0.157486,-0.448257,0.511856,0.541120718,-0.279344,1.04063,-0.922897
10-20-13 447,0.08,0.08,0,0.16,0.084015,0,1.266098,0,-0.448257,0,0,-0.279344,1.04063,-0.922897
10-20-13 504,0,0.28,0,0,0.084015,0,1.266098,0,-0.448257,0,0,-0.279344,1.04063,-0.922897
10-20-13 545,0,0.48,0,0,0.084015,0,1.266098,0,-0.448257,0,0,-0.279344,1.04063,-0.922897
10-20-13 604,0,0.64,0,0,0.498947,0.414932,0.59169,0.674408,0.034027,0.482284,0.927142153,0.458976,-0.242911,0.090076
10-20-13 657,0,0.76,0,0,0.498947,0,0.59169,0,0.034027,0,0,0.458976,-0.242911,0.090076
10-20-13 701,0,0.8,0,0,0.498947,0,0.59169,0,0.034027,0,0,0.458976,-0.242911,0.090076
10-20-13 872,0,0.84,0,0,0.488541,0.010406,0.995331,0.403641,0.562668,0.528641,0.665203464,-0.980034,-0.881041,-0.265035
10-20-13 876,0.24,0.96,0,0,0.488541,0,0.995331,0,0.562668,0,0,-0.980034,-0.881041,-0.265035
10-20-13 879,0,1,0,0,0.488541,0,0.995331,0,0.562668,0,0,-0.980034,-0.881041,-0.265035
10-20-13 882,0.24,0.96,0,0,0.488541,0,0.995331,0,0.562668,0,0,-0.980034,-0.881041,-0.265035
10-20-13 990,0,1,0,0,0.484268,0.004273,0.558014,0.437317,0.275253,0.287415,0.523327621,0.250811,-1.44215,-0.52201
10-20-13 994,0,0.64,0,0,0.484268,0,0.558014,0,0.275253,0,0,0.250811,-1.44215,-0.52201
10-20-14 014,0,0.04,0,0,0.484268,0,0.558014,0,0.275253,0,0,0.250811,-1.44215,-0.52201
10-20-14 076,0,0,0,0,0.484268,0,0.558014,0,0.275253,0,0,0.250811,-1.44215,-0.52201
10-20-14 161,0,0,0,0,0.484268,0,0.558014,0,0.275253,0,0,0.250811,-1.44215,-0.52201
10-20-14 165,0,0,0,0,0.484268,0,0.558014,0,0.275253,0,0,0.250811,-1.44215,-0.52201
10-20-14 219,0,0,0,0,0.124786,0.359482,0.948624,0.39061,-0.032104,0.307357,0.613409982,0.486645,-0.873824,-0.614323
10-20-14 268,0,0,0,0,0.124786,0,0.948624,0,-0.032104,0,0,0.486645,-0.873824,-0.614323
10-20-14 317,0,0,0,0,0.124786,0,0.948624,0,-0.032104,0,0,0.486645,-0.873824,-0.614323
10-20-14 389,0,0,0,0,0.124786,0,0.948624,0,-0.032104,0,0,0.76327,0.226386,-0.237625
10-20-14 424,0,0,0,0,0.296722,0.171936,0.90802,0.040604,-0.253967,0.221863,0.283608645,0.76327,0.226386,-0.237625
10-20-14 473,0,0,0,0,0.296722,0,0.90802,0,-0.253967,0,0,0.76327,0.226386,-0.237625
10-20-14 522,0,0,0,0,0.296722,0,0.90802,0,-0.253967,0,0,0.76327,0.226386,-0.237625
10-20-14 581,0,0,0,0,0.296722,0,0.90802,0,-0.253967,0,0,0.76327,0.226386,-0.237625
10-20-14 629,0,0,0,0,0.185822,0.1109,1.026169,0.118149,-0.25531,0.001343,0.162048758,0.380439,0.878732,0.04965
10-20-14 678,0,0,0,0,0.185822,0,1.026169,0,-0.25531,0,0,0.380439,0.878732,0.04965
10-20-14 740,0,0,0,0,0.185822,0,1.026169,0,-0.25531,0,0,0.380439,0.878732,0.04965
10-20-14 789,0,0,0.04,0,0.185822,0,1.026169,0,-0.25531,0,0,0.380439,0.878732,0.04965
10-20-14 844,0,0,0.08,0.12,0.265594,0.079772,1.185928,0.159759,0.156769,0.412079,0.449105347,-0.177241,0.195308,0.195392
10-20-14 883,0,0,0,0.2,0.265594,0,1.185928,0,0.156769,0,0,-0.177241,0.195308,0.195392
10-20-14 949,0,0,0.12,0.52,0.265594,0,1.185928,0,0.156769,0,0,-0.177241,0.195308,0.195392
10-20-14 991,0,0,0.24,0.8,0.265594,0,1.185928,0,0.156769,0,0,-1.641828,0.995557,0.313733
10-20-15 039,0,0,0.24,0.84,0.020874,0.24472,1.096512,0.089416,-0.28801,0.444779,0.515472073,-1.641828,0.995557,0.313733
10-20-15 098,0,0,0.12,0.72,0.020874,0,1.096512,0,-0.28801,0,0,-1.641828,0.995557,0.313733
10-20-15 147,0,0,0,0.48,0.020874,0,1.096512,0,-0.28801,0,0,-1.641828,0.995557,0.313733
10-20-15 196,0,0.08,0,0.36,0.020874,0,1.096512,0,-0.28801,0,0,-0.446128,-0.619626,-0.542141
10-20-15 245,0,0.24,0,0.2,0.405365,0.384491,0.764862,0.33165,0.176147,0.464157,0.687943873,-0.446128,-0.619626,-0.542141
10-20-15 303,0,0.2,0,0.08,0.405365,0,0.764862,0,0.176147,0,0,-0.446128,-0.619626,-0.542141
10-20-15 352,0,0.4,0,0.04,0.405365,0,0.764862,0,0.176147,0,0,-0.446128,-0.619626,-0.542141
10-20-15 401,0,0.56,0,0,0.405365,0,0.764862,0,0.176147,0,0,0.580891,0.070939,0.256957
10-20-15 460,0,0.64,0,0,0.112442,0.292923,1.212067,0.447205,0.500687,0.32454,0.625397799,0.580891,0.070939,0.256957
10-20-15 508,0,0.72,0,0,0.112442,0,1.212067,0,0.500687,0,0,0.580891,0.070939,0.256957
10-20-15 557,0,0.8,0,0,0.112442,0,1.212067,0,0.500687,0,0,0.580891,0.070939,0.256957
10-20-15 606,0,0.72,0,0,0.112442,0,1.212067,0,0.500687,0,0,0.179216,-1.072398,0.100559
10-20-15 664,0,0.52,0,0,0.395721,0.283279,1.186325,0.025742,0.057098,0.443589,0.526954309,0.179216,-1.072398,0.100559
10-20-15 713,0,0.24,0,0,0.395721,0,1.186325,0,0.057098,0,0,0.179216,-1.072398,0.100559
10-20-15 762,0,0,0,0,0.395721,0,1.186325,0,0.057098,0,0,0.179216,-1.072398,0.100559
10-20-15 811,0,0,0,0,0.395721,0,1.186325,0,0.057098,0,0,-0.677467,1.202624,0.722421
10-20-15 870,0,0,0,0,0.395721,0,1.186325,0,0.057098,0,0,-0.677467,1.202624,0.722421
10-20-15 918,0,0,0,0,0.136444,0.259277,0.986893,0.199432,-0.093155,0.150253,0.3599634,-0.677467,1.202624,0.722421
10-20-15 967,0,0,0,0,0.136444,0,0.986893,0,-0.093155,0,0,-0.677467,1.202624,0.722421
10-20-16 016,0,0,0,0,0.136444,0,0.986893,0,-0.093155,0,0,0.816156,1.330031,-0.646455
10-20-16 075,0,0,0,0,0.136444,0,0.986893,0,-0.093155,0,0,0.816156,1.330031,-0.646455
10-20-16 124,0,0,0,0,0.232071,0.095627,0.989197,0.002304,-0.17453,0.081375,0.125585517,0.816156,1.330031,-0.646455
10-20-16 172,0,0,0,0,0.232071,0,0.989197,0,-0.17453,0,0,0.816156,1.330031,-0.646455
10-20-16 231,0,0,0,0,0.232071,0,0.989197,0,-0.17453,0,0,0.512486,0.025982,-0.277853
10-20-16 280,0,0,0,0,0.232071,0,0.989197,0,-0.17453,0,0,0.512486,0.025982,-0.277853
10-20-16 329,0,0,0,0,0.236633,0.004562,0.954086,0.035111,-0.123657,0.050873,0.061981096,0.512486,0.025982,-0.277853
10-20-16 377,0,0,0,0,0.236633,0,0.954086,0,-0.123657,0,0,0.512486,0.025982,-0.277853
10-20-16 543,0,0,0,0,0.37146,0.134827,1.263977,0.309891,-0.231598,0.107941,0.354770364,-0.018424,0.25299,0.00542
10-20-16 840,0,0,0,0,0.480896,0.109436,0.549072,0.714905,-0.129242,0.102356,0.730439695,-1.418468,0.05873,-0.493252
