,,,,,x,xdiff,y,ydiff,z,zdiff,adiff,asqur,,,
02-24-07 650,0,0,0,0,-0.126617,0,0.962662,0,0.355591,0,0,1.034018835,1.020256,0.102078,0.442031
02-24-07 698,0,0,0,0,-0.126617,0,0.962662,0,0.355591,0,0,1.034018835,1.020256,0.102078,0.442031
02-24-07 747,0,0,0,0,-0.126617,0,0.962662,0,0.355591,0,0,1.034018835,1.020256,0.102078,0.442031
02-24-07 796,0,0,0,0,0.145767,0.272384,0.929214,0.033448,0.166534,0.189057,0.333248198,0.955206914,-1.232068,-3.686685,0.830659
02-24-07 857,0,0,0,0,0.145767,0,0.929214,0,0.166534,0,0,0.955206914,-1.232068,-3.686685,0.830659
02-24-07 904,0,0,0,0,0.145767,0,0.929214,0,0.166534,0,0,0.955206914,-1.232068,-3.686685,0.830659
02-24-07 961,0,0,0,0,0.145767,0,0.929214,0,0.166534,0,0,0.955206914,-1.232068,-3.686685,0.830659
02-24-08 003,0,0,0,0,-0.153549,0.299316,0.986557,0.057343,0.330444,0.16391,0.346041581,1.051696366,1.067889,-0.344468,0.163956
02-24-08 060,0,0.04,0.04,0,-0.153549,0,0.986557,0,0.330444,0,0,1.051696366,1.067889,-0.344468,0.163956
02-24-08 118,0,0,0,0,-0.153549,0,0.986557,0,0.330444,0,0,1.051696366,1.067889,-0.344468,0.163956
02-24-08 175,0,0.08,0,0,-0.153549,0,0.986557,0,0.330444,0,0,1.051696366,0.467553,0.123734,0.47325
02-24-08 209,0,0,0,0,-0.249496,0.095947,1.012222,0.025665,-0.125153,0.455597,0.466297272,1.050002336,0.467553,0.123734,0.47325
02-24-08 267,0,0,0,0,-0.249496,0,1.012222,0,-0.125153,0,0,1.050002336,0.467553,0.123734,0.47325
02-24-08 315,0,0,0,0,-0.249496,0,1.012222,0,-0.125153,0,0,1.050002336,0.467553,0.123734,0.47325
02-24-08 367,0,0,0.68,0,-0.249496,0,1.012222,0,-0.125153,0,0,1.050002336,0.467553,0.123734,0.47325
02-24-08 422,0,0,1,0.04,-0.548523,0.299027,1.536957,0.524735,-0.063705,0.061448,0.607074809,1.633148073,-2.619796,-0.841893,-0.012526
02-24-08 473,0,0,0.68,0.08,-0.548523,0,1.536957,0,-0.063705,0,0,1.633148073,-2.619796,-0.841893,-0.012526
02-24-08 518,0,0,0.32,0.08,-0.548523,0,1.536957,0,-0.063705,0,0,1.633148073,-2.619796,-0.841893,-0.012526
02-24-08 572,0,0,0.16,0.08,-0.548523,0,1.536957,0,-0.063705,0,0,1.633148073,-2.619796,-0.841893,-0.012526
02-24-08 626,0,0,0.04,0.04,0.162827,0.71135,0.730316,0.806641,-0.039703,0.024002,1.075762344,0.749299953,-1.25445,-1.717397,-0.965509
02-24-08 679,0,0,0.08,0,0.162827,0,0.730316,0,-0.039703,0,0,0.749299953,-1.25445,-1.717397,-0.965509
02-24-08 724,0,0,0,0,0.162827,0,0.730316,0,-0.039703,0,0,0.749299953,-1.25445,-1.717397,-0.965509
02-24-08 783,0,0,0,0,-0.461777,0.624604,1.179184,0.448868,0.33728,0.376983,0.856579722,1.310523064,0.636911,0.177131,0.35664
02-24-08 831,0,0,0,0,-0.461777,0,1.179184,0,0.33728,0,0,1.310523064,0.636911,0.177131,0.35664
02-24-08 906,0,0,0,0,-0.461777,0,1.179184,0,0.33728,0,0,1.310523064,0.636911,0.177131,0.35664
02-24-09 124,0,0,0,0,-0.148697,0.31308,0.668549,0.510635,-0.458542,0.795822,0.99604209,0.824214371,0.757609,-0.32532,0.397314
02-24-09 134,0,0,0,0,-0.148697,0,0.668549,0,-0.458542,0,0,0.824214371,0.757609,-0.32532,0.397314
02-24-09 141,0,0,0,0,-0.148697,0,0.668549,0,-0.458542,0,0,0.824214371,0.757609,-0.32532,0.397314
02-24-09 146,0,0,0,0,-0.148697,0,0.668549,0,-0.458542,0,0,0.824214371,0.757609,-0.32532,0.397314
02-24-09 149,0,0,0,0,-0.148697,0,0.668549,0,-0.458542,0,0,0.824214371,0.757609,-0.32532,0.397314
02-24-09 193,0,0,0,0,-0.129868,0.018829,0.995834,0.327285,-0.256119,0.202423,0.385285704,1.036411113,0.300524,0.726444,0.015932
02-24-09 241,0,0,0,0,-0.129868,0,0.995834,0,-0.256119,0,0,1.036411113,0.300524,0.726444,0.015932
02-24-09 290,0,0,0,0,-0.129868,0,0.995834,0,-0.256119,0,0,1.036411113,0.300524,0.726444,0.015932
02-24-09 349,0,0,0,0,-0.129868,0,0.995834,0,-0.256119,0,0,1.036411113,0.300524,0.726444,0.015932
02-24-09 397,0,0,0,0,-0.137878,0.00801,1.030594,0.03476,-0.077515,0.178604,0.182131289,1.042661456,0.464156,0.227546,0.242046
02-24-09 446,0,0,0,0,-0.137878,0,1.030594,0,-0.077515,0,0,1.042661456,0.464156,0.227546,0.242046
02-24-09 495,0,0,0,0,-0.137878,0,1.030594,0,-0.077515,0,0,1.042661456,0.464156,0.227546,0.242046
02-24-09 554,0,0,0.04,0,-0.137878,0,1.030594,0,-0.077515,0,0,1.042661456,0.464156,0.227546,0.242046
02-24-09 603,0,0,0.48,0.04,-0.512131,0.374253,1.49556,0.464966,0.210907,0.288422,0.662907188,1.594822761,-1.465644,-0.260081,0.03281
02-24-09 651,0,0,0.88,0.04,-0.512131,0,1.49556,0,0.210907,0,0,1.594822761,-1.465644,-0.260081,0.03281
02-24-09 710,0,0,0.76,0.12,-0.512131,0,1.49556,0,0.210907,0,0,1.594822761,-1.465644,-0.260081,0.03281
02-24-09 759,0,0,0.44,0.08,-0.512131,0,1.49556,0,0.210907,0,0,1.594822761,-1.465644,-0.260081,0.03281
02-24-09 808,0,0,0.12,0.08,0.106064,0.618195,0.865295,0.630265,-0.136719,0.347626,0.94881129,0.882426821,-1.347486,-0.623595,-1.000663
02-24-09 856,0,0,0.08,0.12,0.106064,0,0.865295,0,-0.136719,0,0,0.882426821,-1.347486,-0.623595,-1.000663
02-24-09 915,0,0,0,0.04,0.106064,0,0.865295,0,-0.136719,0,0,0.882426821,-1.347486,-0.623595,-1.000663
02-24-09 964,0,0,0,0,0.106064,0,0.865295,0,-0.136719,0,0,0.882426821,-1.347486,-0.623595,-1.000663
02-24-10 013,0,0,0,0,-0.261475,0.367539,0.959915,0.09462,0.374542,0.511261,0.636730454,1.063055828,0.505994,0.225724,0.344765
02-24-10 063,0,0,0,0,-0.261475,0,0.959915,0,0.374542,0,0,1.063055828,0.505994,0.225724,0.344765
02-24-10 120,0,0,0,0,-0.261475,0,0.959915,0,0.374542,0,0,1.063055828,0.505994,0.225724,0.344765
02-24-10 169,0,0,0,0,-0.261475,0,0.959915,0,0.374542,0,0,1.063055828,0.505994,0.225724,0.344765
02-24-10 218,0,0,0,0,0.025772,0.287247,1.020248,0.060333,0.47583,0.101288,0.310499869,1.126048119,0.446609,1.219827,0.710939
02-24-10 267,0,0,0,0,0.025772,0,1.020248,0,0.47583,0,0,1.126048119,0.446609,1.219827,0.710939
02-24-10 325,0,0,0,0,0.025772,0,1.020248,0,0.47583,0,0,1.126048119,0.446609,1.219827,0.710939
02-24-10 374,0,0,0,0,0.025772,0,1.020248,0,0.47583,0,0,1.126048119,0.446609,1.219827,0.710939
02-24-10 427,0,0,0,0,-0.14827,0.174042,0.950943,0.069305,-0.132477,0.608307,0.636499181,0.971507456,0.409773,0.606897,0.010165
02-24-10 481,0,0,0,0,-0.14827,0,0.950943,0,-0.132477,0,0,0.971507456,0.409773,0.606897,0.010165
02-24-10 530,0,0,0,0,-0.14827,0,0.950943,0,-0.132477,0,0,0.971507456,0.409773,0.606897,0.010165
02-24-10 589,0,0,0,0,-0.14827,0,0.950943,0,-0.132477,0,0,0.971507456,0.218069,0.820572,-0.05494
02-24-10 628,0,0,0,0,-0.133865,0.014405,0.998596,0.047653,-0.209564,0.077087,0.09176447,1.02909226,0.218069,0.820572,-0.05494
02-24-10 687,0,0,0,0,-0.133865,0,0.998596,0,-0.209564,0,0,1.02909226,0.218069,0.820572,-0.05494
02-24-10 735,0,0,0,0,-0.133865,0,0.998596,0,-0.209564,0,0,1.02909226,0.218069,0.820572,-0.05494
02-24-10 787,0,0,0,0,-0.133865,0,0.998596,0,-0.209564,0,0,1.02909226,-0.345543,1.625177,0.028568
02-24-10 836,0,0,0.12,0,-0.191986,0.058121,1.084335,0.085739,0.178436,0.388,0.40158838,1.115562828,-0.345543,1.625177,0.028568
02-24-10 892,0,0,0.6,0,-0.191986,0,1.084335,0,0.178436,0,0,1.115562828,-0.345543,1.625177,0.028568
02-24-10 941,0,0,1.12,0.04,-0.191986,0,1.084335,0,0.178436,0,0,1.115562828,-0.345543,1.625177,0.028568
02-24-10 989,0,0,1.64,0.04,-0.191986,0,1.084335,0,0.178436,0,0,1.115562828,-2.073482,1.279538,-0.579312
02-24-11 048,0,0,1.12,0.04,0.016586,0.208572,1.151688,0.067353,-0.12674,0.305176,0.375727423,1.158759411,-2.073482,1.279538,-0.579312
02-24-11 097,0,0,0.84,0.04,0.016586,0,1.151688,0,-0.12674,0,0,1.158759411,-2.073482,1.279538,-0.579312
02-24-11 146,0,0,0.56,0.04,0.016586,0,1.151688,0,-0.12674,0,0,1.158759411,-2.073482,1.279538,-0.579312
02-24-11 195,0,0,0.24,0.04,0.016586,0,1.151688,0,-0.12674,0,0,1.158759411,0.446693,0.752476,0.52576
02-24-11 263,0,0,0.08,0.04,-0.066238,0.082824,0.883713,0.267975,0.33313,0.45987,0.538656507,0.946737417,0.446693,0.752476,0.52576
02-24-11 302,0,0,0,0,-0.066238,0,0.883713,0,0.33313,0,0,0.946737417,0.446693,0.752476,0.52576
02-24-11 351,0,0,0,0,-0.066238,0,0.883713,0,0.33313,0,0,0.946737417,0.446693,0.752476,0.52576
02-24-11 409,0,0,0,0,-0.307602,0.241364,1.028198,0.144485,0.242142,0.090988,0.295654041,1.100201284,0.667906,1.569317,0.048499
02-24-11 458,0,0,0,0,-0.307602,0,1.028198,0,0.242142,0,0,1.100201284,0.667906,1.569317,0.048499
02-24-11 507,0,0,0,0,-0.307602,0,1.028198,0,0.242142,0,0,1.100201284,0.667906,1.569317,0.048499
02-24-11 556,0,0,0,0,-0.307602,0,1.028198,0,0.242142,0,0,1.100201284,0.667906,1.569317,0.048499
02-24-11 614,0,0,0,0,-0.221039,0.086563,1.052734,0.024536,-0.092224,0.334366,0.346259715,1.0796353,0.286399,-0.645112,-0.057319
02-24-11 663,0,0,0,0,-0.221039,0,1.052734,0,-0.092224,0,0,1.0796353,0.286399,-0.645112,-0.057319
02-24-11 712,0,0,0,0,-0.221039,0,1.052734,0,-0.092224,0,0,1.0796353,0.286399,-0.645112,-0.057319
02-24-11 761,0,0,0,0,-0.221039,0,1.052734,0,-0.092224,0,0,1.0796353,0.286399,-0.645112,-0.057319
02-24-11 819,0,0,0,0,-0.171234,0.049805,0.989746,0.062988,-0.077225,0.014999,0.081688409,1.007413484,0.196689,1.426081,-0.207904
02-24-11 869,0,0,0,0,-0.171234,0,0.989746,0,-0.077225,0,0,1.007413484,0.196689,1.426081,-0.207904
02-24-11 917,0,0,0,0,-0.171234,0,0.989746,0,-0.077225,0,0,1.007413484,0.196689,1.426081,-0.207904
02-24-11 976,0,0,0,0,-0.171234,0,0.989746,0,-0.077225,0,0,1.007413484,0.196689,1.426081,-0.207904
02-24-12 024,0,0,0,0,-0.021866,0.149368,0.964066,0.02568,-0.165314,0.088089,0.175299554,0.978381364,-0.286932,1.582843,-0.286961
02-24-12 073,0,0,0,0,-0.021866,0,0.964066,0,-0.165314,0,0,0.978381364,-0.286932,1.582843,-0.286961
02-24-12 123,0,0,0,0,-0.021866,0,0.964066,0,-0.165314,0,0,0.978381364,-0.286932,1.582843,-0.286961
02-24-12 181,0,0,0,0,-0.021866,0,0.964066,0,-0.165314,0,0,0.978381364,-0.286932,1.582843,-0.286961
02-24-12 230,0,0,0.72,0,-0.094406,0.07254,1.598114,0.634048,0.573471,0.738785,0.976259286,1.70051458,-1.276186,2.283796,-0.045501
02-24-12 278,0,0,1.76,0,-0.094406,0,1.598114,0,0.573471,0,0,1.70051458,-1.276186,2.283796,-0.045501
