,,,,,x,xdiff,y,ydiff,z,zdiff,adiff,asqur,,,
02-25-05 005,0,0,0.04,0.04,0.099136,0.241058,0.520615,0.029358,-0.429535,0.376953,0.448402069,0.682179039,1.557198,3.593788,0.020821
02-25-05 065,0,0,0,0,0.099136,0,0.520615,0,-0.429535,0,0,0.682179039,0.654726,1.18808,0.092687
02-25-05 112,0,0,0.04,0.04,0.099136,0,0.520615,0,-0.429535,0,0,0.682179039,0.654726,1.18808,0.092687
02-25-05 161,0,0,0.04,0.08,0.099136,0,0.520615,0,-0.429535,0,0,0.682179039,0.654726,1.18808,0.092687
02-25-05 220,0,0,0.04,0.08,-0.059616,0.158752,0.488251,0.032364,-0.903854,0.474319,0.501226635,1.029026316,-0.457639,-0.844909,-0.197648
02-25-05 268,0,0,0.04,0.04,-0.059616,0,0.488251,0,-0.903854,0,0,1.029026316,-0.457639,-0.844909,-0.197648
02-25-05 318,0,0,0,0.04,-0.059616,0,0.488251,0,-0.903854,0,0,1.029026316,-0.457639,-0.844909,-0.197648
02-25-05 369,0,0,0,0.08,-0.059616,0,0.488251,0,-0.903854,0,0,1.029026316,-0.457639,-0.844909,-0.197648
02-25-05 425,0,0,0,0.04,-0.395279,0.335663,0.507172,0.018921,-0.719711,0.184143,0.383322708,0.965118049,0.069983,-2.626276,-0.328814
02-25-05 473,0,0,0,0.04,-0.395279,0,0.507172,0,-0.719711,0,0,0.965118049,0.069983,-2.626276,-0.328814
02-25-05 627,0,0,0,0.04,-0.707825,0.312546,0.570068,0.062896,-0.373718,0.345993,0.470480674,0.982679449,-0.081129,-1.245159,-0.502036
02-25-05 631,0,0,0,0.04,-0.707825,0,0.570068,0,-0.373718,0,0,0.982679449,-0.081129,-1.245159,-0.502036
02-25-05 636,0,0,0,0.08,-0.707825,0,0.570068,0,-0.373718,0,0,0.982679449,-0.081129,-1.245159,-0.502036
02-25-05 679,0,0,0.04,0.04,-0.707825,0,0.570068,0,-0.373718,0,0,0.982679449,-0.081129,-1.245159,-0.502036
02-25-05 727,0,0,0.08,0.04,-0.707825,0,0.570068,0,-0.373718,0,0,0.982679449,-0.081129,-1.245159,-0.502036
02-25-05 793,0,0,0.04,0.04,-0.707825,0,0.570068,0,-0.373718,0,0,0.982679449,-0.081129,-1.245159,-0.502036
02-25-05 835,0,0,0.04,0.08,-0.826767,0.118942,0.403793,0.166275,-0.425842,0.052124,0.210977455,1.013870735,-1.062776,-0.034407,0.505944
02-25-05 884,0,0,0.04,0,-0.826767,0,0.403793,0,-0.425842,0,0,1.013870735,-1.062776,-0.034407,0.505944
02-25-05 932,0,0,0.04,0,-0.826767,0,0.403793,0,-0.425842,0,0,1.013870735,-1.062776,-0.034407,0.505944
02-25-05 991,0,0,0.04,0,-0.826767,0,0.403793,0,-0.425842,0,0,1.013870735,-1.062776,-0.034407,0.505944
02-25-06 040,0,0,0.04,0.08,0.009476,0.836243,0.654297,0.250504,-0.080399,0.345443,0.938821322,0.659286249,0.549623,-0.255428,3.697014
02-25-06 089,0,0,0.04,0.04,0.009476,0,0.654297,0,-0.080399,0,0,0.659286249,0.549623,-0.255428,3.697014
02-25-06 138,0,0,0.04,0.04,0.009476,0,0.654297,0,-0.080399,0,0,0.659286249,0.549623,-0.255428,3.697014
02-25-06 196,0,0,0.08,0.04,0.009476,0,0.654297,0,-0.080399,0,0,0.659286249,0.549623,-0.255428,3.697014
02-25-06 245,0,0,0.04,0.04,-0.184738,0.194214,0.988556,0.334259,-0.112137,0.031738,0.387885882,1.011902071,-0.101387,0.201911,0.012651
02-25-06 294,0,0,0.08,0.04,-0.184738,0,0.988556,0,-0.112137,0,0,1.011902071,-0.101387,0.201911,0.012651
02-25-06 343,0,0,0.04,0.04,-0.184738,0,0.988556,0,-0.112137,0,0,1.011902071,-0.101387,0.201911,0.012651
02-25-06 401,0,0,0.12,0.04,-0.184738,0,0.988556,0,-0.112137,0,0,1.011902071,-0.101387,0.201911,0.012651
02-25-06 450,0,0,0.36,0.08,-0.198669,0.013931,1.060104,0.071548,0.102219,0.214356,0.226410432,1.083392166,-0.719421,0.179137,-0.092264
02-25-06 499,0,0,0.64,0.12,-0.198669,0,1.060104,0,0.102219,0,0,1.083392166,-0.719421,0.179137,-0.092264
02-25-06 558,0,0,0.76,0.08,-0.198669,0,1.060104,0,0.102219,0,0,1.083392166,-0.719421,0.179137,-0.092264
02-25-06 606,0,0,0.8,0.08,-0.198669,0,1.060104,0,0.102219,0,0,1.083392166,-0.719421,0.179137,-0.092264
02-25-06 655,0,0,0.72,0.08,-0.164642,0.034027,0.923599,0.136505,0.011749,0.09047,0.167261091,0.938232455,-0.249519,-0.901477,0.054081
02-25-06 714,0,0,0.84,0.12,-0.164642,0,0.923599,0,0.011749,0,0,0.938232455,-0.249519,-0.901477,0.054081
02-25-06 763,0,0,0.8,0.08,-0.164642,0,0.923599,0,0.011749,0,0,0.938232455,-0.249519,-0.901477,0.054081
02-25-06 812,0,0,0.88,0.04,-0.164642,0,0.923599,0,0.011749,0,0,0.938232455,-0.249519,-0.901477,0.054081
02-25-06 860,0,0,0.88,0.08,-0.093628,0.071014,1.032288,0.108689,0.158661,0.146912,0.196059743,1.048598126,0.26076,-0.889362,-0.094573
02-25-06 919,0,0,0.52,0.04,-0.093628,0,1.032288,0,0.158661,0,0,1.048598126,0.26076,-0.889362,-0.094573
02-25-06 970,0,0,0,0.04,-0.093628,0,1.032288,0,0.158661,0,0,1.048598126,0.26076,-0.889362,-0.094573
02-25-07 017,0,0,0,0,-0.093628,0,1.032288,0,0.158661,0,0,1.048598126,0.26076,-0.889362,-0.094573
02-25-07 065,0,0,0,0,-0.439087,0.345459,0.945221,0.087067,-0.064438,0.223099,0.420351932,1.044218554,0.889806,-0.904426,-0.043523
02-25-07 124,0,0,0,0,-0.439087,0,0.945221,0,-0.064438,0,0,1.044218554,0.889806,-0.904426,-0.043523
02-25-07 173,0,0,0,0,-0.439087,0,0.945221,0,-0.064438,0,0,1.044218554,0.889806,-0.904426,-0.043523
02-25-07 221,0,0,0,0,-0.330994,0.108093,0.951508,0.006287,-0.078842,0.014404,0.109229567,1.010514999,0.257338,-0.561173,-0.092839
02-25-07 270,0,0,0,0,-0.330994,0,0.951508,0,-0.078842,0,0,1.010514999,0.257338,-0.561173,-0.092839
02-25-07 335,0,0,0,0,-0.330994,0,0.951508,0,-0.078842,0,0,1.010514999,0.257338,-0.561173,-0.092839
02-25-07 378,0,0,0,0,-0.330994,0,0.951508,0,-0.078842,0,0,1.010514999,0.257338,-0.561173,-0.092839
02-25-07 429,0,0,0,0,-0.296432,0.034562,0.978485,0.026977,-0.228989,0.150147,0.156417429,1.047731258,0.178598,-0.351752,0.053249
02-25-07 491,0,0,0,0,-0.296432,0,0.978485,0,-0.228989,0,0,1.047731258,0.178598,-0.351752,0.053249
02-25-07 594,0,0,0,0,-0.296432,0,0.978485,0,-0.228989,0,0,1.047731258,0.178598,-0.351752,0.053249
02-25-07 599,0,0,0,0,-0.296432,0,0.978485,0,-0.228989,0,0,1.047731258,0.178598,-0.351752,0.053249
02-25-07 632,0,0,0,0,-0.275864,0.020568,0.941437,0.037048,-0.161057,0.067932,0.080064684,0.994154882,0.193989,-0.359492,0.114808
02-25-07 690,0,0,0,0,-0.275864,0,0.941437,0,-0.161057,0,0,0.994154882,0.193989,-0.359492,0.114808
02-25-07 740,0,0,0,0,-0.275864,0,0.941437,0,-0.161057,0,0,0.994154882,0.193989,-0.359492,0.114808
02-25-07 788,0,0,0,0,-0.275864,0,0.941437,0,-0.161057,0,0,0.994154882,0.193989,-0.359492,0.114808
02-25-07 837,0,0,0,0,-0.224854,0.05101,0.950974,0.009537,-0.177567,0.01651,0.054456906,0.993197316,0.443127,-0.239155,0.202499
02-25-07 896,0,0,0,0,-0.224854,0,0.950974,0,-0.177567,0,0,0.993197316,0.443127,-0.239155,0.202499
02-25-07 944,0,0,0,0,-0.224854,0,0.950974,0,-0.177567,0,0,0.993197316,0.443127,-0.239155,0.202499
02-25-07 993,0,0,0,0,-0.224854,0,0.950974,0,-0.177567,0,0,0.993197316,0.443127,-0.239155,0.202499
02-25-08 052,0,0,0.2,0.08,-0.452271,0.227417,1.257034,0.30606,0.013245,0.190812,0.426380622,1.335986139,-0.893535,-0.737153,0.236105
02-25-08 101,0,0,0.28,0.08,-0.452271,0,1.257034,0,0.013245,0,0,1.335986139,-0.893535,-0.737153,0.236105
02-25-08 149,0,0,0.52,0.12,-0.452271,0,1.257034,0,0.013245,0,0,1.335986139,-0.893535,-0.737153,0.236105
02-25-08 208,0,0,0.68,0.12,-0.452271,0,1.257034,0,0.013245,0,0,1.335986139,-0.893535,-0.737153,0.236105
02-25-08 257,0,0,0.72,0.2,-0.259933,0.192338,1.018143,0.238891,-0.210068,0.223313,0.379383068,1.071591759,-1.471653,-1.529098,-0.701152
02-25-08 306,0,0,0.6,0.2,-0.259933,0,1.018143,0,-0.210068,0,0,1.071591759,-1.471653,-1.529098,-0.701152
02-25-08 354,0,0,0.48,0.32,-0.259933,0,1.018143,0,-0.210068,0,0,1.071591759,-1.471653,-1.529098,-0.701152
02-25-08 413,0,0,0.48,0.24,-0.259933,0,1.018143,0,-0.210068,0,0,1.071591759,-1.471653,-1.529098,-0.701152
02-25-08 462,0,0,0.44,0.24,-0.166473,0.09346,0.702805,0.315338,0.307663,0.517731,0.613366297,0.78505073,1.342835,-0.635862,0.113915
02-25-08 511,0,0,0.32,0.24,-0.166473,0,0.702805,0,0.307663,0,0,0.78505073,1.342835,-0.635862,0.113915
02-25-08 559,0,0,0.12,0.16,-0.166473,0,0.702805,0,0.307663,0,0,0.78505073,1.342835,-0.635862,0.113915
02-25-08 618,0,0,0,0,-0.166473,0,0.702805,0,0.307663,0,0,0.78505073,1.342835,-0.635862,0.113915
02-25-08 667,0,0,0,0,-0.062012,0.104461,0.763138,0.060333,-1.063431,1.371094,1.376390544,1.310385663,-0.022976,-0.217036,0.258057
02-25-08 716,0,0,0,0,-0.062012,0,0.763138,0,-1.063431,0,0,1.310385663,-0.022976,-0.217036,0.258057
02-25-08 765,0,0,0,0,-0.062012,0,0.763138,0,-1.063431,0,0,1.310385663,-0.022976,-0.217036,0.258057
02-25-08 823,0,0,0,0,-0.062012,0,0.763138,0,-1.063431,0,0,1.310385663,-0.022976,-0.217036,0.258057
02-25-08 872,0,0,0,0,-0.362946,0.300934,0.979004,0.215866,-0.034866,1.028565,1.093208746,1.044698171,0.363892,0.808292,0.005943
02-25-08 921,0,0,0,0,-0.362946,0,0.979004,0,-0.034866,0,0,1.044698171,0.363892,0.808292,0.005943
02-25-08 979,0,0,0,0,-0.362946,0,0.979004,0,-0.034866,0,0,1.044698171,0.363892,0.808292,0.005943
02-25-09 028,0,0,0,0,-0.362946,0,0.979004,0,-0.034866,0,0,1.044698171,0.363892,0.808292,0.005943
02-25-09 077,0,0.04,0,0,-0.377411,0.014465,0.951569,0.027435,-0.196075,0.161209,0.164165335,1.042289801,0.16283,0.128186,0.124734
02-25-09 126,0,0,0,0,-0.377411,0,0.951569,0,-0.196075,0,0,1.042289801,0.16283,0.128186,0.124734
02-25-09 185,0,0,0,0,-0.377411,0,0.951569,0,-0.196075,0,0,1.042289801,0.16283,0.128186,0.124734
02-25-09 233,0,0,0,0,-0.377411,0,0.951569,0,-0.196075,0,0,1.042289801,0.274754,0.154769,0.422977
02-25-09 282,0,0,0,0,-0.345642,0.031769,1.033325,0.081756,-0.045425,0.15065,0.174323651,1.090546825,0.274754,0.154769,0.422977
02-25-09 331,0,0,0.24,0.04,-0.345642,0,1.033325,0,-0.045425,0,0,1.090546825,0.274754,0.154769,0.422977
02-25-09 390,0,0,0.52,0.04,-0.345642,0,1.033325,0,-0.045425,0,0,1.090546825,0.274754,0.154769,0.422977
02-25-09 439,0,0,0.64,0.12,-0.345642,0,1.033325,0,-0.045425,0,0,1.090546825,-2.33215,-1.112082,-0.624958
02-25-09 487,0,0,0.8,0.08,-0.160553,0.185089,1.304077,0.270752,-0.097794,0.052369,0.33212512,1.317557496,-2.33215,-1.112082,-0.624958
02-25-09 546,0,0,0.6,0.16,-0.160553,0,1.304077,0,-0.097794,0,0,1.317557496,-2.33215,-1.112082,-0.624958
02-25-09 595,0,0,0.36,0.16,-0.160553,0,1.304077,0,-0.097794,0,0,1.317557496,-2.33215,-1.112082,-0.624958
02-25-09 644,0,0,0.24,0.16,0.008423,0.168976,0.703094,0.600983,0.107605,0.205399,0.657207885,0.711330413,0.189574,-1.507619,-0.856583
02-25-09 692,0,0,0.04,0.08,0.008423,0,0.703094,0,0.107605,0,0,0.711330413,0.189574,-1.507619,-0.856583
02-25-09 752,0,0,0,0,0.008423,0,0.703094,0,0.107605,0,0,0.711330413,0.189574,-1.507619,-0.856583
02-25-09 800,0,0,0,0,0.008423,0,0.703094,0,0.107605,0,0,0.711330413,0.189574,-1.507619,-0.856583
02-25-09 849,0,0,0,0,-0.494675,0.503098,1.170563,0.467469,0.218994,0.111389,0.695731538,1.289526837,0.528109,0.101624,0.493377
02-25-09 907,0,0,0,0,-0.494675,0,1.170563,0,0.218994,0,0,1.289526837,0.528109,0.101624,0.493377
02-25-09 956,0,0,0,0,-0.494675,0,1.170563,0,0.218994,0,0,1.289526837,0.528109,0.101624,0.493377
02-25-10 005,0,0,0,0,-0.494675,0,1.170563,0,0.218994,0,0,1.289526837,0.528109,0.101624,0.493377
02-25-10 057,0,0,0,0,-0.364594,0.130081,0.968445,0.202118,-0.264954,0.483948,0.540350275,1.068183095,0.581672,-0.225074,0.444006
02-25-10 112,0,0,0,0,-0.364594,0,0.968445,0,-0.264954,0,0,1.068183095,0.581672,-0.225074,0.444006
02-25-10 161,0,0,0,0,-0.364594,0,0.968445,0,-0.264954,0,0,1.068183095,0.581672,-0.225074,0.444006
02-25-10 210,0,0,0,0,-0.364594,0,0.968445,0,-0.264954,0,0,1.068183095,0.581672,-0.225074,0.444006
02-25-10 259,0,0,0,0,-0.312363,0.052231,0.983337,0.014892,-0.199768,0.065186,0.084847296,1.050918433,0.267625,0.838237,0.093554
02-25-10 317,0,0,0,0,-0.312363,0,0.983337,0,-0.199768,0,0,1.050918433,0.267625,0.838237,0.093554
02-25-10 366,0,0,0,0,-0.312363,0,0.983337,0,-0.199768,0,0,1.050918433,0.267625,0.838237,0.093554
02-25-10 415,0,0,0,0,-0.312363,0,0.983337,0,-0.199768,0,0,1.050918433,0.267625,0.838237,0.093554
02-25-10 464,0,0,0,0,-0.262192,0.050171,0.981522,0.001815,-0.128098,0.07167,0.087504356,1.023982021,0.365623,0.163621,0.184507
02-25-10 522,0,0,0,0,-0.262192,0,0.981522,0,-0.128098,0,0,1.023982021,0.365623,0.163621,0.184507
02-25-10 571,0,0,0,0,-0.262192,0,0.981522,0,-0.128098,0,0,1.023982021,0.365623,0.163621,0.184507
02-25-10 620,0,0,0.16,0,-0.262192,0,0.981522,0,-0.128098,0,0,1.023982021,0.365623,0.163621,0.184507
02-25-10 679,0,0,0.64,0.12,-0.679474,0.417282,1.356735,0.375213,-0.162735,0.034637,0.562235524,1.52607256,-1.702213,0.020317,0.322979
02-25-10 728,0,0,0.8,0.12,-0.679474,0,1.356735,0,-0.162735,0,0,1.52607256,-1.702213,0.020317,0.322979
02-25-10 776,0,0,0.64,0.2,-0.679474,0,1.356735,0,-0.162735,0,0,1.52607256,-1.702213,0.020317,0.322979
02-25-10 835,0,0,0.44,0.12,-0.679474,0,1.356735,0,-0.162735,0,0,1.52607256,-1.702213,0.020317,0.322979
02-25-10 884,0,0,0.24,0.16,-0.294891,0.384583,0.922379,0.434356,-0.156754,0.005981,0.580176689,0.980976828,-1.179769,-0.129682,-0.926913
02-25-10 933,0,0,0.08,0.04,-0.294891,0,0.922379,0,-0.156754,0,0,0.980976828,-1.179769,-0.129682,-0.926913
02-25-10 982,0,0,0,0.04,-0.294891,0,0.922379,0,-0.156754,0,0,0.980976828,-1.179769,-0.129682,-0.926913
02-25-11 040,0,0,0,0,-0.294891,0,0.922379,0,-0.156754,0,0,0.980976828,0.567573,-0.477464,0.488452
02-25-11 089,0,0,0,0,-0.063538,0.231353,0.802567,0.119812,0.312302,0.469056,0.536556294,0.863529621,0.567573,-0.477464,0.488452
02-25-11 138,0,0,0,0,-0.063538,0,0.802567,0,0.312302,0,0,0.863529621,0.567573,-0.477464,0.488452
02-25-11 187,0,0,0,0,-0.063538,0,0.802567,0,0.312302,0,0,0.863529621,0.567573,-0.477464,0.488452
02-25-11 245,0,0,0,0,-0.063538,0,0.802567,0,0.312302,0,0,0.863529621,0.786487,2.221523,0.144779
02-25-11 294,0,0,0,0,0.262848,0.326386,1.344788,0.542221,0.416214,0.103912,0.641349466,1.432053745,0.786487,2.221523,0.144779
02-25-11 343,0,0,0,0,0.262848,0,1.344788,0,0.416214,0,0,1.432053745,0.786487,2.221523,0.144779
02-25-11 392,0,0,0,0,0.262848,0,1.344788,0,0.416214,0,0,1.432053745,0.786487,2.221523,0.144779
02-25-11 450,0,0,0,0,0.262848,0,1.344788,0,0.416214,0,0,1.432053745,0.785671,0.302208,-0.114773
02-25-11 500,0,0,0,0,-0.168152,0.431,1.005936,0.338852,0.07814,0.338074,0.644108459,1.022882296,0.785671,0.302208,-0.114773
02-25-11 548,0,0,0,0,-0.168152,0,1.005936,0,0.07814,0,0,1.022882296,0.785671,0.302208,-0.114773
02-25-11 606,0,0,0,0,-0.168152,0,1.005936,0,0.07814,0,0,1.022882296,0.785671,0.302208,-0.114773
02-25-11 655,0,0,0,0,-0.168152,0,1.005936,0,0.07814,0,0,1.022882296,0.274044,1.045598,0.056989
02-25-11 704,0,0,0,0,-0.127121,0.041031,0.935593,0.070343,-0.273392,0.351532,0.360841278,0.98297365,0.274044,1.045598,0.056989
02-25-11 753,0,0,0,0,-0.127121,0,0.935593,0,-0.273392,0,0,0.98297365,0.274044,1.045598,0.056989
02-25-11 812,0,0,0,0,-0.127121,0,0.935593,0,-0.273392,0,0,0.98297365,0.274044,1.045598,0.056989
02-25-11 860,0,0,0,0,-0.127121,0,0.935593,0,-0.273392,0,0,0.98297365,-0.092942,0.427694,0.231321
