,,,,,X,absX,xdiff,Y,absY,ydiff,Z,absZ,zdiff,adiff,,,
10-15-07 536,0,0,0,0.04,-0.925797,0.925797,0,-0.182938,0.182938,0,0.42572,0.42572,0,0,-0.184943,0.479972,1.249636
10-15-07 594,0,0,0,0.04,-0.925797,0.925797,0,-0.182938,0.182938,0,0.42572,0.42572,0,0,-0.184943,0.479972,1.249636
10-15-07 643,0,0,0,0,-0.915573,0.915573,0.010224,0.029526,0.029526,0.212464,0.328568,0.328568,0.097152,0.233846087,-0.283358,0.780086,1.218069
10-15-07 692,0,0,0,0,-0.915573,0.915573,0,0.029526,0.029526,0,0.328568,0.328568,0,0,-0.283358,0.780086,1.218069
10-15-07 741,0,0,0,0,-0.915573,0.915573,0,0.029526,0.029526,0,0.328568,0.328568,0,0,-0.283358,0.780086,1.218069
10-15-07 801,0,0,0,0,-0.915573,0.915573,0,0.029526,0.029526,0,0.328568,0.328568,0,0,-0.283358,0.780086,1.218069
10-15-07 848,0,0,0,0,-0.993195,0.993195,0.077622,0.182419,0.182419,0.152893,0.118301,0.118301,0.210267,0.271318366,-0.150846,0.748563,1.06757
10-15-07 897,0,0,0,0,-0.993195,0.993195,0,0.182419,0.182419,0,0.118301,0.118301,0,0,-0.150846,0.748563,1.06757
10-15-07 956,0,0,0,0,-0.993195,0.993195,0,0.182419,0.182419,0,0.118301,0.118301,0,0,-0.150846,0.748563,1.06757
10-15-08 004,0,0,0,0,-0.993195,0.993195,0,0.182419,0.182419,0,0.118301,0.118301,0,0,-0.150846,0.748563,1.06757
10-15-08 054,0,0,0,0,-0.993195,0.993195,0,0.182419,0.182419,0,0.118301,0.118301,0,0,0.599597,0.110039,1.400261
10-15-08 102,0,0,0,0,-1.033737,1.033737,0.040542,0.522537,0.522537,0.340118,0.249451,0.249451,0.13115,0.366775449,0.599597,0.110039,1.400261
10-15-08 160,0,0.08,0,0,-1.033737,1.033737,0,0.522537,0.522537,0,0.249451,0.249451,0,0,0.599597,0.110039,1.400261
10-15-08 214,0,0.2,0,0,-1.033737,1.033737,0,0.522537,0.522537,0,0.249451,0.249451,0,0,0.599597,0.110039,1.400261
10-15-08 258,0,0.24,0,0,-1.033737,1.033737,0,0.522537,0.522537,0,0.249451,0.249451,0,0,-0.423666,-0.43631,-0.495587
10-15-08 307,0,0.32,0,0,-0.804581,0.804581,0.229156,0.5793,0.5793,0.056763,-0.008133,0.008133,0.257584,0.349405248,-0.423666,-0.43631,-0.495587
10-15-08 366,0,0.4,0,0,-0.804581,0.804581,0,0.5793,0.5793,0,-0.008133,0.008133,0,0,-0.423666,-0.43631,-0.495587
10-15-08 558,0,0.48,0,0,-0.702972,0.702972,0.101609,0.634964,0.634964,0.055664,0.566101,0.566101,0.574234,0.58580505,0.98595,-0.371831,0.567129
10-15-08 563,0.12,0.52,0,0,-0.702972,0.702972,0,0.634964,0.634964,0,0.566101,0.566101,0,0,0.98595,-0.371831,0.567129
10-15-08 566,0.16,0.56,0,0,-0.702972,0.702972,0,0.634964,0.634964,0,0.566101,0.566101,0,0,0.98595,-0.371831,0.567129
10-15-08 646,0.44,0.4,0,0,-0.702972,0.702972,0,0.634964,0.634964,0,0.566101,0.566101,0,0,0.405632,-0.426189,0.063812
10-15-08 652,0,0.44,0,0,-0.702972,0.702972,0,0.634964,0.634964,0,0.566101,0.566101,0,0,0.405632,-0.426189,0.063812
10-15-08 678,0,0.4,0,0,-0.702972,0.702972,0,0.634964,0.634964,0,0.566101,0.566101,0,0,0.405632,-0.426189,0.063812
10-15-08 729,0,0.16,0,0,-0.814911,0.814911,0.111939,0.736664,0.736664,0.1017,0.322754,0.322754,0.243347,0.286515256,0.405632,-0.426189,0.063812
10-15-08 779,0,0.04,0,0,-0.814911,0.814911,0,0.736664,0.736664,0,0.322754,0.322754,0,0,0.405632,-0.426189,0.063812
10-15-08 826,0,0,0,0,-0.814911,0.814911,0,0.736664,0.736664,0,0.322754,0.322754,0,0,0.234091,3.801589,1.915609
10-15-08 883,0,0,0,0,-0.814911,0.814911,0,0.736664,0.736664,0,0.322754,0.322754,0,0,0.234091,3.801589,1.915609
10-15-08 932,0,0,0,0,-1.373566,1.373566,0.558655,0.12851,0.12851,0.608154,0.931992,0.931992,0.609238,1.0262152,0.234091,3.801589,1.915609
10-15-08 981,0,0,0,0,-1.373566,1.373566,0,0.12851,0.12851,0,0.931992,0.931992,0,0,0.234091,3.801589,1.915609
10-15-09 031,0,0,0,0,-1.373566,1.373566,0,0.12851,0.12851,0,0.931992,0.931992,0,0,0.916906,-1.126834,-1.017266
10-15-09 088,0,0,0,0,-1.373566,1.373566,0,0.12851,0.12851,0,0.931992,0.931992,0,0,0.916906,-1.126834,-1.017266
10-15-09 138,0,0,0,0,-0.018494,0.018494,1.355072,0.083908,0.083908,0.044602,-0.488144,0.488144,1.420136,1.963414302,0.916906,-1.126834,-1.017266
10-15-09 186,0,0,0,0,-0.018494,0.018494,0,0.083908,0.083908,0,-0.488144,0.488144,0,0,0.916906,-1.126834,-1.017266
10-15-09 235,0,0,0,0,-0.018494,0.018494,0,0.083908,0.083908,0,-0.488144,0.488144,0,0,0.154292,-1.371436,-0.833768
10-15-09 293,0,0,0,0,-0.018494,0.018494,0,0.083908,0.083908,0,-0.488144,0.488144,0,0,0.154292,-1.371436,-0.833768
10-15-09 342,0,0,0,0,-0.57016,0.57016,0.551666,0.846085,0.846085,0.762177,-0.267471,0.267471,0.220673,0.966408675,0.154292,-1.371436,-0.833768
10-15-09 391,0,0,0,0,-0.57016,0.57016,0,0.846085,0.846085,0,-0.267471,0.267471,0,0,0.154292,-1.371436,-0.833768
10-15-09 451,0,0,0,0,-0.57016,0.57016,0,0.846085,0.846085,0,-0.267471,0.267471,0,0,1.711111,0.840609,0.978447
10-15-09 499,0,0,0,0,-0.57016,0.57016,0,0.846085,0.846085,0,-0.267471,0.267471,0,0,1.711111,0.840609,0.978447
10-15-09 547,0,0,0,0,-1.752594,1.752594,1.182434,0.265625,0.265625,0.58046,0.352005,0.352005,0.619476,1.455621685,1.711111,0.840609,0.978447
10-15-09 596,0,0,0,0,-1.752594,1.752594,0,0.265625,0.265625,0,0.352005,0.352005,0,0,1.711111,0.840609,0.978447
10-15-09 664,0,0,0,0,-1.752594,1.752594,0,0.265625,0.265625,0,0.352005,0.352005,0,0,-2.660234,-0.055018,-2.759332
10-15-09 704,0,0,0,0,-1.752594,1.752594,0,0.265625,0.265625,0,0.352005,0.352005,0,0,-2.660234,-0.055018,-2.759332
10-15-09 753,0,0,0,0,-0.301773,0.301773,1.450821,0.615707,0.615707,0.350082,-0.866852,0.866852,1.218857,1.926927961,-2.660234,-0.055018,-2.759332
10-15-09 802,0,0,0,0,-0.301773,0.301773,0,0.615707,0.615707,0,-0.866852,0.866852,0,0,-2.660234,-0.055018,-2.759332
10-15-09 860,0,0,0,0,-0.301773,0.301773,0,0.615707,0.615707,0,-0.866852,0.866852,0,0,2.220045,2.12328,-3.372098
10-15-09 909,0,0,0,0,-0.301773,0.301773,0,0.615707,0.615707,0,-0.866852,0.866852,0,0,2.220045,2.12328,-3.372098
10-15-09 958,0,0,0,0,-0.321701,0.321701,0.019928,-0.033218,0.033218,0.648925,-0.302902,0.302902,0.56395,0.859965338,2.220045,2.12328,-3.372098
10-15-10 007,0,0,0,0.04,-0.321701,0.321701,0,-0.033218,0.033218,0,-0.302902,0.302902,0,0,2.220045,2.12328,-3.372098
10-15-10 065,0,0,0,0.12,-0.321701,0.321701,0,-0.033218,0.033218,0,-0.302902,0.302902,0,0,-1.159611,4.127222,0.790797
10-15-10 114,0,0,0,0.12,-0.321701,0.321701,0,-0.033218,0.033218,0,-0.302902,0.302902,0,0,-1.159611,4.127222,0.790797
10-15-10 163,0,0,0,0.16,-0.162201,0.162201,0.1595,-0.241455,0.241455,0.208237,-1.099487,1.099487,0.796585,0.838659979,-1.159611,4.127222,0.790797
10-15-10 220,0,0,0,0.16,-0.162201,0.162201,0,-0.241455,0.241455,0,-1.099487,1.099487,0,0,-0.054078,0.005415,0.226193
10-15-10 270,0,0,0.04,0.12,-0.162201,0.162201,0,-0.241455,0.241455,0,-1.099487,1.099487,0,0,-0.054078,0.005415,0.226193
10-15-10 320,0,0,0,0.08,-0.162201,0.162201,0,-0.241455,0.241455,0,-1.099487,1.099487,0,0,-0.054078,0.005415,0.226193
10-15-10 368,0,0,0,0.12,-0.120941,0.120941,0.04126,-0.229126,0.229126,0.012329,-1.135223,1.135223,0.035736,0.055959392,-0.054078,0.005415,0.226193
10-15-10 426,0,0,0,0.12,-0.120941,0.120941,0,-0.229126,0.229126,0,-1.135223,1.135223,0,0,1.250636,-0.301377,0.381071
10-15-10 474,0,0,0,0.16,-0.120941,0.120941,0,-0.229126,0.229126,0,-1.135223,1.135223,0,0,1.250636,-0.301377,0.381071
10-15-10 524,0,0,0,0.12,-0.120941,0.120941,0,-0.229126,0.229126,0,-1.135223,1.135223,0,0,1.250636,-0.301377,0.381071
10-15-10 573,0,0,0,0.16,-0.120941,0.120941,0,-0.229126,0.229126,0,-1.135223,1.135223,0,0,1.250636,-0.301377,0.381071
10-15-10 631,0,0,0,0.12,-0.108032,0.108032,0.012909,-0.474167,0.474167,0.245041,-0.791351,0.791351,0.343872,0.422444891,0.14361,0.07532,0.853315
10-15-10 680,0,0,0,0.2,-0.108032,0.108032,0,-0.474167,0.474167,0,-0.791351,0.791351,0,0,0.14361,0.07532,0.853315
10-15-10 729,0,0,0.04,0.2,-0.108032,0.108032,0,-0.474167,0.474167,0,-0.791351,0.791351,0,0,0.14361,0.07532,0.853315
10-15-10 787,0,0,0,0.28,-0.180389,0.180389,0.072357,-0.393433,0.393433,0.080734,-1.085724,1.085724,0.294373,0.313702052,0.14361,0.07532,0.853315
10-15-10 836,0,0,0,0.28,-0.180389,0.180389,0,-0.393433,0.393433,0,-1.085724,1.085724,0,0,1.399288,-1.284048,0.618756
10-15-10 886,0,0,0,0.28,-0.180389,0.180389,0,-0.393433,0.393433,0,-1.085724,1.085724,0,0,1.399288,-1.284048,0.618756
10-15-10 944,0,0,0,0.24,-0.180389,0.180389,0,-0.393433,0.393433,0,-1.085724,1.085724,0,0,1.399288,-1.284048,0.618756
10-15-10 992,0,0,0,0.28,-0.357925,0.357925,0.177536,-0.755981,0.755981,0.362548,-0.705429,0.705429,0.380295,0.554602895,1.399288,-1.284048,0.618756
10-15-11 041,0,0,0,0.24,-0.357925,0.357925,0,-0.755981,0.755981,0,-0.705429,0.705429,0,0,0.693659,0.595337,0.259538
10-15-11 090,0,0,0,0.2,-0.357925,0.357925,0,-0.755981,0.755981,0,-0.705429,0.705429,0,0,0.693659,0.595337,0.259538
10-15-11 139,0,0,0,0.16,-0.357925,0.357925,0,-0.755981,0.755981,0,-0.705429,0.705429,0,0,0.693659,0.595337,0.259538
10-15-11 197,0,0,0,0.12,-0.357925,0.357925,0,-0.755981,0.755981,0,-0.705429,0.705429,0,0,0.693659,0.595337,0.259538
10-15-11 247,0,0,0,0.12,-0.318253,0.318253,0.039672,-0.593109,0.593109,0.162872,-0.2957,0.2957,0.409729,0.442695165,1.527583,0.221632,-1.738559
10-15-11 295,0,0,0,0.08,-0.318253,0.318253,0,-0.593109,0.593109,0,-0.2957,0.2957,0,0,1.527583,0.221632,-1.738559
10-15-11 354,0,0,0,0.08,-0.318253,0.318253,0,-0.593109,0.593109,0,-0.2957,0.2957,0,0,1.527583,0.221632,-1.738559
10-15-11 403,0,0,0,0.08,-0.318253,0.318253,0,-0.593109,0.593109,0,-0.2957,0.2957,0,0,1.527583,0.221632,-1.738559
10-15-11 452,0,0,0,0.08,0.036224,0.036224,0.354477,-0.901474,0.901474,0.308365,-0.414383,0.414383,0.118683,0.484591138,0.514086,0.152161,-0.216045
10-15-11 501,0,0,0,0.04,0.036224,0.036224,0,-0.901474,0.901474,0,-0.414383,0.414383,0,0,0.514086,0.152161,-0.216045
10-15-11 598,0,0,0,0.04,0.036224,0.036224,0,-0.901474,0.901474,0,-0.414383,0.414383,0,0,0.514086,0.152161,-0.216045
10-15-11 627,0,0,0,0,0.036224,0.036224,0,-0.901474,0.901474,0,-0.414383,0.414383,0,0,-0.053876,-0.264419,-0.197662
10-15-11 632,0,0,0,0,0.036224,0.036224,0,-0.901474,0.901474,0,-0.414383,0.414383,0,0,-0.053876,-0.264419,-0.197662
10-15-11 660,0,0,0,0.04,0.116974,0.116974,0.08075,-0.93219,0.93219,0.030716,-0.277054,0.277054,0.137329,0.162244536,-0.053876,-0.264419,-0.197662
10-15-11 706,0,0,0,0,0.116974,0.116974,0,-0.93219,0.93219,0,-0.277054,0.277054,0,0,-0.053876,-0.264419,-0.197662
10-15-11 765,0,0,0,0,0.116974,0.116974,0,-0.93219,0.93219,0,-0.277054,0.277054,0,0,-0.053876,-0.264419,-0.197662
10-15-11 813,0,0,0,0,0.116974,0.116974,0,-0.93219,0.93219,0,-0.277054,0.277054,0,0,0.371569,-0.256469,0.107364
10-15-11 862,0,0,0,0,0.037613,0.037613,0.079361,-0.962631,0.962631,0.030441,-0.31749,0.31749,0.040436,0.094127004,0.371569,-0.256469,0.107364
10-15-11 924,0,0,0,0,0.037613,0.037613,0,-0.962631,0.962631,0,-0.31749,0.31749,0,0,0.371569,-0.256469,0.107364
10-15-11 970,0,0,0,0,0.037613,0.037613,0,-0.962631,0.962631,0,-0.31749,0.31749,0,0,0.371569,-0.256469,0.107364
10-15-12 018,0,0,0,0,0.037613,0.037613,0,-0.962631,0.962631,0,-0.31749,0.31749,0,0,-1.122185,-0.191809,-0.008144
10-15-12 067,0,0,0,0,0.127945,0.127945,0.090332,-0.849686,0.849686,0.112945,-0.169586,0.169586,0.147904,0.206862361,-1.122185,-0.191809,-0.008144
10-15-12 126,0,0,0,0,0.127945,0.127945,0,-0.849686,0.849686,0,-0.169586,0.169586,0,0,-1.122185,-0.191809,-0.008144
10-15-12 175,0,0,0,0,0.127945,0.127945,0,-0.849686,0.849686,0,-0.169586,0.169586,0,0,-1.122185,-0.191809,-0.008144
10-15-12 225,0,0,0,0,0.127945,0.127945,0,-0.849686,0.849686,0,-0.169586,0.169586,0,0,-1.690397,-0.83647,0.309754
10-15-12 272,0,0,0,0,-0.038025,0.038025,0.16597,-0.616974,0.616974,0.232712,-0.828033,0.828033,0.658447,0.717811513,-1.690397,-0.83647,0.309754
10-15-12 331,0,0,0,0,-0.038025,0.038025,0,-0.616974,0.616974,0,-0.828033,0.828033,0,0,-1.690397,-0.83647,0.309754
10-15-12 380,0,0,0,0,-0.038025,0.038025,0,-0.616974,0.616974,0,-0.828033,0.828033,0,0,-1.690397,-0.83647,0.309754
10-15-12 428,0,0,0,0.04,-0.038025,0.038025,0,-0.616974,0.616974,0,-0.828033,0.828033,0,0,-0.254229,-0.091131,0.179238
10-15-12 487,0,0,0,0,-0.110733,0.110733,0.072708,-0.584137,0.584137,0.032837,-0.85878,0.85878,0.030747,0.085499122,-0.254229,-0.091131,0.179238
10-15-12 536,0,0,0,0,-0.110733,0.110733,0,-0.584137,0.584137,0,-0.85878,0.85878,0,0,-0.254229,-0.091131,0.179238
10-15-12 585,0,0,0,0,-0.110733,0.110733,0,-0.584137,0.584137,0,-0.85878,0.85878,0,0,-0.254229,-0.091131,0.179238
10-15-12 633,0,0,0,0,-0.110733,0.110733,0,-0.584137,0.584137,0,-0.85878,0.85878,0,0,0.199232,-0.054249,0.368869
10-15-12 692,0,0,0,0,-0.18515,0.18515,0.074417,-0.524338,0.524338,0.059799,-0.912949,0.912949,0.054169,0.109763796,0.199232,-0.054249,0.368869
10-15-12 741,0,0,0,0,-0.18515,0.18515,0,-0.524338,0.524338,0,-0.912949,0.912949,0,0,0.199232,-0.054249,0.368869
10-15-12 790,0,0,0,0,-0.18515,0.18515,0,-0.524338,0.524338,0,-0.912949,0.912949,0,0,0.199232,-0.054249,0.368869
10-15-12 851,0,0.6,0.04,0.12,-0.18515,0.18515,0,-0.524338,0.524338,0,-0.912949,0.912949,0,0,-0.529114,0.245308,-0.038839
10-15-12 897,0,0,0,0,-0.146469,0.146469,0.038681,-0.451126,0.451126,0.073212,-0.874649,0.874649,0.0383,0.091231062,-0.529114,0.245308,-0.038839
10-15-12 946,0,0,0,0,-0.146469,0.146469,0,-0.451126,0.451126,0,-0.874649,0.874649,0,0,-0.529114,0.245308,-0.038839
10-15-12 995,0,0,0,0,-0.146469,0.146469,0,-0.451126,0.451126,0,-0.874649,0.874649,0,0,-0.529114,0.245308,-0.038839
10-15-13 044,0,0,0,0,-0.146469,0.146469,0,-0.451126,0.451126,0,-0.874649,0.874649,0,0,-0.140955,-0.038275,-0.032871
10-15-13 102,0,0,0,0,-0.130203,0.130203,0.016266,-0.444153,0.444153,0.006973,-0.827347,0.827347,0.047302,0.050504304,-0.140955,-0.038275,-0.032871
10-15-13 153,0,0,0,0,-0.130203,0.130203,0,-0.444153,0.444153,0,-0.827347,0.827347,0,0,-0.140955,-0.038275,-0.032871
10-15-13 209,0,0,0,0,-0.130203,0.130203,0,-0.444153,0.444153,0,-0.827347,0.827347,0,0,-0.570151,0.629823,-0.29336
10-15-13 258,0,0,0,0,-0.130203,0.130203,0,-0.444153,0.444153,0,-0.827347,0.827347,0,0,-0.570151,0.629823,-0.29336
10-15-13 307,0,0,0,0,-0.119492,0.119492,0.010711,-0.39473,0.39473,0.049423,-0.899429,0.899429,0.072082,0.088052105,-0.570151,0.629823,-0.29336
10-15-13 356,0,0,0,0,-0.119492,0.119492,0,-0.39473,0.39473,0,-0.899429,0.899429,0,0,-0.570151,0.629823,-0.29336
10-15-13 404,0,0,0,0,-0.119492,0.119492,0,-0.39473,0.39473,0,-0.899429,0.899429,0,0,-0.570151,0.629823,-0.29336
10-15-13 463,0,0,0,0,-0.119492,0.119492,0,-0.39473,0.39473,0,-0.899429,0.899429,0,0,-0.27257,0.163397,-0.041338
10-15-13 512,0,0,0,0,-0.119492,0.119492,0,-0.39473,0.39473,0,-0.899429,0.899429,0,0,-0.27257,0.163397,-0.041338
10-15-13 562,0,0,0,0,-0.119492,0.119492,0,-0.39473,0.39473,0,-0.899429,0.899429,0,0,-0.27257,0.163397,-0.041338
10-15-13 610,0,0,0,0,-0.04039,0.04039,0.079102,-0.310974,0.310974,0.083756,-0.963791,0.963791,0.064362,0.13196462,-0.032854,0.030989,-0.055925
10-15-13 826,0,0,0,0,-0.01207,0.01207,0.02832,-0.296127,0.296127,0.014847,-0.958878,0.958878,0.004913,0.032351095,0.043637,-0.046895,0.105813
10-15-13 834,0,0,0,0,-0.01207,0.01207,0,-0.296127,0.296127,0,-0.958878,0.958878,0,0,0.043637,-0.046895,0.105813
10-15-13 841,0,0.04,0,0,-0.01207,0.01207,0,-0.296127,0.296127,0,-0.958878,0.958878,0,0,0.043637,-0.046895,0.105813
10-15-13 847,0,0,0,0,-0.01207,0.01207,0,-0.296127,0.296127,0,-0.958878,0.958878,0,0,0.043637,-0.046895,0.105813
10-15-13 873,0,0,0,0,-0.01207,0.01207,0,-0.296127,0.296127,0,-0.958878,0.958878,0,0,0.043637,-0.046895,0.105813
10-15-14 014,0,0,0,0,0.025543,0.025543,0.037613,-0.298355,0.298355,0.002228,-1.13002,1.13002,0.171142,0.175240651,0.430977,-0.582087,0.430616
10-15-14 022,0,0,0,0,0.025543,0.025543,0,-0.298355,0.298355,0,-1.13002,1.13002,0,0,0.430977,-0.582087,0.430616
10-15-14 045,0,0,0,0.04,0.025543,0.025543,0,-0.298355,0.298355,0,-1.13002,1.13002,0,0,0.430977,-0.582087,0.430616
10-15-14 477,0,0,0,0,-0.199493,0.199493,0.225036,-0.397964,0.397964,0.099609,-0.883316,0.883316,0.246704,0.348462362,0.519604,0.525252,-0.005691
10-15-14 487,0,0,0,0,-0.199493,0.199493,0,-0.397964,0.397964,0,-0.883316,0.883316,0,0,0.519604,0.525252,-0.005691
10-15-14 495,0,0,0,0,-0.199493,0.199493,0,-0.397964,0.397964,0,-0.883316,0.883316,0,0,0.519604,0.525252,-0.005691
10-15-14 503,0,0,0,0,-0.199493,0.199493,0,-0.397964,0.397964,0,-0.883316,0.883316,0,0,0.519604,0.525252,-0.005691
10-15-14 507,0,0,0,0,-0.199493,0.199493,0,-0.397964,0.397964,0,-0.883316,0.883316,0,0,0.519604,0.525252,-0.005691
10-15-14 514,0,0,0,0,-0.199493,0.199493,0,-0.397964,0.397964,0,-0.883316,0.883316,0,0,0.519604,0.525252,-0.005691
10-15-14 529,0,0,0,0,-0.199493,0.199493,0,-0.397964,0.397964,0,-0.883316,0.883316,0,0,0.519604,0.525252,-0.005691
10-15-14 533,0,0,0,0,-0.199493,0.199493,0,-0.397964,0.397964,0,-0.883316,0.883316,0,0,0.519604,0.525252,-0.005691
,,,,,,,,,,,,,,,,,
,,,,,sum walk,396.945588,,,223.757123,,,93.611991,,,,,
,,,,,mean walk,0.904204073,,,0.509697319,,,0.213726007,,,,,
,,,,,stdev walk,0.269530648,,,0.179779146,,,0.22432944,,,,,
,,,,,sum fall,22.295348,,,4.812924,,,4.812924,,,,,
,,,,,mean fall,1.857945667,,,0.401077,,,0.401077,,,,,
,,,,,stdev fall,1.059656072,,,0.339487553,,,2.549603968,,,,,
,,,,,sum lull,47.967215,,,40.615415,,,29.013099,,,,,
,,,,,mean lull,0.685245929,,,0.580220214,,,0.414472843,,,,,
,,,,,stdev lull,0.113741815,,,0.182203913,,,0.339803949,,,,,
