Time,s1,s2,s3,s4,x,xdiff,y,ydiff,z,zdiff,adiff,z1,z2,z3
10-16-31 138,0,0,0,0,-0.587372,0.326004,-0.712097,0.713775,0.178375,0.231079,0.81801642,0.111578,0.959611,0.900515
10-16-31 187,0,0,0,0,-0.587372,0,-0.712097,0,0.178375,0,0,-0.12293,1.25613,2.18184
10-16-31 236,0,0,0,0,-0.587372,0,-0.712097,0,0.178375,0,0,-0.12293,1.25613,2.18184
10-16-31 295,0,0,0,0,-0.587372,0,-0.712097,0,0.178375,0,0,-0.12293,1.25613,2.18184
10-16-31 343,0,0,0,0,-0.587372,0,-0.712097,0,0.178375,0,0,-0.12293,1.25613,2.18184
10-16-31 398,0,0,0,0,-0.920303,0.332931,0.278549,0.990646,-0.013535,0.19191,1.062568584,0.590418,0.32458,0.796966
10-16-31 451,0,0,0,0,-0.920303,0,0.278549,0,-0.013535,0,0,0.590418,0.32458,0.796966
10-16-31 499,0,0,0,0,-0.920303,0,0.278549,0,-0.013535,0,0,0.590418,0.32458,0.796966
10-16-31 549,0,0,0,0,-0.920303,0,0.278549,0,-0.013535,0,0,0.590418,0.32458,0.796966
10-16-31 599,0,0,0,0,-0.922607,0.002304,0.569351,0.290802,-0.120728,0.107193,0.309937818,1.845881,-0.641875,3.144574
10-16-31 656,0,0,0,0.04,-0.922607,0,0.569351,0,-0.120728,0,0,1.845881,-0.641875,3.144574
10-16-31 705,0,0,0,0.08,-0.922607,0,0.569351,0,-0.120728,0,0,1.845881,-0.641875,3.144574
10-16-31 754,0,0,0,0.24,-0.922607,0,0.569351,0,-0.120728,0,0,1.845881,-0.641875,3.144574
10-16-31 813,0,0,0,0.48,-0.881317,0.04129,0.528473,0.040878,-0.063034,0.057694,0.081880844,0.5317,-0.03236,-0.344443
10-16-31 861,0,0,0,0.6,-0.881317,0,0.528473,0,-0.063034,0,0,0.5317,-0.03236,-0.344443
10-16-31 910,0,0,0,0.64,-0.881317,0,0.528473,0,-0.063034,0,0,0.5317,-0.03236,-0.344443
10-16-31 959,0,0,0,0.68,-0.881317,0,0.528473,0,-0.063034,0,0,0.5317,-0.03236,-0.344443
10-16-32 017,0,0,0,0.64,-0.490097,0.39122,0.972534,0.444061,-0.078857,0.015823,0.592025023,-1.002676,0.571504,-0.040283
10-16-32 066,0,0,0,0.6,-0.490097,0,0.972534,0,-0.078857,0,0,-1.002676,0.571504,-0.040283
10-16-32 115,0,0,0,0.6,-0.490097,0,0.972534,0,-0.078857,0,0,-1.002676,0.571504,-0.040283
10-16-32 174,0,0,0,0.6,-0.490097,0,0.972534,0,-0.078857,0,0,-0.355448,0.182835,0.971549
10-16-32 222,0,0,0,0.56,-0.96167,0.471573,0.715683,0.256851,-0.0439,0.034957,0.538122219,-0.355448,0.182835,0.971549
10-16-32 271,0,0,0,0.56,-0.96167,0,0.715683,0,-0.0439,0,0,-0.355448,0.182835,0.971549
10-16-32 320,0,0,0,0.6,-0.96167,0,0.715683,0,-0.0439,0,0,-0.355448,0.182835,0.971549
10-16-32 379,0,0,0,0.6,-0.96167,0,0.715683,0,-0.0439,0,0,-3.969593,2.619511,-0.369145
10-16-32 428,0,0,0,0.6,-0.004501,0.957169,1.152771,0.437088,-0.498856,0.454956,1.146387097,-3.969593,2.619511,-0.369145
10-16-32 477,0,0,0,0.56,-0.004501,0,1.152771,0,-0.498856,0,0,-3.969593,2.619511,-0.369145
10-16-32 535,0,0,0,0.6,-0.004501,0,1.152771,0,-0.498856,0,0,-3.969593,2.619511,-0.369145
10-16-32 585,0,0,0,0.64,-0.004501,0,1.152771,0,-0.498856,0,0,-0.567672,0.633261,-1.186667
10-16-32 634,0,0,0,0.64,-0.798782,0.794281,1.59549,0.442719,0.051544,0.5504,1.062931127,-0.567672,0.633261,-1.186667
10-16-32 682,0,0,0,0.6,-0.798782,0,1.59549,0,0.051544,0,0,-0.567672,0.633261,-1.186667
10-16-32 740,0,0,0,0.6,-0.798782,0,1.59549,0,0.051544,0,0,-0.567672,0.633261,-1.186667
10-16-32 793,0,0,0,0.6,-0.798782,0,1.59549,0,0.051544,0,0,0.114897,0.279932,-1.634375
10-16-32 838,0,0,0,0.6,-0.549271,0.249511,1.321167,0.274323,0.769577,0.718033,0.808133799,0.114897,0.279932,-1.634375
10-16-32 897,0,0,0,0.56,-0.549271,0,1.321167,0,0.769577,0,0,0.114897,0.279932,-1.634375
10-16-32 945,0,0,0,0.52,-0.549271,0,1.321167,0,0.769577,0,0,0.114897,0.279932,-1.634375
10-16-32 995,0,0,0,0.52,-0.549271,0,1.321167,0,0.769577,0,0,0.821885,1.899596,-0.31155
10-16-33 043,0,0,0,0.52,-1.786377,1.237106,0.336334,0.984833,-0.84285,1.612427,2.258372893,0.821885,1.899596,-0.31155
10-16-33 101,0,0.04,0,0.48,-1.786377,0,0.336334,0,-0.84285,0,0,0.821885,1.899596,-0.31155
10-16-33 151,0,0.04,0,0.48,-1.786377,0,0.336334,0,-0.84285,0,0,0.821885,1.899596,-0.31155
10-16-33 200,0,0.04,0,0.48,-1.786377,0,0.336334,0,-0.84285,0,0,0.48712,4.350129,-5.855943
10-16-33 258,0,0,0,0.52,-0.239136,1.547241,0.307419,0.028915,-0.262405,0.580445,1.652787702,0.48712,4.350129,-5.855943
10-16-33 312,0,0,0,0.44,-0.239136,0,0.307419,0,-0.262405,0,0,0.48712,4.350129,-5.855943
10-16-33 356,0,0,0,0.44,-0.239136,0,0.307419,0,-0.262405,0,0,0.48712,4.350129,-5.855943
10-16-33 404,0,0,0,0.44,-0.239136,0,0.307419,0,-0.262405,0,0,-0.079154,2.962097,-0.633766
10-16-33 464,0,0,0,0.28,-0.177002,0.062134,-0.330811,0.63823,-0.804047,0.541642,0.839389196,-0.079154,2.962097,-0.633766
10-16-33 512,0,0,0,0.28,-0.177002,0,-0.330811,0,-0.804047,0,0,-0.079154,2.962097,-0.633766
10-16-33 560,0,0,0,0.24,-0.177002,0,-0.330811,0,-0.804047,0,0,-0.079154,2.962097,-0.633766
10-16-33 612,0,0,0,0.24,-0.177002,0,-0.330811,0,-0.804047,0,0,0.682788,-0.126238,-0.598137
10-16-33 668,0,0,0,0.16,0.013382,0.190384,-0.225464,0.105347,-0.977097,0.17305,0.278011439,0.682788,-0.126238,-0.598137
10-16-33 716,0,0,0,0.16,0.013382,0,-0.225464,0,-0.977097,0,0,0.682788,-0.126238,-0.598137
10-16-33 765,0,0,0,0.16,0.013382,0,-0.225464,0,-0.977097,0,0,0.502913,-0.048474,0.272379
10-16-33 819,0,0,0,0.16,0.013382,0,-0.225464,0,-0.977097,0,0,0.502913,-0.048474,0.272379
10-16-33 873,0,0,0,0.12,0.028275,0.014893,-0.305756,0.080292,-1.060791,0.083694,0.116932854,0.502913,-0.048474,0.272379
10-16-33 924,0,0,0,0.12,0.028275,0,-0.305756,0,-1.060791,0,0,0.502913,-0.048474,0.272379
10-16-33 971,0,0,0,0.08,0.028275,0,-0.305756,0,-1.060791,0,0,0.651169,0.436922,0.307338
10-16-34 029,0,0,0,0.12,0.028275,0,-0.305756,0,-1.060791,0,0,0.651169,0.436922,0.307338
10-16-34 078,0,0,0,0.12,0.003021,0.025254,-0.385605,0.079849,-0.867767,0.193024,0.210408868,0.651169,0.436922,0.307338
10-16-34 127,0,0,0,0.12,0.003021,0,-0.385605,0,-0.867767,0,0,0.651169,0.436922,0.307338
10-16-34 176,0,0,0,0.12,0.003021,0,-0.385605,0,-0.867767,0,0,-0.136968,0.151089,0.2929
10-16-34 234,0,0,0,0.12,0.003021,0,-0.385605,0,-0.867767,0,0,-0.136968,0.151089,0.2929
10-16-34 283,0,0,0,0.12,0.003021,0,-0.385605,0,-0.867767,0,0,-0.136968,0.151089,0.2929
10-16-34 332,0,0,0,0.16,0.075974,0.072953,-0.441956,0.056351,-0.855087,0.01268,0.093050297,-0.136968,0.151089,0.2929
10-16-34 380,0,0,0,0.16,0.075974,0,-0.441956,0,-0.855087,0,0,-0.445224,0.113518,0.507063
10-16-34 440,0,0,0,0.12,0.075974,0,-0.441956,0,-0.855087,0,0,-0.445224,0.113518,0.507063
10-16-34 488,0,0,0,0.12,0.075974,0,-0.441956,0,-0.855087,0,0,-0.445224,0.113518,0.507063
10-16-34 536,0,0,0,0.08,0.013992,0.061982,-0.363159,0.078797,-0.91713,0.062043,0.117898555,-0.445224,0.113518,0.507063
10-16-34 595,0,0,0,0.12,0.013992,0,-0.363159,0,-0.91713,0,0,-0.445224,0.113518,0.507063
10-16-34 644,0,0,0,0.12,0.013992,0,-0.363159,0,-0.91713,0,0,0.065481,0.050148,0.204659
10-16-34 697,0,0,0,0.16,0.013992,0,-0.363159,0,-0.91713,0,0,0.065481,0.050148,0.204659
10-16-34 742,0,0,0,0.12,-0.02124,0.035232,-0.358475,0.004684,-0.908524,0.008606,0.03656907,0.065481,0.050148,0.204659
10-16-34 852,0,0,0,0.12,-0.02124,0,-0.358475,0,-0.908524,0,0,-0.118452,0.012794,-0.155697
10-16-34 857,0,0,0,0.16,-0.02124,0,-0.358475,0,-0.908524,0,0,-0.118452,0.012794,-0.155697
10-16-34 899,0,0,0,0.16,-0.02124,0,-0.358475,0,-0.908524,0,0,-0.118452,0.012794,-0.155697
10-16-34 955,0,0,0,0.16,0.039658,0.060898,-0.407379,0.048904,-0.901474,0.00705,0.078421108,-0.118452,0.012794,-0.155697
10-16-36 336,0,0,0,0.2,0.167542,0.127884,-0.539032,0.131653,-1.043625,0.142151,0.232150246,0.032394,0.159307,0.662099
10-16-36 342,0,0,0,0.24,0.167542,0,-0.539032,0,-1.043625,0,0,0.032394,0.159307,0.662099
10-16-36 349,0,0,0,0.24,0.167542,0,-0.539032,0,-1.043625,0,0,0.032394,0.159307,0.662099
10-16-36 354,0,0,0,0.32,0.167542,0,-0.539032,0,-1.043625,0,0,0.032394,0.159307,0.662099
10-16-36 358,0,0,0,0.36,0.167542,0,-0.539032,0,-1.043625,0,0,0.032394,0.159307,0.662099
10-16-36 361,0,0,0,0.4,0.167542,0,-0.539032,0,-1.043625,0,0,0.032394,0.159307,0.662099
10-16-36 366,0,0,0,0.4,0.167542,0,-0.539032,0,-1.043625,0,0,0.032394,0.159307,0.662099
10-16-36 372,0,0,0,0.6,0.167542,0,-0.539032,0,-1.043625,0,0,0.032394,0.159307,0.662099
10-16-36 377,0,0,0,0.64,0.167542,0,-0.539032,0,-1.043625,0,0,0.032394,0.159307,0.662099
10-16-36 389,0,0.04,0,0.72,0.167542,0,-0.539032,0,-1.043625,0,0,0.032394,0.159307,0.662099
10-16-36 393,0,0.04,0,0.68,0.167542,0,-0.539032,0,-1.043625,0,0,0.032394,0.159307,0.662099
10-16-36 398,0,0,0,0.72,0.167542,0,-0.539032,0,-1.043625,0,0,0.032394,0.159307,0.662099
10-16-36 415,0,0.04,0,0.68,0.167542,0,-0.539032,0,-1.043625,0,0,0.032394,0.159307,0.662099
10-16-36 425,0,0,0,0.68,0.167542,0,-0.539032,0,-1.043625,0,0,0.032394,0.159307,0.662099
10-16-36 439,0,0.04,0,0.72,0.229263,0.061721,-0.509491,0.029541,-0.874802,0.168823,0.182162998,0.066725,0.499299,0.81131
10-16-36 445,0,0,0,0.6,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 450,0,0,0,0.36,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 455,0,0,0,0.2,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 458,0,0,0,0.12,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 462,0,0,0,0,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 475,0,0,0,0,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 479,0,0,0,0,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 486,0,0,0,0,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 488,0,0,0,0,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 492,0,0,0,0.36,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 502,0,0,0,0.2,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 508,0,0,0,0.12,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 520,0,0,0,0,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 525,0,0,0,0,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 531,0,0,0,0,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 536,0,0,0,0,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 538,0,0,0,0,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 543,0,0,0,0.36,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 549,0,0,0,0.2,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 553,0,0,0,0.12,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 556,0,0,0,0,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 559,0,0,0,0,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 562,0,0,0,0,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 565,0,0,0,0,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 568,0,0,0,0,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 573,0,0,0,0.36,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 576,0,0,0,0.2,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 579,0,0,0,0.12,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 583,0,0,0,0,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 589,0,0,0,0,0.229263,0,-0.509491,0,-0.874802,0,0,0.066725,0.499299,0.81131
10-16-36 607,0,0,0,0,0.260529,0.031266,-0.399261,0.11023,-1.102386,0.227584,0.254799319,0.066725,0.499299,0.81131
10-16-36 656,0,0,0,0,0.260529,0,-0.399261,0,-1.102386,0,0,0.387991,0.14564,0.687489
10-16-36 721,0,0,0,0,0.260529,0,-0.399261,0,-1.102386,0,0,0.387991,0.14564,0.687489
10-16-36 784,0,0,0,0,0.260529,0,-0.399261,0,-1.102386,0,0,0.387991,0.14564,0.687489
10-16-36 812,0,0,0,0,0.140808,0.119721,-0.481201,0.08194,-0.831314,0.271072,0.307452941,0.387991,0.14564,0.687489
10-16-36 863,0,0,0,0,0.140808,0,-0.481201,0,-0.831314,0,0,0.34527,-0.192056,0.550119
10-16-36 911,0,0,0,0,0.140808,0,-0.481201,0,-0.831314,0,0,0.34527,-0.192056,0.550119
10-16-36 969,0,0,0,0,0.140808,0,-0.481201,0,-0.831314,0,0,0.34527,-0.192056,0.550119
10-16-37 017,0,0,0,0.08,-0.00827,0.149078,-0.633148,0.151947,-0.708359,0.122955,0.245825289,0.34527,-0.192056,0.550119
10-16-37 068,0,0,0,0.12,-0.00827,0,-0.633148,0,-0.708359,0,0,0.021571,0.107675,0.271404
10-16-37 116,0,0,0,0.2,-0.00827,0,-0.633148,0,-0.708359,0,0,0.021571,0.107675,0.271404
10-16-37 174,0,0,0,0.28,-0.00827,0,-0.633148,0,-0.708359,0,0,0.021571,0.107675,0.271404
10-16-37 222,0,0,0,0.32,0.008545,0.016815,-0.738327,0.105179,-0.751495,0.043136,0.114917713,0.021571,0.107675,0.271404
10-16-37 271,0,0,0.04,0.44,0.008545,0,-0.738327,0,-0.751495,0,0,0.824693,-0.042098,-0.07504
10-16-37 332,0,0,0.08,0.52,0.008545,0,-0.738327,0,-0.751495,0,0,0.824693,-0.042098,-0.07504
10-16-37 379,0,0,0.08,0.56,0.008545,0,-0.738327,0,-0.751495,0,0,0.824693,-0.042098,-0.07504
10-16-37 428,0,0,0.08,0.56,-0.041672,0.050217,-0.766937,0.02861,-0.835602,0.084107,0.102050314,0.345646,0.225205,0.375273
10-16-37 476,0,0,0.04,0.56,-0.041672,0,-0.766937,0,-0.835602,0,0,0.345646,0.225205,0.375273
10-16-37 537,0,0,0.04,0.6,-0.041672,0,-0.766937,0,-0.835602,0,0,0.345646,0.225205,0.375273
10-16-37 590,0,0,0.08,0.6,-0.041672,0,-0.766937,0,-0.835602,0,0,0.345646,0.225205,0.375273
10-16-37 636,0,0,0.12,0.6,-0.041672,0,-0.766937,0,-0.835602,0,0,-0.060464,0.651443,0.415575
10-16-37 692,0,0,0.12,0.64,-0.07077,0.029098,-0.810791,0.043854,-0.367355,0.468247,0.471195416,-0.060464,0.651443,0.415575
10-16-37 742,0,0,0.12,0.64,-0.07077,0,-0.810791,0,-0.367355,0,0,-0.060464,0.651443,0.415575
10-16-37 790,0,0,0.12,0.64,-0.07077,0,-0.810791,0,-0.367355,0,0,-0.060464,0.651443,0.415575
10-16-37 839,0,0,0.12,0.64,-0.07077,0,-0.810791,0,-0.367355,0,0,-1.196399,0.739053,0.211266
10-16-37 899,0,0,0.08,0.64,-0.096909,0.026139,-0.742569,0.068222,-0.559082,0.191727,0.205174879,-1.196399,0.739053,0.211266
10-16-37 950,0,0,0.04,0.52,-0.096909,0,-0.742569,0,-0.559082,0,0,-1.196399,0.739053,0.211266
10-16-37 994,0,0,0,0.44,-0.096909,0,-0.742569,0,-0.559082,0,0,-1.196399,0.739053,0.211266
