Time,s1,s2,s3,s4,x,xdiff,y,ydiff,z,zdiff,adiff,z1,z2,z3
10-17-28 865,0,0,0,0,-0.322403,0,0.473434,0,0.24324,0,0,-0.245233,2.313533,-1.067015
10-17-28 924,0,0,0,0,-0.322403,0,0.473434,0,0.24324,0,0,-0.245233,2.313533,-1.067015
10-17-28 972,0,0,0,0,-0.149979,0.172424,0.981552,0.508118,-0.061661,0.304901,0.617153593,-0.245233,2.313533,-1.067015
10-17-29 021,0,0,0,0,-0.149979,0,0.981552,0,-0.061661,0,0,-0.058044,0.895754,0.36068
10-17-29 070,0,0,0,0,-0.149979,0,0.981552,0,-0.061661,0,0,-0.058044,0.895754,0.36068
10-17-29 129,0,0,0,0,-0.149979,0,0.981552,0,-0.061661,0,0,-0.058044,0.895754,0.36068
10-17-29 184,0,0,0,0,-0.128418,0.021561,0.985367,0.003815,0.074829,0.13649,0.13823513,-0.058044,0.895754,0.36068
10-17-29 226,0,0,0,0,-0.128418,0,0.985367,0,0.074829,0,0,-0.521791,0.384335,0.041655
10-17-29 276,0,0,0,0,-0.128418,0,0.985367,0,0.074829,0,0,-0.521791,0.384335,0.041655
10-17-29 334,0,0,0,0,-0.128418,0,0.985367,0,0.074829,0,0,-0.521791,0.384335,0.041655
10-17-29 385,0,0,0,0,-0.135239,0.006821,1.147675,0.162308,0.270264,0.195435,0.254136287,-0.521791,0.384335,0.041655
10-17-29 432,0,0,0,0,-0.135239,0,1.147675,0,0.270264,0,0,-0.354039,-0.034385,-0.157117
10-17-29 493,0,0,0.08,0.2,-0.135239,0,1.147675,0,0.270264,0,0,-0.354039,-0.034385,-0.157117
10-17-29 542,0,0,0,1,-0.135239,0,1.147675,0,0.270264,0,0,-0.354039,-0.034385,-0.157117
10-17-29 587,0,0,0.04,0.76,-0.459595,0.324356,1.045624,0.102051,0.084976,0.185288,0.387237478,-0.354039,-0.034385,-0.157117
10-17-29 637,0,0,0.32,1,-0.459595,0,1.045624,0,0.084976,0,0,2.476583,1.2497,-0.231142
10-17-29 695,0,0,0,0.68,-0.459595,0,1.045624,0,0.084976,0,0,2.476583,1.2497,-0.231142
10-17-29 744,0,0.12,0,0.2,-0.459595,0,1.045624,0,0.084976,0,0,2.476583,1.2497,-0.231142
10-17-29 793,0,0.36,0,0.04,-0.403687,0.055908,0.727127,0.318497,0.099075,0.014099,0.323673949,2.476583,1.2497,-0.231142
10-17-29 855,0,0.56,0,0,-0.403687,0,0.727127,0,0.099075,0,0,0.808242,-1.063071,0.465913
10-17-29 900,0,0.64,0,0,-0.403687,0,0.727127,0,0.099075,0,0,0.808242,-1.063071,0.465913
10-17-29 950,0,0.76,0,0,-0.403687,0,0.727127,0,0.099075,0,0,0.808242,-1.063071,0.465913
10-17-29 998,0,0.96,0,0,-0.042084,0.361603,1.06041,0.333283,-0.154068,0.253143,0.553096435,-0.430023,-0.84044,0.064767
10-17-30 056,0,1.04,0,0,-0.042084,0,1.06041,0,-0.154068,0,0,-0.430023,-0.84044,0.064767
10-17-30 106,0,1.28,0,0,-0.042084,0,1.06041,0,-0.154068,0,0,-0.430023,-0.84044,0.064767
10-17-30 156,0,1.12,0,0,-0.042084,0,1.06041,0,-0.154068,0,0,-0.430023,-0.84044,0.064767
10-17-30 213,0,0.6,0,0,-0.172928,0.130844,1.388718,0.328308,0.026535,0.180603,0.396892604,-1.498511,0.881125,-0.574901
10-17-30 262,0,0,0,0,-0.172928,0,1.388718,0,0.026535,0,0,-1.498511,0.881125,-0.574901
10-17-30 310,0,0,0,0,-0.172928,0,1.388718,0,0.026535,0,0,-1.498511,0.881125,-0.574901
10-17-30 359,0,0,0,0,-0.172928,0,1.388718,0,0.026535,0,0,-1.498511,0.881125,-0.574901
10-17-30 418,0,0,0,0,-0.129166,0.043762,0.955124,0.433594,0.192932,0.166397,0.466483474,-0.940824,-2.750604,0.616051
10-17-30 468,0,0,0,0,-0.129166,0,0.955124,0,0.192932,0,0,-0.940824,-2.750604,0.616051
10-17-30 528,0,0,0,0,-0.129166,0,0.955124,0,0.192932,0,0,-0.940824,-2.750604,0.616051
10-17-30 564,0,0,0,0,-0.129166,0,0.955124,0,0.192932,0,0,-0.940824,-2.750604,0.616051
10-17-30 622,0,0,0,0,-0.220993,0.091827,0.938675,0.016449,0.202469,0.009537,0.093774847,-0.804989,0.396661,0.341222
10-17-30 671,0,0,0,0,-0.220993,0,0.938675,0,0.202469,0,0,-0.804989,0.396661,0.341222
10-17-30 720,0,0,0,0,-0.220993,0,0.938675,0,0.202469,0,0,-0.804989,0.396661,0.341222
10-17-30 771,0,0,0,0,-0.220993,0,0.938675,0,0.202469,0,0,-0.804989,0.396661,0.341222
10-17-30 828,0,0,0,0,-0.182266,0.038727,1.090637,0.151962,0.235687,0.033218,0.160298676,-0.437147,0.667672,-0.130296
10-17-30 877,0,0,0,0,-0.182266,0,1.090637,0,0.235687,0,0,-0.437147,0.667672,-0.130296
10-17-30 926,0,0,0,0,-0.182266,0,1.090637,0,0.235687,0,0,-0.437147,0.667672,-0.130296
10-17-30 985,0,0,0,0.6,-0.182266,0,1.090637,0,0.235687,0,0,-0.437147,0.667672,-0.130296
10-17-31 034,0,0,0,0,-0.182266,0,1.090637,0,0.235687,0,0,1.183903,0.666538,-0.066252
10-17-31 082,0,0,0,0.68,-0.166229,0.016037,0.916336,0.174301,-0.118134,0.353821,0.394749698,1.183903,0.666538,-0.066252
10-17-31 131,0,0,0.08,0.52,-0.166229,0,0.916336,0,-0.118134,0,0,1.183903,0.666538,-0.066252
10-17-31 189,0,0.12,0,0.24,-0.166229,0,0.916336,0,-0.118134,0,0,0.563859,0.387884,0.81146
10-17-31 238,0,0.24,0,0.08,-0.166229,0,0.916336,0,-0.118134,0,0,0.563859,0.387884,0.81146
10-17-31 287,0,0.44,0,0.04,-0.375854,0.209625,0.794006,0.12233,0.166016,0.28415,0.373695721,0.563859,0.387884,0.81146
10-17-31 346,0,0.6,0,0.04,-0.375854,0,0.794006,0,0.166016,0,0,0.563859,0.387884,0.81146
10-17-31 396,0,0.76,0,0,-0.375854,0,0.794006,0,0.166016,0,0,-0.054503,-0.442316,0.086836
10-17-31 443,0,0.88,0,0,-0.375854,0,0.794006,0,0.166016,0,0,-0.054503,-0.442316,0.086836
10-17-31 492,0,1.16,0,0,-0.192566,0.183288,0.860672,0.066666,-0.056335,0.222351,0.295768176,-0.054503,-0.442316,0.086836
10-17-31 551,0,1.28,0,0,-0.192566,0,0.860672,0,-0.056335,0,0,-0.054503,-0.442316,0.086836
10-17-31 599,0,1.6,0,0,-0.192566,0,0.860672,0,-0.056335,0,0,0.390759,-0.725845,0.049883
10-17-31 652,0,1.68,0,0,-0.192566,0,0.860672,0,-0.056335,0,0,0.390759,-0.725845,0.049883
10-17-31 713,0,1.44,0,0,-0.380829,0.188263,1.386383,0.525711,0.238678,0.295013,0.631543888,0.390759,-0.725845,0.049883
10-17-31 756,0,0.52,0,0,-0.380829,0,1.386383,0,0.238678,0,0,0.390759,-0.725845,0.049883
10-17-31 806,0,0,0,0,-0.380829,0,1.386383,0,0.238678,0,0,0.749815,0.914847,-0.09149
10-17-31 855,0,0,0,0,-0.380829,0,1.386383,0,0.238678,0,0,0.749815,0.914847,-0.09149
10-17-32 056,0,0,0,0,-0.051605,0.329224,0.868042,0.518341,-0.00972,0.248398,0.6623952,-0.354241,0.807234,0.667892
10-17-32 061,0,0,0,0,-0.051605,0,0.868042,0,-0.00972,0,0,-0.354241,0.807234,0.667892
10-17-32 064,0,0,0,0,-0.051605,0,0.868042,0,-0.00972,0,0,-0.354241,0.807234,0.667892
10-17-32 067,0,0,0,0,-0.051605,0,0.868042,0,-0.00972,0,0,-0.354241,0.807234,0.667892
10-17-32 128,0.08,0,0,0,-0.363434,0.311829,0.987,0.118958,0.029297,0.039017,0.336021811,-0.354241,0.807234,0.667892
10-17-32 166,0,0,0,0,-0.363434,0,0.987,0,0.029297,0,0,-0.354241,0.807234,0.667892
10-17-32 216,0,0,0,0,-0.363434,0,0.987,0,0.029297,0,0,-0.618478,0.274456,0.131562
10-17-32 264,0,0,0,0,-0.363434,0,0.987,0,0.029297,0,0,-0.618478,0.274456,0.131562
10-17-32 405,0,0,0,0,-0.248993,0.114441,1.035126,0.048126,0.223709,0.194412,0.230670501,-0.385383,0.482465,-0.04119
10-17-32 410,0,0,0,0,-0.248993,0,1.035126,0,0.223709,0,0,-0.385383,0.482465,-0.04119
10-17-32 435,0,0,0,0,-0.248993,0,1.035126,0,0.223709,0,0,-0.385383,0.482465,-0.04119
10-17-32 478,0,0,0,0,-0.248993,0,1.035126,0,0.223709,0,0,-0.385383,0.482465,-0.04119
10-17-32 527,0,0,0,0.16,-0.066086,0.182907,1.311829,0.276703,-0.296356,0.520065,0.616836384,-0.385383,0.482465,-0.04119
10-17-32 576,0,0,0,0.36,-0.066086,0,1.311829,0,-0.296356,0,0,-0.385383,0.482465,-0.04119
10-17-32 625,0,0,0.04,0.76,-0.066086,0,1.311829,0,-0.296356,0,0,3.287362,0.026763,-0.480759
10-17-32 685,0,0,0.04,0.92,-0.066086,0,1.311829,0,-0.296356,0,0,3.287362,0.026763,-0.480759
10-17-32 732,0,0,0,0.72,-0.109955,0.043869,1.06633,0.245499,-0.109619,0.186737,0.311552492,3.287362,0.026763,-0.480759
10-17-32 781,0,0,0,0.32,-0.109955,0,1.06633,0,-0.109619,0,0,3.287362,0.026763,-0.480759
10-17-32 830,0,0.24,0,0.08,-0.109955,0,1.06633,0,-0.109619,0,0,1.13497,-0.860698,0.684318
10-17-32 888,0,0.44,0,0,-0.109955,0,1.06633,0,-0.109619,0,0,1.13497,-0.860698,0.684318
10-17-32 938,0,0.64,0,0,-0.270767,0.160812,0.827362,0.238968,-0.193878,0.084259,0.300109619,1.13497,-0.860698,0.684318
10-17-32 986,0,0.92,0,0,-0.270767,0,0.827362,0,-0.193878,0,0,-0.389899,-0.579383,-0.058056
10-17-33 045,0,1,0,0,-0.270767,0,0.827362,0,-0.193878,0,0,-0.389899,-0.579383,-0.058056
10-17-33 094,0,1.28,0,0,-0.270767,0,0.827362,0,-0.193878,0,0,-0.389899,-0.579383,-0.058056
10-17-33 142,0,1.36,0,0,-0.62764,0.356873,0.686264,0.141098,-0.118988,0.07489,0.390992961,-0.389899,-0.579383,-0.058056
10-17-33 201,0,1.36,0,0,-0.62764,0,0.686264,0,-0.118988,0,0,-0.463112,-1.008622,-0.633859
10-17-33 254,0,0.96,0,0,-0.62764,0,0.686264,0,-0.118988,0,0,-0.463112,-1.008622,-0.633859
10-17-33 299,0,0.36,0,0,-0.62764,0,0.686264,0,-0.118988,0,0,-0.463112,-1.008622,-0.633859
10-17-33 348,0,0,0,0,-0.409058,0.218582,0.750931,0.064667,0.444656,0.563644,0.607992163,-0.463112,-1.008622,-0.633859
10-17-33 407,0,0,0,0,-0.409058,0,0.750931,0,0.444656,0,0,-0.146929,1.280961,-1.320388
10-17-33 455,0,0,0,0,-0.409058,0,0.750931,0,0.444656,0,0,-0.146929,1.280961,-1.320388
10-17-33 504,0,0,0,0,-0.409058,0,0.750931,0,0.444656,0,0,-0.146929,1.280961,-1.320388
10-17-33 553,0,0,0,0,-0.409058,0,0.750931,0,0.444656,0,0,-0.146929,1.280961,-1.320388
10-17-33 611,0,0,0,0,-0.225739,0.183319,0.926392,0.175461,0.135895,0.308761,0.39965707,-0.592407,1.273622,0.375303
10-17-33 660,0,0,0,0,-0.225739,0,0.926392,0,0.135895,0,0,-0.592407,1.273622,0.375303
10-17-33 709,0,0,0,0,-0.225739,0,0.926392,0,0.135895,0,0,-0.592407,1.273622,0.375303
10-17-33 758,0,0,0,0,-0.225739,0,0.926392,0,0.135895,0,0,-0.592407,1.273622,0.375303
10-17-33 816,0,0,0,0,-0.191132,0.034607,1.004486,0.078094,0.234283,0.098388,0.130293959,-0.447147,0.452164,0.051943
10-17-33 866,0,0,0,0,-0.191132,0,1.004486,0,0.234283,0,0,-0.447147,0.452164,0.051943
10-17-33 915,0,0,0,0,-0.191132,0,1.004486,0,0.234283,0,0,-0.447147,0.452164,0.051943
10-17-33 973,0,0,0,0,-0.260895,0.069763,0.967361,0.037125,0.199951,0.034332,0.086161639,-0.447147,0.452164,0.051943
10-17-34 021,0,0,0,0,-0.260895,0,0.967361,0,0.199951,0,0,-0.277195,1.804706,-0.004348
10-17-34 118,0,0,0,0,-0.260895,0,0.967361,0,0.199951,0,0,-0.277195,1.804706,-0.004348
10-17-34 123,0,0,0,0,-0.260895,0,0.967361,0,0.199951,0,0,-0.277195,1.804706,-0.004348
10-17-34 178,0,0,0,0,-0.260895,0,0.967361,0,0.199951,0,0,-0.121502,2.05605,-0.527562
10-17-34 227,0,0,0,0.24,-0.349274,0.088379,0.953964,0.013397,0.104858,0.095093,0.130510559,-0.121502,2.05605,-0.527562
10-17-34 276,0,0,0,0.56,-0.349274,0,0.953964,0,0.104858,0,0,-0.121502,2.05605,-0.527562
10-17-34 335,0,0,0.04,0.68,-0.349274,0,0.953964,0,0.104858,0,0,-0.121502,2.05605,-0.527562
10-17-34 388,0,0,0.04,0.64,-0.349274,0,0.953964,0,0.104858,0,0,-0.457626,2.671072,-0.394928
10-17-34 431,0,0,0.04,0.56,0.05011,0.399384,0.86908,0.084884,0.248001,0.143143,0.432669379,-0.457626,2.671072,-0.394928
10-17-34 480,0,0.04,0.04,0.52,0.05011,0,0.86908,0,0.248001,0,0,-0.457626,2.671072,-0.394928
10-17-34 540,0,0,0,0.52,0.05011,0,0.86908,0,0.248001,0,0,-0.457626,2.671072,-0.394928
10-17-34 588,0,0,0,0.56,0.05011,0,0.86908,0,0.248001,0,0,-0.906229,1.680577,0.289983
10-17-34 637,0,0.04,0.04,0.64,-0.149445,0.199555,0.987991,0.118911,0.162888,0.085113,0.247398963,-0.906229,1.680577,0.289983
10-17-34 695,0,0,0,0.64,-0.149445,0,0.987991,0,0.162888,0,0,-0.906229,1.680577,0.289983
10-17-34 745,0,0,0,0.88,-0.149445,0,0.987991,0,0.162888,0,0,-0.906229,1.680577,0.289983
10-17-34 793,0,0,0.04,0.96,-0.149445,0,0.987991,0,0.162888,0,0,-1.000628,-0.172456,0.492471
10-17-34 842,0,0,0,0.44,-0.395126,0.245681,1.453369,0.465378,0.086792,0.076096,0.531720263,-1.000628,-0.172456,0.492471
10-17-34 900,0,0,0,0,-0.395126,0,1.453369,0,0.086792,0,0,-1.000628,-0.172456,0.492471
10-17-34 954,0,0,0,0,-0.395126,0,1.453369,0,0.086792,0,0,-1.000628,-0.172456,0.492471
10-17-34 998,0,0,0,0,-0.395126,0,1.453369,0,0.086792,0,0,0.05512,1.895827,0.450103
10-17-35 047,0,0,0,0,-0.182999,0.212127,1.009995,0.443374,0.228424,0.141632,0.511505612,0.05512,1.895827,0.450103
10-17-35 105,0,0,0,0,-0.182999,0,1.009995,0,0.228424,0,0,0.05512,1.895827,0.450103
10-17-35 154,0,0,0,0,-0.182999,0,1.009995,0,0.228424,0,0,0.05512,1.895827,0.450103
10-17-35 203,0,0,0,0,-0.182999,0,1.009995,0,0.228424,0,0,-0.900741,-1.058787,0.16807
10-17-35 262,0,0,0,0,-0.153305,0.029694,0.995865,0.01413,0.022491,0.205933,0.208542061,-0.900741,-1.058787,0.16807
10-17-35 310,0,0,0,0,-0.153305,0,0.995865,0,0.022491,0,0,-0.900741,-1.058787,0.16807
10-17-35 360,0,0,0,0,-0.153305,0,0.995865,0,0.022491,0,0,-0.900741,-1.058787,0.16807
10-17-35 408,0,0,0,0,-0.153305,0,0.995865,0,0.022491,0,0,-0.34076,0.559916,-0.058097
10-17-35 467,0,0,0,0,0.009995,0.1633,1.071167,0.075302,0.063431,0.04094,0.184427126,-0.34076,0.559916,-0.058097
10-17-35 517,0,0,0,0,0.009995,0,1.071167,0,0.063431,0,0,-0.34076,0.559916,-0.058097
10-17-35 566,0,0,0,0,0.009995,0,1.071167,0,0.063431,0,0,-0.34076,0.559916,-0.058097
10-17-35 613,0,0,0.16,0.24,0.009995,0,1.071167,0,0.063431,0,0,-0.810695,-0.19226,-0.156633
10-17-35 672,0,0,0.64,0.52,-0.274857,0.284852,0.982758,0.088409,0.230728,0.167297,0.341972366,-0.810695,-0.19226,-0.156633
10-17-35 721,2,0,0.04,0.36,-0.274857,0,0.982758,0,0.230728,0,0,-0.810695,-0.19226,-0.156633
10-17-35 770,0,0.24,0,0.04,-0.274857,0,0.982758,0,0.230728,0,0,-0.810695,-0.19226,-0.156633
10-17-35 828,0,0.52,0,0,-0.274857,0,0.982758,0,0.230728,0,0,1.040643,0.974812,0.584949
10-17-35 877,0,0.68,0,0,-0.411026,0.136169,0.805893,0.176865,0.158798,0.07193,0.234514711,1.040643,0.974812,0.584949
10-17-35 926,0,0.84,0,0,-0.411026,0,0.805893,0,0.158798,0,0,1.040643,0.974812,0.584949
10-17-35 979,0,0.84,0,0,-0.411026,0,0.805893,0,0.158798,0,0,-0.203882,-0.524047,-0.11209
10-17-36 033,0,0.88,0,0,-0.411026,0,0.805893,0,0.158798,0,0,-0.203882,-0.524047,-0.11209
10-17-36 082,0,1.04,0,0,-0.165848,0.245178,1.106094,0.300201,-0.287186,0.445984,0.590876146,-0.203882,-0.524047,-0.11209
10-17-36 132,0,1.16,0,0,-0.165848,0,1.106094,0,-0.287186,0,0,-0.203882,-0.524047,-0.11209
10-17-36 190,0,1.24,0,0,-0.165848,0,1.106094,0,-0.287186,0,0,0.941533,-1.006424,0.180274
10-17-36 240,0,0.8,0,0,-0.165848,0,1.106094,0,-0.287186,0,0,0.941533,-1.006424,0.180274
10-17-36 287,0,0.32,0,0,-0.117599,0.048249,1.230728,0.124634,-0.050156,0.23703,0.27211178,0.941533,-1.006424,0.180274
10-17-36 336,0,0,0,0,-0.117599,0,1.230728,0,-0.050156,0,0,0.941533,-1.006424,0.180274
10-17-36 394,0,0,0,0,-0.117599,0,1.230728,0,-0.050156,0,0,0.562941,1.178595,-0.647246
10-17-36 446,0,0,0,0,-0.117599,0,1.230728,0,-0.050156,0,0,0.562941,1.178595,-0.647246
10-17-36 494,0,0,0,0,-0.168274,0.050675,1.055664,0.175064,0.112152,0.162308,0.244047632,0.562941,1.178595,-0.647246
10-17-36 541,0,0,0,0,-0.168274,0,1.055664,0,0.112152,0,0,0.562941,1.178595,-0.647246
10-17-36 600,0,0,0,0,-0.168274,0,1.055664,0,0.112152,0,0,-0.600662,1.000259,0.111272
10-17-36 648,0,0,0,0,-0.168274,0,1.055664,0,0.112152,0,0,-0.600662,1.000259,0.111272
10-17-36 698,0,0,0,0,-0.728439,0.560165,1.287445,0.231781,0.151672,0.03952,0.607510567,-0.600662,1.000259,0.111272
10-17-36 756,0,0,0,0,-0.728439,0,1.287445,0,0.151672,0,0,-0.600662,1.000259,0.111272
10-17-36 806,0,0,0,0,-0.728439,0,1.287445,0,0.151672,0,0,-1.363648,1.184976,-0.564098
10-17-36 866,0,0,0,0,-0.728439,0,1.287445,0,0.151672,0,0,-1.363648,1.184976,-0.564098
10-17-36 903,0,0,0,0,-0.353455,0.374984,0.86824,0.419205,0.056229,0.095443,0.570486808,-1.363648,1.184976,-0.564098
10-17-36 961,0,0,0,0,-0.353455,0,0.86824,0,0.056229,0,0,-1.363648,1.184976,-0.564098
10-17-37 010,0,0,0,0.08,-0.353455,0,0.86824,0,0.056229,0,0,0.123354,0.635687,-0.511586
10-17-37 059,0,0,0,0.16,-0.353455,0,0.86824,0,0.056229,0,0,0.123354,0.635687,-0.511586
10-17-37 117,0,0,0.08,0.72,-0.287735,0.06572,0.435822,0.432418,0.111588,0.055359,0.44087307,0.123354,0.635687,-0.511586
10-17-37 166,0,0,0.04,0.72,-0.287735,0,0.435822,0,0.111588,0,0,1.448902,-0.022519,1.118339
