,,,,,x,xdiff,y,ydiff,z,zdiff,adiff,asqur,,,
02-20-14 938,0,0,0.08,0.12,0.33931,0,1.100815,0,-0.109253,0,0,1.157091681,-1.444742,3.7475,-0.468427
02-20-14 984,0,0,0,0.08,-0.067856,0.407166,0.954666,0.146149,0.089462,0.198715,0.476058119,0.961246617,-0.144231,1.905672,0.427427
02-20-15 033,0,0,0,0,-0.067856,0,0.954666,0,0.089462,0,0,0.961246617,-0.144231,1.905672,0.427427
02-20-15 097,0,0,0,0,-0.067856,0,0.954666,0,0.089462,0,0,0.961246617,-0.144231,1.905672,0.427427
02-20-15 144,0,0,0,0,-0.067856,0,0.954666,0,0.089462,0,0,0.961246617,-0.144231,1.905672,0.427427
02-20-15 191,0,0,0,0,0.064911,0.132767,0.891205,0.063461,-0.078537,0.167999,0.223333918,0.897010507,0.782277,1.867718,-0.430292
02-20-15 241,0,0,0,0,0.064911,0,0.891205,0,-0.078537,0,0,0.897010507,0.782277,1.867718,-0.430292
02-20-15 296,0,0,0,0,0.064911,0,0.891205,0,-0.078537,0,0,0.897010507,0.782277,1.867718,-0.430292
02-20-15 346,0,0,0,0,0.064911,0,0.891205,0,-0.078537,0,0,0.897010507,0.782277,1.867718,-0.430292
02-20-15 394,0,0,0,0,-0.102631,0.167542,1.000473,0.109268,-0.032028,0.046509,0.205360426,1.006233143,0.39817,2.246732,-0.254469
02-20-15 455,0,0,0,0,-0.102631,0,1.000473,0,-0.032028,0,0,1.006233143,0.39817,2.246732,-0.254469
02-20-15 510,0,0,0,0,-0.102631,0,1.000473,0,-0.032028,0,0,1.006233143,0.39817,2.246732,-0.254469
02-20-15 550,0,0,0,0,-0.102631,0,1.000473,0,-0.032028,0,0,1.006233143,0.39817,2.246732,-0.254469
02-20-15 599,0,0,0,0,-0.27565,0.173019,0.947693,0.05278,-0.061066,0.029038,0.18320619,0.988854894,-0.042347,1.577864,-0.296568
02-20-15 658,0,0,0,0,-0.27565,0,0.947693,0,-0.061066,0,0,0.988854894,-0.042347,1.577864,-0.296568
02-20-15 708,0,0,0,0,-0.27565,0,0.947693,0,-0.061066,0,0,0.988854894,-0.042347,1.577864,-0.296568
02-20-15 759,0,0,0,0,-0.27565,0,0.947693,0,-0.061066,0,0,0.988854894,-0.042347,1.577864,-0.296568
02-20-15 805,0,0,0,0,-0.429642,0.153992,1.110031,0.162338,0.264145,0.325211,0.394752273,1.219234863,0.041156,1.877316,-0.163539
02-20-15 865,0,0,0,0,-0.429642,0,1.110031,0,0.264145,0,0,1.219234863,0.041156,1.877316,-0.163539
02-20-15 919,0,0,0.24,0,-0.429642,0,1.110031,0,0.264145,0,0,1.219234863,0.041156,1.877316,-0.163539
02-20-15 961,0,0,0.44,0,-0.429642,0,1.110031,0,0.264145,0,0,1.219234863,0.041156,1.877316,-0.163539
02-20-16 021,0,0,0.2,0,-0.050873,0.378769,1.063126,0.046905,-0.164246,0.428391,0.573746358,1.0769409,-1.864321,2.451174,-0.936916
02-20-16 068,0,0,0.08,0,-0.050873,0,1.063126,0,-0.164246,0,0,1.0769409,-1.864321,2.451174,-0.936916
02-20-16 117,0,0,0,0,-0.050873,0,1.063126,0,-0.164246,0,0,1.0769409,-1.864321,2.451174,-0.936916
02-20-16 166,0,0,0,0,-0.050873,0,1.063126,0,-0.164246,0,0,1.0769409,-1.864321,2.451174,-0.936916
02-20-16 227,0,0,0,0,-0.463226,0.412353,1.035065,0.028061,0.409302,0.573548,0.706951006,1.205597781,1.33321,0.448935,0.888849
02-20-16 273,0,0,0,0,-0.463226,0,1.035065,0,0.409302,0,0,1.205597781,1.33321,0.448935,0.888849
02-20-16 323,0,0,0,0,-0.463226,0,1.035065,0,0.409302,0,0,1.205597781,1.33321,0.448935,0.888849
02-20-16 372,0,0,0,0,-0.463226,0,1.035065,0,0.409302,0,0,1.205597781,0.387907,-0.273849,0.69437
02-20-16 429,0,0,0,0,-0.182266,0.28096,1.108902,0.073837,-0.206711,0.616013,0.681074475,1.142634665,0.387907,-0.273849,0.69437
02-20-16 479,0,0,0,0,-0.182266,0,1.108902,0,-0.206711,0,0,1.142634665,0.387907,-0.273849,0.69437
02-20-16 527,0,0,0,0,-0.182266,0,1.108902,0,-0.206711,0,0,1.142634665,0.387907,-0.273849,0.69437
02-20-16 587,0,0,0,0,-0.182266,0,1.108902,0,-0.206711,0,0,1.142634665,0.258732,0.51543,0.130844
02-20-16 637,0,0,0,0,-0.11586,0.066406,1.032349,0.076553,-0.400009,0.193298,0.218252687,1.113182464,0.258732,0.51543,0.130844
02-20-16 683,0,0,0,0,-0.11586,0,1.032349,0,-0.400009,0,0,1.113182464,0.258732,0.51543,0.130844
02-20-16 733,0,0,0,0,-0.11586,0,1.032349,0,-0.400009,0,0,1.113182464,0.258732,0.51543,0.130844
02-20-16 792,0,0,0,0,-0.11586,0,1.032349,0,-0.400009,0,0,1.113182464,0.366382,-0.379066,0.421742
02-20-16 842,0,0,0,0,-0.194626,0.078766,1.011917,0.020432,0.200439,0.600448,0.605936754,1.049776685,0.366382,-0.379066,0.421742
02-20-16 894,0,0,0.2,0.12,-0.194626,0,1.011917,0,0.200439,0,0,1.049776685,0.366382,-0.379066,0.421742
02-20-16 937,0,0,0.28,0.16,-0.194626,0,1.011917,0,0.200439,0,0,1.049776685,0.366382,-0.379066,0.421742
02-20-16 996,0,0,0.12,0.04,-0.194626,0,1.011917,0,0.200439,0,0,1.049776685,-2.079905,0.521216,-0.633089
02-20-17 045,0,0,0,0.04,-0.165054,0.029572,1.138855,0.126938,0.215576,0.015137,0.131213139,1.170771774,-2.079905,0.521216,-0.633089
02-20-17 094,0,0,0,0,-0.165054,0,1.138855,0,0.215576,0,0,1.170771774,-2.079905,0.521216,-0.633089
02-20-17 156,0,0,0,0,-0.165054,0,1.138855,0,0.215576,0,0,1.170771774,-2.079905,0.521216,-0.633089
02-20-17 201,0,0,0,0,-0.165054,0,1.138855,0,0.215576,0,0,1.170771774,0.105542,-0.54821,-0.073248
02-20-17 252,0,0,0,0,-0.010742,0.154312,0.633041,0.505814,0.126541,0.089035,0.536271598,0.645653872,0.105542,-0.54821,-0.073248
02-20-17 298,0,0,0,0,-0.010742,0,0.633041,0,0.126541,0,0,0.645653872,0.105542,-0.54821,-0.073248
02-20-17 357,0,0,0,0,-0.010742,0,0.633041,0,0.126541,0,0,0.645653872,0.105542,-0.54821,-0.073248
02-20-17 406,0,0,0,0,-0.010742,0,0.633041,0,0.126541,0,0,0.645653872,0.924948,1.086903,-0.192333
02-20-17 455,0,0,0,0,0.709076,0.719818,1.218292,0.585251,-0.193161,0.319702,0.981257385,1.422791391,0.924948,1.086903,-0.192333
02-20-17 505,0,0,0,0,0.709076,0,1.218292,0,-0.193161,0,0,1.422791391,0.924948,1.086903,-0.192333
02-20-17 564,0,0,0,0,0.709076,0,1.218292,0,-0.193161,0,0,1.422791391,0.924948,1.086903,-0.192333
02-20-17 615,0,0,0,0,0.095032,0.614044,1.035721,0.182571,0.157745,0.350906,0.730422634,1.051966043,1.801097,2.050993,-0.506596
02-20-17 661,0,0,0,0,0.095032,0,1.035721,0,0.157745,0,0,1.051966043,1.801097,2.050993,-0.506596
02-20-17 718,0,0,0,0,0.095032,0,1.035721,0,0.157745,0,0,1.051966043,1.801097,2.050993,-0.506596
02-20-17 767,0,0,0,0,0.095032,0,1.035721,0,0.157745,0,0,1.051966043,1.801097,2.050993,-0.506596
02-20-17 821,0,0,0,0,-0.144287,0.239319,1.019241,0.01648,-0.012115,0.16986,0.293934676,1.029474491,0.564316,0.653317,0.155219
02-20-17 865,0,0,0,0,-0.144287,0,1.019241,0,-0.012115,0,0,1.029474491,0.564316,0.653317,0.155219
02-20-17 923,0,0,0,0,-0.144287,0,1.019241,0,-0.012115,0,0,1.029474491,0.564316,0.653317,0.155219
02-20-17 975,0,0,0.28,0.16,-0.144287,0,1.019241,0,-0.012115,0,0,1.029474491,0.564316,0.653317,0.155219
02-20-18 023,0,0,0.32,0.16,0.022461,0.166748,1.044037,0.024796,0.070023,0.082138,0.187527033,1.046623607,-1.706142,-0.730935,-0.252672
02-20-18 081,0,0,0.36,0.56,0.022461,0,1.044037,0,0.070023,0,0,1.046623607,-1.706142,-0.730935,-0.252672
02-20-18 129,0,0,0.28,0.4,0.022461,0,1.044037,0,0.070023,0,0,1.046623607,-1.706142,-0.730935,-0.252672
02-20-18 177,0,0,0.08,0.24,0.022461,0,1.044037,0,0.070023,0,0,1.046623607,-1.557328,-0.823289,-1.471784
02-20-18 226,0,0,0,0.08,0.179535,0.157074,0.692978,0.351059,-0.147614,0.217637,0.441905563,0.730918065,-1.557328,-0.823289,-1.471784
02-20-18 285,0,0,0,0,0.179535,0,0.692978,0,-0.147614,0,0,0.730918065,-1.557328,-0.823289,-1.471784
02-20-18 335,0,0,0,0,0.179535,0,0.692978,0,-0.147614,0,0,0.730918065,-1.557328,-0.823289,-1.471784
02-20-18 384,0,0,0,0,0.179535,0,0.692978,0,-0.147614,0,0,0.730918065,1.738461,0.11143,0.742984
02-20-18 433,0,0,0,0,-0.811157,0.990692,1.763809,1.070831,1.155304,1.302918,1.955951171,2.259142581,1.738461,0.11143,0.742984
02-20-18 490,0,0,0,0,-0.811157,0,1.763809,0,1.155304,0,0,2.259142581,1.738461,0.11143,0.742984
02-20-18 541,0,0,0,0,-0.811157,0,1.763809,0,1.155304,0,0,2.259142581,1.738461,0.11143,0.742984
02-20-18 591,0,0,0,0,-0.811157,0,1.763809,0,1.155304,0,0,2.259142581,0.492477,1.663621,0.724691
02-20-18 636,0,0,0,0,-0.136673,0.674484,1.214218,0.549591,-0.212921,1.368225,1.621424862,1.240298437,0.492477,1.663621,0.724691
02-20-18 697,0,0,0,0,-0.136673,0,1.214218,0,-0.212921,0,0,1.240298437,0.492477,1.663621,0.724691
02-20-18 748,0,0,0,0,-0.136673,0,1.214218,0,-0.212921,0,0,1.240298437,0.492477,1.663621,0.724691
02-20-18 793,0,0,0,0,-0.136673,0,1.214218,0,-0.212921,0,0,1.240298437,0.661851,1.458163,0.129624
02-20-18 853,0,0,0,0,-0.29007,0.153397,0.944748,0.26947,-0.286819,0.073898,0.318756388,1.029055162,0.661851,1.458163,0.129624
02-20-18 901,0,0,0,0,-0.29007,0,0.944748,0,-0.286819,0,0,1.029055162,0.661851,1.458163,0.129624
02-20-18 941,0,0,0,0,-0.29007,0,0.944748,0,-0.286819,0,0,1.029055162,0.661851,1.458163,0.129624
02-20-18 998,0,0,0,0,-0.29007,0,0.944748,0,-0.286819,0,0,1.029055162,0.450101,0.62259,0.51604
02-20-19 062,0,0,0,0,-0.321762,0.031692,1.224564,0.279816,-0.025787,0.261032,0.38397797,1.266393598,0.450101,0.62259,0.51604
02-20-19 109,0,0,0.28,0.28,-0.321762,0,1.224564,0,-0.025787,0,0,1.266393598,0.450101,0.62259,0.51604
02-20-19 154,0,0,0.6,0.12,-0.321762,0,1.224564,0,-0.025787,0,0,1.266393598,0.450101,0.62259,0.51604
02-20-19 214,0,0,0.44,0.52,-0.321762,0,1.224564,0,-0.025787,0,0,1.266393598,-2.659127,-0.614844,-1.298498
02-20-19 263,1.6,0,0.24,0.32,0.200714,0.522476,1.411774,0.18721,-0.043457,0.01767,0.555284597,1.426632555,-2.659127,-0.614844,-1.298498
02-20-19 310,0,0,0.04,0.16,0.200714,0,1.411774,0,-0.043457,0,0,1.426632555,-2.659127,-0.614844,-1.298498
02-20-19 359,0,0,0,0,0.200714,0,1.411774,0,-0.043457,0,0,1.426632555,-2.659127,-0.614844,-1.298498
02-20-19 418,0,0,0,0,0.200714,0,1.411774,0,-0.043457,0,0,1.426632555,-0.917271,-2.262484,-0.597664
02-20-19 472,0,0,0,0,0.240082,0.039368,0.459473,0.952301,-0.050705,0.007248,0.953141945,0.520889433,-0.917271,-2.262484,-0.597664
02-20-19 516,0,0,0,0,0.240082,0,0.459473,0,-0.050705,0,0,0.520889433,-0.917271,-2.262484,-0.597664
02-20-19 575,0,0,0,0,0.240082,0,0.459473,0,-0.050705,0,0,0.520889433,-0.917271,-2.262484,-0.597664
02-20-19 623,0,0,0,0,0.240082,0,0.459473,0,-0.050705,0,0,0.520889433,-0.174293,-0.557274,-0.592051
02-20-19 673,0,0,0,0,0.885086,0.645004,1.462173,1.0027,-0.479111,0.428406,1.266873771,1.775070269,-0.174293,-0.557274,-0.592051
02-20-19 721,0,0,0,0,0.885086,0,1.462173,0,-0.479111,0,0,1.775070269,-0.174293,-0.557274,-0.592051
02-20-19 783,0,0,0,0,0.885086,0,1.462173,0,-0.479111,0,0,1.775070269,-0.174293,-0.557274,-0.592051
02-20-19 828,0,0,0,0,0.885086,0,1.462173,0,-0.479111,0,0,1.775070269,1.342062,-0.210647,0.017029
02-20-19 882,0,0,0,0,0.115753,0.769333,0.956177,0.505996,-0.104416,0.374695,0.994133572,0.968801277,1.342062,-0.210647,0.017029
02-20-19 926,0,0,0,0,0.115753,0,0.956177,0,-0.104416,0,0,0.968801277,1.342062,-0.210647,0.017029
02-20-19 986,0,0,0,0,0.115753,0,0.956177,0,-0.104416,0,0,0.968801277,1.342062,-0.210647,0.017029
02-20-20 037,0,0,0,0,-0.121231,0.236984,0.89801,0.058167,-0.105286,0.00087,0.244019616,0.91225219,0.517682,0.65102,0.129496
02-20-20 083,0,0,0,0,-0.121231,0,0.89801,0,-0.105286,0,0,0.91225219,0.517682,0.65102,0.129496
02-20-20 131,0,0,0,0,-0.121231,0,0.89801,0,-0.105286,0,0,0.91225219,0.517682,0.65102,0.129496
02-20-20 192,0,0,0,0,-0.121231,0,0.89801,0,-0.105286,0,0,0.91225219,0.247527,0.16712,0.221805
02-20-20 240,0,0,0,0,-0.215927,0.094696,1.070435,0.172425,0.323044,0.42833,0.471343083,1.138776969,0.247527,0.16712,0.221805
02-20-20 287,0,0,0.32,0.44,-0.215927,0,1.070435,0,0.323044,0,0,1.138776969,0.247527,0.16712,0.221805
02-20-20 347,0,0,0.4,0.84,-0.215927,0,1.070435,0,0.323044,0,0,1.138776969,0.247527,0.16712,0.221805
02-20-20 394,1.6,0,0.24,0.64,-0.215927,0,1.070435,0,0.323044,0,0,1.138776969,-1.712964,2.054132,-0.532571
02-20-20 459,0,0,0.12,0.48,-0.199799,0.016128,0.968201,0.102234,-0.304138,0.627182,0.635664349,1.034327192,-1.712964,2.054132,-0.532571
02-20-20 497,0,0,0.08,0.44,-0.199799,0,0.968201,0,-0.304138,0,0,1.034327192,-1.712964,2.054132,-0.532571
02-20-20 555,0,0,0,0.48,-0.199799,0,0.968201,0,-0.304138,0,0,1.034327192,-1.712964,2.054132,-0.532571
02-20-20 601,0,0,0,0.32,-0.199799,0,0.968201,0,-0.304138,0,0,1.034327192,0.830019,-0.294147,0.152669
02-20-20 652,0,0,0,0,-0.153259,0.04654,0.851288,0.116913,0.240463,0.544601,0.558949792,0.897776161,0.830019,-0.294147,0.152669
02-20-20 700,0,0,0,0,-0.153259,0,0.851288,0,0.240463,0,0,0.897776161,0.830019,-0.294147,0.152669
02-20-20 760,0,0,0,0,-0.153259,0,0.851288,0,0.240463,0,0,0.897776161,0.830019,-0.294147,0.152669
02-20-20 807,0,0,0,0,-0.153259,0,0.851288,0,0.240463,0,0,0.897776161,-0.224363,0.043769,0.317642
02-20-20 853,0,0,0,0,-0.012314,0.140945,0.60791,0.243378,-0.455399,0.695862,0.750547978,0.75966733,-0.224363,0.043769,0.317642
02-20-20 912,0,0,0,0,-0.012314,0,0.60791,0,-0.455399,0,0,0.75966733,-0.224363,0.043769,0.317642
02-20-20 961,0,0,0,0,-0.012314,0,0.60791,0,-0.455399,0,0,0.75966733,-0.224363,0.043769,0.317642
02-20-21 011,0,0,0,0,-0.012314,0,0.60791,0,-0.455399,0,0,0.75966733,0.642517,-0.336989,0.087014
02-20-21 059,0,0,0,0,-0.108856,0.096542,1.052704,0.444794,-0.179779,0.27562,0.532098153,1.073478379,0.642517,-0.336989,0.087014
02-20-21 117,0,0,0,0,-0.108856,0,1.052704,0,-0.179779,0,0,1.073478379,0.642517,-0.336989,0.087014
02-20-21 166,0,0,0,0,-0.108856,0,1.052704,0,-0.179779,0,0,1.073478379,0.642517,-0.336989,0.087014
02-20-21 215,0,0,0,0,-0.108856,0,1.052704,0,-0.179779,0,0,1.073478379,0.310125,0.278739,0.133248
02-20-21 264,0,0,0,0,-0.136017,0.027161,0.95694,0.095764,0.044861,0.22464,0.245706315,0.967598727,0.310125,0.278739,0.133248
02-20-21 323,0,0,0,0,-0.136017,0,0.95694,0,0.044861,0,0,0.967598727,0.310125,0.278739,0.133248
02-20-21 372,0,0,0,0,-0.136017,0,0.95694,0,0.044861,0,0,0.967598727,0.310125,0.278739,0.133248
02-20-21 422,0,0,0.08,0.16,-0.136017,0,0.95694,0,0.044861,0,0,0.967598727,-0.556163,1.610275,-0.337918
02-20-21 482,0,0,0.16,0.2,0.35994,0.495957,1.301117,0.344177,0.16774,0.122879,0.616060388,1.360367215,-0.556163,1.610275,-0.337918
02-20-21 528,0,0,0.16,0.4,0.35994,0,1.301117,0,0.16774,0,0,1.360367215,-0.556163,1.610275,-0.337918
02-20-21 576,0,0,0.08,0.4,0.35994,0,1.301117,0,0.16774,0,0,1.360367215,-0.556163,1.610275,-0.337918
02-20-21 628,0,0,0,0.36,0.35994,0,1.301117,0,0.16774,0,0,1.360367215,-0.616925,1.677575,0.056481
02-20-21 684,0,0,0,0.28,0.382111,0.022171,0.674362,0.626755,-0.061188,0.228928,0.667623706,0.777506845,-0.616925,1.677575,0.056481
02-20-21 732,0,0,0,0.12,0.382111,0,0.674362,0,-0.061188,0,0,0.777506845,-0.616925,1.677575,0.056481
02-20-21 782,0,0,0,0,0.382111,0,0.674362,0,-0.061188,0,0,0.777506845,-0.616925,1.677575,0.056481
02-20-21 832,0,0,0,0,0.382111,0,0.674362,0,-0.061188,0,0,0.777506845,0.635489,2.97335,-0.625048
02-20-21 888,0,0,0,0,0.721237,0.339126,0.650482,0.02388,-0.563614,0.502426,0.60663711,1.122929376,0.635489,2.97335,-0.625048
02-20-21 938,0,0,0,0,0.721237,0,0.650482,0,-0.563614,0,0,1.122929376,0.635489,2.97335,-0.625048
02-20-21 987,0,0,0,0,0.721237,0,0.650482,0,-0.563614,0,0,1.122929376,0.635489,2.97335,-0.625048
02-20-22 045,0,0,0,0,0.721237,0,0.650482,0,-0.563614,0,0,1.122929376,0.080933,2.386446,-0.238372
02-20-22 094,0,0,0,0,-0.15419,0.875427,1.026733,0.376251,-0.149704,0.41391,1.038873782,1.048983554,0.080933,2.386446,-0.238372
02-20-22 144,0,0,0,0,-0.15419,0,1.026733,0,-0.149704,0,0,1.048983554,0.080933,2.386446,-0.238372
02-20-22 192,0,0,0,0,-0.15419,0,1.026733,0,-0.149704,0,0,1.048983554,0.080933,2.386446,-0.238372
02-20-22 250,0,0,0,0,-0.15419,0,1.026733,0,-0.149704,0,0,1.048983554,-0.15657,1.399021,-0.261033
02-20-22 300,0,0,0,0,-0.203491,0.049301,0.970154,0.056579,-0.132523,0.017181,0.076986743,1.000084855,-0.15657,1.399021,-0.261033
02-20-22 350,0,0,0,0,-0.203491,0,0.970154,0,-0.132523,0,0,1.000084855,-0.15657,1.399021,-0.261033
02-20-22 398,0,0,0.24,0,-0.203491,0,0.970154,0,-0.132523,0,0,1.000084855,-0.15657,1.399021,-0.261033
02-20-22 457,0,0,1.28,0.04,-0.203491,0,0.970154,0,-0.132523,0,0,1.000084855,-1.584778,3.476557,-0.426501
02-20-22 507,0,0,1.08,0.08,0.065613,0.269104,1.474243,0.504089,0.054764,0.187287,0.601331109,1.47671818,-1.584778,3.476557,-0.426501
02-20-22 565,0,0.6,0.6,0.28,0.065613,0,1.474243,0,0.054764,0,0,1.47671818,-1.584778,3.476557,-0.426501
02-20-22 611,1.6,0,0.12,0.04,0.065613,0,1.474243,0,0.054764,0,0,1.47671818,-0.789394,1.807138,0.571177
02-20-22 662,0,0,0.04,0,0.065613,0,1.474243,0,0.054764,0,0,1.47671818,-0.789394,1.807138,0.571177
02-20-22 709,0,0,0,0,-0.108994,0.174607,0.643204,0.831039,-0.007889,0.062653,0.851492115,0.652421117,-0.789394,1.807138,0.571177
02-20-22 764,0,0,0,0,-0.108994,0,0.643204,0,-0.007889,0,0,0.652421117,-0.789394,1.807138,0.571177
02-20-22 821,0,0,0,0,-0.108994,0,0.643204,0,-0.007889,0,0,0.652421117,0.027831,1.79637,0.248399
02-20-22 865,0,0,0,0,-0.344543,0.235549,0.913086,0.269882,-0.574326,0.566437,0.670201835,1.1323808,0.027831,1.79637,0.248399
02-20-22 914,0,0,0,0,-0.344543,0,0.913086,0,-0.574326,0,0,1.1323808,0.027831,1.79637,0.248399
02-20-22 967,0,0,0,0,-0.344543,0,0.913086,0,-0.574326,0,0,1.1323808,0.027831,1.79637,0.248399
02-20-23 023,0,0,0,0,-0.344543,0,0.913086,0,-0.574326,0,0,1.1323808,0.124823,0.291868,0.116352
02-20-23 071,0,0,0,0,-0.123108,0.221435,1.03566,0.122574,0.043106,0.617432,0.667293128,1.043841627,0.124823,0.291868,0.116352
02-20-23 124,0,0,0,0,-0.123108,0,1.03566,0,0.043106,0,0,1.043841627,0.124823,0.291868,0.116352
02-20-23 179,0,0,0,0,-0.123108,0,1.03566,0,0.043106,0,0,1.043841627,0.124823,0.291868,0.116352
02-20-23 227,0,0,0,0,-0.123108,0,1.03566,0,0.043106,0,0,1.043841627,0.315519,0.784638,-0.147193
02-20-23 284,0,0,0,0,-0.188507,0.065399,1.063324,0.027664,-0.09613,0.139236,0.15629776,1.084174246,0.315519,0.784638,-0.147193
02-20-23 324,0,0,0,0,-0.188507,0,1.063324,0,-0.09613,0,0,1.084174246,0.315519,0.784638,-0.147193
02-20-23 383,0,0,0,0,-0.188507,0,1.063324,0,-0.09613,0,0,1.084174246,0.315519,0.784638,-0.147193
02-20-23 432,0,0,0,0.16,-0.188507,0,1.063324,0,-0.09613,0,0,1.084174246,-0.098646,0.182358,0.492109
02-20-23 484,0,0,0.04,0,-0.015305,0.173202,1.40535,0.342026,0.146317,0.242447,0.453609155,1.413029204,-0.098646,0.182358,0.492109
02-20-23 533,0,0,0.04,0,-0.015305,0,1.40535,0,0.146317,0,0,1.413029204,-0.098646,0.182358,0.492109
02-20-23 594,0,0,0,0,-0.015305,0,1.40535,0,0.146317,0,0,1.413029204,-0.098646,0.182358,0.492109
02-20-23 637,0,0,0.04,0,-0.015305,0,1.40535,0,0.146317,0,0,1.413029204,-0.931513,0.401882,-0.273345
02-20-23 685,0,0,0,0,-0.052399,0.037094,0.978333,0.427017,-0.056946,0.203263,0.474378889,0.981388792,-0.931513,0.401882,-0.273345
02-20-23 744,0,0,0,0,-0.052399,0,0.978333,0,-0.056946,0,0,0.981388792,-0.931513,0.401882,-0.273345
02-20-23 793,0,0,0,0,-0.052399,0,0.978333,0,-0.056946,0,0,0.981388792,-0.931513,0.401882,-0.273345
02-20-23 845,0,0,0,0,-0.052399,0,0.978333,0,-0.056946,0,0,0.981388792,-0.031767,-0.126083,0.061405
02-20-23 892,0,0,0,0,-0.091812,0.039413,0.896347,0.081986,0.056564,0.11351,0.145463428,0.902810542,-0.031767,-0.126083,0.061405
02-20-23 949,0,0,0,0,-0.091812,0,0.896347,0,0.056564,0,0,0.902810542,-0.031767,-0.126083,0.061405
02-20-23 998,0,0,0,0,-0.091812,0,0.896347,0,0.056564,0,0,0.902810542,-0.031767,-0.126083,0.061405
02-20-24 048,0,0,0,0,-0.091812,0,0.896347,0,0.056564,0,0,0.902810542,0.403448,-0.108945,-0.093999
02-20-24 096,0,0,0,0,0.409683,0.501495,1.313828,0.417481,-0.035736,0.0923,0.659019659,1.376684872,0.403448,-0.108945,-0.093999
02-20-24 164,0,0,0,0,0.409683,0,1.313828,0,-0.035736,0,0,1.376684872,0.403448,-0.108945,-0.093999
02-20-24 207,0,0,0,0,0.409683,0,1.313828,0,-0.035736,0,0,1.376684872,0.403448,-0.108945,-0.093999
02-20-24 252,0,0,0,0,0.409683,0,1.313828,0,-0.035736,0,0,1.376684872,0.99998,-0.996582,0.133636
02-20-24 311,0,0,0,0,-0.040192,0.449875,1.04808,0.265748,-0.12027,0.084534,0.529297187,1.055723428,0.99998,-0.996582,0.133636
02-20-24 367,0,0,0,0,-0.040192,0,1.04808,0,-0.12027,0,0,1.055723428,0.99998,-0.996582,0.133636
02-20-24 410,0,0,0,0,-0.040192,0,1.04808,0,-0.12027,0,0,1.055723428,-0.047663,0.670872,-0.22842
02-20-24 458,0,0,0,0,-0.040192,0,1.04808,0,-0.12027,0,0,1.055723428,-0.047663,0.670872,-0.22842
02-20-24 515,0,0,0,0,-0.098892,0.0587,0.979355,0.068725,-0.129074,0.008804,0.090809284,0.992761775,-0.047663,0.670872,-0.22842
02-20-24 564,0,0,0,0,-0.098892,0,0.979355,0,-0.129074,0,0,0.992761775,-0.047663,0.670872,-0.22842
02-20-24 737,0,0,0,0,-0.116226,0.017334,0.93573,0.043625,-0.093704,0.03537,0.058776229,0.947565067,0.233012,0.423209,-0.016565
02-20-24 741,0,0,0,0,-0.116226,0,0.93573,0,-0.093704,0,0,0.947565067,0.233012,0.423209,-0.016565
02-20-24 743,0,0,0,0,-0.116226,0,0.93573,0,-0.093704,0,0,0.947565067,0.233012,0.423209,-0.016565
02-20-24 772,0.04,0,0,0,-0.116226,0,0.93573,0,-0.093704,0,0,0.947565067,0.233012,0.423209,-0.016565
02-20-24 829,0,0,0,0,-0.116226,0,0.93573,0,-0.093704,0,0,0.947565067,0.361967,0.289098,0.280667
02-20-24 877,0,0,0,0,-0.116226,0,0.93573,0,-0.093704,0,0,0.947565067,0.361967,0.289098,0.280667
02-20-24 926,0,0,0,0,-0.25119,0.134964,1.076279,0.140549,-0.055405,0.038299,0.198585287,1.106590537,0.361967,0.289098,0.280667
02-20-24 976,0,0,0.12,0.08,-0.25119,0,1.076279,0,-0.055405,0,0,1.106590537,0.361967,0.289098,0.280667
02-20-25 027,0,0,0.04,0.16,-0.25119,0,1.076279,0,-0.055405,0,0,1.106590537,-1.40071,-0.52388,-0.170277
02-20-25 085,0,0,0.08,0.56,-0.25119,0,1.076279,0,-0.055405,0,0,1.106590537,-1.40071,-0.52388,-0.170277
02-20-25 132,0,0,0.16,0.68,-0.073654,0.177536,1.239838,0.163559,-0.404648,0.349243,0.42454829,1.306278371,-1.40071,-0.52388,-0.170277
02-20-25 180,0,0,0.04,0.56,-0.073654,0,1.239838,0,-0.404648,0,0,1.306278371,-1.40071,-0.52388,-0.170277
02-20-25 238,0,0,0.04,0.44,-0.073654,0,1.239838,0,-0.404648,0,0,1.306278371,-0.859068,-0.38388,-0.723462
02-20-25 293,0,0,0.04,0.2,0.113617,0.187271,0.786758,0.45308,-0.035538,0.36911,0.613672637,0.795713468,-0.859068,-0.38388,-0.723462
02-20-25 339,0,0,0,0.24,0.113617,0,0.786758,0,-0.035538,0,0,0.795713468,-0.859068,-0.38388,-0.723462
02-20-25 385,0,0,0,0.08,0.113617,0,0.786758,0,-0.035538,0,0,0.795713468,-0.859068,-0.38388,-0.723462
02-20-25 446,0,0,0,0.08,0.113617,0,0.786758,0,-0.035538,0,0,0.795713468,0.620475,-0.663463,0.505396
02-20-25 494,0,0,0,0.04,-0.366943,0.48056,1.098679,0.311921,0.515594,0.551132,0.794971135,1.267903736,0.620475,-0.663463,0.505396
02-20-25 542,0,0,0,0,-0.366943,0,1.098679,0,0.515594,0,0,1.267903736,0.620475,-0.663463,0.505396
02-20-25 593,0,0,0,0,-0.366943,0,1.098679,0,0.515594,0,0,1.267903736,0.620475,-0.663463,0.505396
