,,,,,x,xdiff,y,ydiff,z,zdiff,adiff,asqur,,,
02-18-03 037,0.04,0,0,0,-0.427063,0,-0.112885,0,-0.28714,0,0,0.526854068,2.523115,-1.876088,-0.174219
02-18-03 144,0,0,0,0,-1.655289,1.228226,0.219498,0.332383,-0.371368,0.084228,1.275190935,1.710577457,-0.188921,-4.002176,4.199285
02-18-03 149,0,0,0,0,-1.655289,0,0.219498,0,-0.371368,0,0,1.710577457,-0.188921,-4.002176,4.199285
02-18-03 167,0,0,0,0,-1.655289,0,0.219498,0,-0.371368,0,0,1.710577457,-0.188921,-4.002176,4.199285
02-18-03 227,0,0,0,0,-1.655289,0,0.219498,0,-0.371368,0,0,1.710577457,-0.188921,-4.002176,4.199285
02-18-03 274,0,0,0,0,-1.655289,0,0.219498,0,-0.371368,0,0,1.710577457,0.473932,0.859357,1.993254
02-18-03 323,0,0,0,0,-1.490067,0.165222,0.216095,0.003403,0.015198,0.386566,0.420408328,1.505731614,0.473932,0.859357,1.993254
02-18-03 372,0,0,0,0,-1.490067,0,0.216095,0,0.015198,0,0,1.505731614,0.473932,0.859357,1.993254
02-18-03 430,0,0,0,0,-1.490067,0,0.216095,0,0.015198,0,0,1.505731614,0.473932,0.859357,1.993254
02-18-03 479,0,0,0,0,-1.490067,0,0.216095,0,0.015198,0,0,1.505731614,0.548437,0.078542,-0.210302
02-18-03 528,0,0,0,0,-0.850418,0.639649,0.220673,0.004578,0.491333,0.476135,0.797418547,1.006635716,0.548437,0.078542,-0.210302
02-18-03 577,0,0,0,0,-0.850418,0,0.220673,0,0.491333,0,0,1.006635716,0.548437,0.078542,-0.210302
02-18-03 635,0,0,0,0,-0.850418,0,0.220673,0,0.491333,0,0,1.006635716,0.548437,0.078542,-0.210302
02-18-03 684,0,0,0,0,-0.850418,0,0.220673,0,0.491333,0,0,1.006635716,0.548437,0.078542,-0.210302
02-18-03 733,0,0,0,0,-1.098984,0.248566,0.623322,0.402649,-0.051544,0.542877,0.720157421,1.264497106,0.548437,0.078542,-0.210302
02-18-03 782,0,0,0,0,-1.098984,0,0.623322,0,-0.051544,0,0,1.264497106,0.722113,-0.47339,0.677974
02-18-03 881,0,0,0,0,-1.098984,0,0.623322,0,-0.051544,0,0,1.264497106,0.722113,-0.47339,0.677974
02-18-03 896,0,0,0,0,-1.098984,0,0.623322,0,-0.051544,0,0,1.264497106,0.722113,-0.47339,0.677974
02-18-03 939,0,0,0,0,-0.545654,0.55333,0.634964,0.011642,-0.390823,0.339279,0.649168595,0.923937328,0.722113,-0.47339,0.677974
02-18-03 997,0,0,0,0,-0.545654,0,0.634964,0,-0.390823,0,0,0.923937328,-0.877655,0.766351,1.179121
02-18-04 046,0,0,0,0,-0.545654,0,0.634964,0,-0.390823,0,0,0.923937328,-0.877655,0.766351,1.179121
02-18-04 095,0,0,0,0.04,-0.545654,0,0.634964,0,-0.390823,0,0,0.923937328,-0.877655,0.766351,1.179121
02-18-04 144,0,0,0,0.12,-0.139191,0.406463,1.174667,0.539703,-0.255585,0.135238,0.689043406,1.210181965,-0.877655,0.766351,1.179121
02-18-04 202,0,0,0,0.28,-0.139191,0,1.174667,0,-0.255585,0,0,1.210181965,-0.060797,-0.895085,1.866574
02-18-04 252,0,0,0,0.32,-0.139191,0,1.174667,0,-0.255585,0,0,1.210181965,-0.060797,-0.895085,1.866574
02-18-04 300,0,0,0,0.44,-0.139191,0,1.174667,0,-0.255585,0,0,1.210181965,-0.060797,-0.895085,1.866574
02-18-04 358,0,0,0.04,0.48,0.043228,0.182419,0.968948,0.205719,0.038589,0.294174,0.402660329,0.970679142,-0.394668,0.887572,0.161625
02-18-04 407,0,0,0,0.52,0.043228,0,0.968948,0,0.038589,0,0,0.970679142,-0.394668,0.887572,0.161625
02-18-04 456,0,0,0,0.56,0.043228,0,0.968948,0,0.038589,0,0,0.970679142,-0.394668,0.887572,0.161625
02-18-04 512,0,0,0,0.6,0.043228,0,0.968948,0,0.038589,0,0,0.970679142,-0.394668,0.887572,0.161625
02-18-04 563,0,0,0,0.64,0.05098,0.007752,0.963852,0.005096,-0.038361,0.07695,0.077507195,0.965961285,0.356742,0.817115,-0.055681
02-18-04 612,0,0,0.04,0.72,0.05098,0,0.963852,0,-0.038361,0,0,0.965961285,0.356742,0.817115,-0.055681
02-18-04 661,0,0,0,0.76,0.05098,0,0.963852,0,-0.038361,0,0,0.965961285,0.356742,0.817115,-0.055681
02-18-04 720,0,0,0.04,0.92,0.05098,0,0.963852,0,-0.038361,0,0,0.965961285,0.356742,0.817115,-0.055681
02-18-04 768,0,0,0,0.96,0.087189,0.036209,1.113617,0.149765,-0.075867,0.037506,0.15857915,1.119598386,0.269721,0.794529,-0.069008
02-18-04 817,0,0,0.04,1.2,0.087189,0,1.113617,0,-0.075867,0,0,1.119598386,0.269721,0.794529,-0.069008
02-18-04 866,0,0,0.04,1.44,0.087189,0,1.113617,0,-0.075867,0,0,1.119598386,0.269721,0.794529,-0.069008
02-18-04 924,0,0,0,1.4,0.087189,0,1.113617,0,-0.075867,0,0,1.119598386,0.269721,0.794529,-0.069008
02-18-04 973,0,0,0,0.76,0.054916,0.032273,1.072708,0.040909,-0.146576,0.070709,0.08783425,1.084067684,0.106163,0.920813,-0.265349
02-18-05 022,0,0,0,0,0.054916,0,1.072708,0,-0.146576,0,0,1.084067684,0.106163,0.920813,-0.265349
02-18-05 071,0,0,0,0,0.054916,0,1.072708,0,-0.146576,0,0,1.084067684,0.106163,0.920813,-0.265349
02-18-05 130,0,0,0,0,-0.231796,0.286712,0.931656,0.141052,-0.132919,0.013657,0.319821749,0.969216048,0.106163,0.920813,-0.265349
02-18-05 178,0,0,0,0,-0.231796,0,0.931656,0,-0.132919,0,0,0.969216048,-0.146593,0.005196,-0.387297
02-18-05 227,0,0,0,0,-0.231796,0,0.931656,0,-0.132919,0,0,0.969216048,-0.146593,0.005196,-0.387297
02-18-05 276,0,0,0,0,-0.231796,0,0.931656,0,-0.132919,0,0,0.969216048,-0.146593,0.005196,-0.387297
02-18-05 335,0,0,0,0,-0.072861,0.158935,1.001923,0.070267,-0.173462,0.040543,0.178441924,1.019434887,-0.146593,0.005196,-0.387297
02-18-05 383,0,0,0,0,-0.072861,0,1.001923,0,-0.173462,0,0,1.019434887,-0.165603,0.146387,0.094382
02-18-05 432,0,0,0,0,-0.072861,0,1.001923,0,-0.173462,0,0,1.019434887,-0.165603,0.146387,0.094382
02-18-05 491,0,0,0,0,-0.072861,0,1.001923,0,-0.173462,0,0,1.019434887,-0.165603,0.146387,0.094382
02-18-05 540,0,0,0,0,-0.292267,0.219406,1.02446,0.022537,-0.081604,0.091858,0.238924259,1.068455663,-0.165603,0.146387,0.094382
02-18-05 589,0,0,0,0,-0.292267,0,1.02446,0,-0.081604,0,0,1.068455663,0.21947,-0.788431,-0.014358
02-18-05 638,0,0,0,0,-0.292267,0,1.02446,0,-0.081604,0,0,1.068455663,0.21947,-0.788431,-0.014358
02-18-05 696,0,0,0,0.56,-0.292267,0,1.02446,0,-0.081604,0,0,1.068455663,0.21947,-0.788431,-0.014358
02-18-05 745,0,0,0.08,0.8,-0.441055,0.148788,1.020599,0.003861,-0.306396,0.224792,0.26960011,1.153269414,0.21947,-0.788431,-0.014358
02-18-05 803,0,0,0.16,0.68,-0.441055,0,1.020599,0,-0.306396,0,0,1.153269414,-0.352452,-2.528771,-0.305504
02-18-05 853,0,0,0.2,0.48,-0.441055,0,1.020599,0,-0.306396,0,0,1.153269414,-0.352452,-2.528771,-0.305504
02-18-05 901,0,0,0.2,0.56,-0.441055,0,1.020599,0,-0.306396,0,0,1.153269414,-0.352452,-2.528771,-0.305504
02-18-05 950,0,0,0.2,0.44,0.478668,0.919723,1.208588,0.187989,-0.256149,0.050247,0.940082455,1.324922759,-0.352452,-2.528771,-0.305504
02-18-05 999,0,0,0,0.16,0.478668,0,1.208588,0,-0.256149,0,0,1.324922759,1.476703,-3.859167,0.597849
02-18-06 058,0,0,0,0,0.478668,0,1.208588,0,-0.256149,0,0,1.324922759,1.476703,-3.859167,0.597849
02-18-06 106,0,0,0,0,0.478668,0,1.208588,0,-0.256149,0,0,1.324922759,1.476703,-3.859167,0.597849
02-18-06 155,0,0,0,0,-0.232529,0.711197,1.203033,0.005555,0.151245,0.407394,0.819635225,1.23459839,1.476703,-3.859167,0.597849
02-18-06 204,0,0,0,0,-0.232529,0,1.203033,0,0.151245,0,0,1.23459839,0.499439,-0.773221,0.130485
02-18-06 262,0,0,0,0,-0.232529,0,1.203033,0,0.151245,0,0,1.23459839,0.499439,-0.773221,0.130485
02-18-06 311,0,0,0,0,-0.232529,0,1.203033,0,0.151245,0,0,1.23459839,0.499439,-0.773221,0.130485
02-18-06 360,0,0,0,0,-0.057739,0.17479,1.024124,0.178909,-0.038406,0.189651,0.313890867,1.026469084,0.499439,-0.773221,0.130485
02-18-06 418,0,0,0,0,-0.057739,0,1.024124,0,-0.038406,0,0,1.026469084,0.229103,-1.368623,0.156005
02-18-06 468,0,0,0,0,-0.057739,0,1.024124,0,-0.038406,0,0,1.026469084,0.229103,-1.368623,0.156005
02-18-06 516,0,0,0,0,-0.057739,0,1.024124,0,-0.038406,0,0,1.026469084,0.229103,-1.368623,0.156005
02-18-06 565,0,0,0,0,-0.037643,0.020096,0.969376,0.054748,-0.052048,0.013642,0.059894047,0.971501837,0.229103,-1.368623,0.156005
02-18-06 624,0,0,0,0,-0.037643,0,0.969376,0,-0.052048,0,0,0.971501837,0.049559,-0.623452,0.438222
02-18-06 673,0,0,0,0.08,-0.037643,0,0.969376,0,-0.052048,0,0,0.971501837,0.049559,-0.623452,0.438222
02-18-06 721,0,0,0,0.48,-0.037643,0,0.969376,0,-0.052048,0,0,0.971501837,0.049559,-0.623452,0.438222
02-18-06 780,0,0,0.16,0.88,0.107651,0.145294,0.819672,0.149704,-0.950531,0.898483,0.922384592,1.259746049,-1.406937,-2.014433,0.063617
02-18-06 829,0,0,0.12,0.92,0.107651,0,0.819672,0,-0.950531,0,0,1.259746049,-1.406937,-2.014433,0.063617
02-18-06 878,0,0,0.04,0.88,0.107651,0,0.819672,0,-0.950531,0,0,1.259746049,-1.406937,-2.014433,0.063617
02-18-06 926,0,0,0,0,0.107651,0,0.819672,0,-0.950531,0,0,1.259746049,-1.406937,-2.014433,0.063617
02-18-06 985,0,0,0,0,-0.619919,0.72757,1.243774,0.424102,-0.29805,0.652481,1.065341291,1.421304729,1.031969,-1.770161,0.240789
02-18-07 034,0,0,0,0,-0.619919,0,1.243774,0,-0.29805,0,0,1.421304729,1.031969,-1.770161,0.240789
02-18-07 083,0,0,0,0,-0.619919,0,1.243774,0,-0.29805,0,0,1.421304729,1.031969,-1.770161,0.240789
02-18-07 132,0,0,0,0,-0.619919,0,1.243774,0,-0.29805,0,0,1.421304729,1.031969,-1.770161,0.240789
02-18-07 190,0,0,0,0,-0.06044,0.559479,1.003525,0.240249,0.114197,0.412247,0.735312126,1.011808467,0.562391,-0.627363,0.191618
02-18-07 239,0,0,0,0,-0.06044,0,1.003525,0,0.114197,0,0,1.011808467,0.562391,-0.627363,0.191618
02-18-07 288,0,0,0,0,-0.06044,0,1.003525,0,0.114197,0,0,1.011808467,0.562391,-0.627363,0.191618
02-18-07 337,0,0,0,0,-0.06044,0,1.003525,0,0.114197,0,0,1.011808467,0.562391,-0.627363,0.191618
02-18-07 395,0,0,0.04,0.24,-0.447052,0.386612,1.045471,0.041946,0.143341,0.029144,0.389971381,1.146041773,-0.654803,-0.655877,0.285454
02-18-07 444,0,0,0.12,0.56,-0.447052,0,1.045471,0,0.143341,0,0,1.146041773,-0.654803,-0.655877,0.285454
02-18-07 493,0,0,0.16,0.8,-0.447052,0,1.045471,0,0.143341,0,0,1.146041773,-0.654803,-0.655877,0.285454
02-18-07 552,0,0,0.16,1.12,-0.148605,0.298447,1.141006,0.095535,-0.304626,0.447967,0.546691852,1.190283638,-0.654803,-0.655877,0.285454
02-18-07 601,0,0,0.04,1.28,-0.148605,0,1.141006,0,-0.304626,0,0,1.190283638,-0.422168,0.113137,-0.870185
02-18-07 655,0,0,0.04,1.4,-0.148605,0,1.141006,0,-0.304626,0,0,1.190283638,-0.422168,0.113137,-0.870185
02-18-07 708,0,0,0,1.56,-0.148605,0,1.141006,0,-0.304626,0,0,1.190283638,-0.422168,0.113137,-0.870185
02-18-07 757,0,0,0,1.4,0.140396,0.289001,0.813232,0.327774,0.1978,0.502426,0.665874807,0.848635471,-0.422168,0.113137,-0.870185
02-18-07 808,0,0,0,1.36,0.140396,0,0.813232,0,0.1978,0,0,0.848635471,0.388878,-0.476313,0.565179
02-18-07 854,0,0,0,0.88,0.140396,0,0.813232,0,0.1978,0,0,0.848635471,0.388878,-0.476313,0.565179
02-18-07 913,0,0,0,0,0.140396,0,0.813232,0,0.1978,0,0,0.848635471,0.388878,-0.476313,0.565179
02-18-07 962,0,0,0,0,-0.255295,0.395691,1.071762,0.25853,-0.340256,0.538056,0.716179717,1.153093,0.388878,-0.476313,0.565179
02-18-08 011,0,0,0,0,-0.255295,0,1.071762,0,-0.340256,0,0,1.153093,0.470762,-1.244233,0.125363
02-18-08 059,0,0,0,0,-0.255295,0,1.071762,0,-0.340256,0,0,1.153093,0.470762,-1.244233,0.125363
02-18-08 118,0,0,0,0,-0.255295,0,1.071762,0,-0.340256,0,0,1.153093,0.470762,-1.244233,0.125363
02-18-08 167,0,0,0,0,-0.132034,0.123261,0.990677,0.081085,-0.013382,0.326874,0.358628866,0.999526375,0.470762,-1.244233,0.125363
02-18-08 215,0,0,0,0,-0.132034,0,0.990677,0,-0.013382,0,0,0.999526375,0.21282,0.292126,-0.169284
02-18-08 264,0,0,0,0,-0.132034,0,0.990677,0,-0.013382,0,0,0.999526375,0.21282,0.292126,-0.169284
02-18-08 323,0,0,0,0,-0.132034,0,0.990677,0,-0.013382,0,0,0.999526375,0.21282,0.292126,-0.169284
02-18-08 373,0,0,0,0,-0.070908,0.061126,1.070435,0.079758,-0.158707,0.145325,0.176683565,1.084456982,0.21282,0.292126,-0.169284
02-18-08 421,0,0,0,0,-0.070908,0,1.070435,0,-0.158707,0,0,1.084456982,0.483003,0.256484,0.185858
02-18-08 479,0,0,0,0,-0.070908,0,1.070435,0,-0.158707,0,0,1.084456982,0.483003,0.256484,0.185858
02-18-08 528,0,0,0,0,-0.070908,0,1.070435,0,-0.158707,0,0,1.084456982,0.483003,0.256484,0.185858
02-18-08 577,0,0,0.16,0.4,-0.339874,0.268966,1.448929,0.378494,0.204941,0.363648,0.589779862,1.5023017,-1.365211,0.073493,-0.061971
02-18-08 626,0,0,0.16,0.4,-0.339874,0,1.448929,0,0.204941,0,0,1.5023017,-1.365211,0.073493,-0.061971
02-18-08 684,0,0,0.2,0.56,-0.339874,0,1.448929,0,0.204941,0,0,1.5023017,-1.365211,0.073493,-0.061971
02-18-08 733,0,0,0.08,0.44,-0.339874,0,1.448929,0,0.204941,0,0,1.5023017,-1.365211,0.073493,-0.061971
02-18-08 782,0,0,0,0.24,-0.001358,0.338516,0.859726,0.589203,-0.273972,0.478913,0.831330812,0.902325493,-0.442469,-0.354187,-0.512206
02-18-08 831,0,0,0,0.16,-0.001358,0,0.859726,0,-0.273972,0,0,0.902325493,-0.442469,-0.354187,-0.512206
02-18-08 889,0,0,0,0.08,-0.001358,0,0.859726,0,-0.273972,0,0,0.902325493,-0.442469,-0.354187,-0.512206
02-18-08 938,0,0,0,0.08,-0.001358,0,0.859726,0,-0.273972,0,0,0.902325493,-0.442469,-0.354187,-0.512206
02-18-08 987,0,0,0,0.12,-0.01741,0.016052,0.868301,0.008575,0.14238,0.416352,0.416749547,0.880069201,-0.052976,-0.702591,0.251997
02-18-09 099,0,0,0,0,-0.01741,0,0.868301,0,0.14238,0,0,0.880069201,-0.052976,-0.702591,0.251997
02-18-09 104,0,0,0,0.04,-0.01741,0,0.868301,0,0.14238,0,0,0.880069201,-0.052976,-0.702591,0.251997
02-18-09 145,0,0,0,0,-0.01741,0,0.868301,0,0.14238,0,0,0.880069201,-0.052976,-0.702591,0.251997
02-18-09 192,0,0,0,0,0.042938,0.060348,0.805923,0.062378,-0.251038,0.393418,0.40287792,0.845207449,0.545604,0.056642,0.322466
02-18-09 251,0,0,0,0,0.042938,0,0.805923,0,-0.251038,0,0,0.845207449,0.545604,0.056642,0.322466
02-18-09 300,0,0,0,0,0.042938,0,0.805923,0,-0.251038,0,0,0.845207449,0.545604,0.056642,0.322466
02-18-09 348,0,0,0,0,0.042938,0,0.805923,0,-0.251038,0,0,0.845207449,0.545604,0.056642,0.322466
02-18-09 397,0,0,0,0,-0.102219,0.145157,0.978302,0.172379,0.010468,0.261506,0.345210751,0.983683438,0.373482,-0.406896,-0.118516
02-18-09 501,0,0,0,0,-0.102219,0,0.978302,0,0.010468,0,0,0.983683438,0.373482,-0.406896,-0.118516
02-18-09 506,0,0,0,0,-0.102219,0,0.978302,0,0.010468,0,0,0.983683438,0.373482,-0.406896,-0.118516
02-18-09 553,0,0,0,0,-0.102219,0,0.978302,0,0.010468,0,0,0.983683438,0.373482,-0.406896,-0.118516
02-18-09 612,0,0,0,0,-0.212784,0.110565,0.955582,0.02272,-0.210037,0.220505,0.247716113,1.001263967,0.274982,0.465109,0.034563
02-18-09 662,0,0,0,0,-0.212784,0,0.955582,0,-0.210037,0,0,1.001263967,0.274982,0.465109,0.034563
02-18-09 710,0,0,0,0,-0.212784,0,0.955582,0,-0.210037,0,0,1.001263967,0.274982,0.465109,0.034563
02-18-09 759,0,0,0,0.08,-0.212784,0,0.955582,0,-0.210037,0,0,1.001263967,0.274982,0.465109,0.034563
02-18-09 818,0,0,0.24,0.36,-0.396744,0.18396,1.398239,0.442657,0.171631,0.381668,0.612745431,1.463535207,-1.25901,0.115441,-0.058538
02-18-09 866,0,0,0.52,0.2,-0.396744,0,1.398239,0,0.171631,0,0,1.463535207,-1.25901,0.115441,-0.058538
02-18-09 915,0,0,0.6,0.2,-0.396744,0,1.398239,0,0.171631,0,0,1.463535207,-1.25901,0.115441,-0.058538
02-18-09 964,0,0,0.32,0.16,-0.396744,0,1.398239,0,0.171631,0,0,1.463535207,-1.25901,0.115441,-0.058538
02-18-10 022,0,0,0.16,0.16,0.062729,0.459473,0.781311,0.616928,-0.163284,0.334915,0.838977742,0.800651904,0.001523,0.402575,-0.701089
02-18-10 071,0,0,0.16,0.16,0.062729,0,0.781311,0,-0.163284,0,0,0.800651904,0.001523,0.402575,-0.701089
02-18-10 120,0,0,0.12,0.16,0.062729,0,0.781311,0,-0.163284,0,0,0.800651904,0.001523,0.402575,-0.701089
02-18-10 179,0,0,0.08,0.08,-0.038666,0.101395,0.904373,0.123062,0.075623,0.238907,0.28723119,0.908352586,0.001523,0.402575,-0.701089
02-18-10 227,0,0,0.04,0.12,-0.038666,0,0.904373,0,0.075623,0,0,0.908352586,-0.012831,-0.385283,0.167294
02-18-10 280,0,0,0,0.12,-0.038666,0,0.904373,0,0.075623,0,0,0.908352586,-0.012831,-0.385283,0.167294
02-18-10 325,0,0,0,0.04,-0.038666,0,0.904373,0,0.075623,0,0,0.908352586,-0.012831,-0.385283,0.167294
02-18-10 384,0,0,0,0,-0.038422,0.000244,1.061401,0.157028,-0.012833,0.088456,0.180228511,1.062173723,-0.012831,-0.385283,0.167294
02-18-10 476,0,0,0,0,-0.038422,0,1.061401,0,-0.012833,0,0,1.062173723,-0.036131,0.077346,0.256853
02-18-10 486,0,0,0,0,-0.038422,0,1.061401,0,-0.012833,0,0,1.062173723,-0.036131,0.077346,0.256853
02-18-10 530,0,0,0,0,-0.038422,0,1.061401,0,-0.012833,0,0,1.062173723,-0.036131,0.077346,0.256853
02-18-10 589,0,0,0,0,-0.209,0.170578,1.045883,0.015518,-0.105591,0.092758,0.194786316,1.071775027,0.396314,-0.020427,-0.02679
02-18-10 638,0,0,0,0,-0.209,0,1.045883,0,-0.105591,0,0,1.071775027,0.396314,-0.020427,-0.02679
02-18-10 709,0,0,0,0,-0.209,0,1.045883,0,-0.105591,0,0,1.071775027,0.396314,-0.020427,-0.02679
02-18-10 777,0,0,0,0,-0.209,0,1.045883,0,-0.105591,0,0,1.071775027,0.396314,-0.020427,-0.02679
02-18-10 794,0,0,0,0,-0.129761,0.079239,0.985916,0.059967,-0.007751,0.09784,0.139454386,0.994448769,0.343325,0.63267,-0.006438
02-18-10 845,0,0,0,0,-0.129761,0,0.985916,0,-0.007751,0,0,0.994448769,0.343325,0.63267,-0.006438
02-18-10 896,0,0,0,0,-0.129761,0,0.985916,0,-0.007751,0,0,0.994448769,0.343325,0.63267,-0.006438
02-18-10 981,0,0,0,0,-0.129761,0,0.985916,0,-0.007751,0,0,0.994448769,0.343325,0.63267,-0.006438
02-18-10 999,0,0,0,0,-0.081711,0.04805,1.120605,0.134689,0.039505,0.047256,0.15060896,1.124274388,0.293566,0.611878,0.299427
02-18-11 049,0.04,0,0.12,0.16,-0.081711,0,1.120605,0,0.039505,0,0,1.124274388,0.293566,0.611878,0.299427
02-18-11 097,0,0,0.36,0.16,-0.081711,0,1.120605,0,0.039505,0,0,1.124274388,0.293566,0.611878,0.299427
02-18-11 155,0,0,0.56,0.2,-0.081711,0,1.120605,0,0.039505,0,0,1.124274388,0.293566,0.611878,0.299427
02-18-11 204,0,0,0.8,0.16,-0.136673,0.054962,1.172607,0.052002,-0.28624,0.325745,0.334417156,1.214751013,-1.951734,-0.468042,-0.146727
02-18-11 256,0,0,0.72,0.16,-0.136673,0,1.172607,0,-0.28624,0,0,1.214751013,-1.951734,-0.468042,-0.146727
02-18-11 311,0,0,0.44,0.12,-0.136673,0,1.172607,0,-0.28624,0,0,1.214751013,-1.951734,-0.468042,-0.146727
02-18-11 360,0,0,0.28,0.08,-0.136673,0,1.172607,0,-0.28624,0,0,1.214751013,-1.951734,-0.468042,-0.146727
02-18-11 415,0,0,0.12,0.16,0.099976,0.236649,0.8311,0.341507,0.044205,0.330445,0.530870679,0.838258011,0.0959,-0.788854,-0.596905
02-18-11 459,0,0,0.04,0.08,0.099976,0,0.8311,0,0.044205,0,0,0.838258011,0.0959,-0.788854,-0.596905
02-18-11 517,0,0,0,0.2,0.099976,0,0.8311,0,0.044205,0,0,0.838258011,0.0959,-0.788854,-0.596905
02-18-11 625,0,0,0,0.08,-0.192108,0.292084,1.055817,0.224717,0.328598,0.284393,0.465499916,1.122333135,0.618546,-0.00641,0.052152
02-18-11 630,0,0,0,0,-0.192108,0,1.055817,0,0.328598,0,0,1.122333135,0.618546,-0.00641,0.052152
02-18-11 663,0,0,0,0,-0.192108,0,1.055817,0,0.328598,0,0,1.122333135,0.618546,-0.00641,0.052152
02-18-11 722,0,0,0,0,-0.192108,0,1.055817,0,0.328598,0,0,1.122333135,0.618546,-0.00641,0.052152
02-18-11 771,0,0,0,0,-0.192108,0,1.055817,0,0.328598,0,0,1.122333135,0.618546,-0.00641,0.052152
02-18-11 820,0,0,0,0,-0.277435,0.085327,1.09816,0.042343,0.003204,0.325394,0.339049969,1.132667573,0.435016,-0.518047,0.073431
02-18-11 878,0,0,0,0,-0.277435,0,1.09816,0,0.003204,0,0,1.132667573,0.435016,-0.518047,0.073431
02-18-11 927,0,0,0,0,-0.277435,0,1.09816,0,0.003204,0,0,1.132667573,0.435016,-0.518047,0.073431
02-18-11 976,0,0,0,0,-0.277435,0,1.09816,0,0.003204,0,0,1.132667573,0.435016,-0.518047,0.073431
02-18-12 024,0,0,0,0,-0.147308,0.130127,0.978775,0.119385,-0.019928,0.023132,0.178103632,0.989998623,0.469523,-0.03309,-0.056581
02-18-12 083,0,0,0,0,-0.147308,0,0.978775,0,-0.019928,0,0,0.989998623,0.469523,-0.03309,-0.056581
02-18-12 135,0,0,0,0,-0.147308,0,0.978775,0,-0.019928,0,0,0.989998623,0.469523,-0.03309,-0.056581
02-18-12 189,0,0,0,0,-0.147308,0,0.978775,0,-0.019928,0,0,0.989998623,0.469523,-0.03309,-0.056581
02-18-12 245,0,0,0,0,-0.038147,0.109161,1.015686,0.036911,-0.05986,0.039932,0.121955363,1.01816328,0.366889,0.425451,0.214515
02-18-12 288,0,0,0,0,-0.038147,0,1.015686,0,-0.05986,0,0,1.01816328,0.366889,0.425451,0.214515
