,,,,,x,xdiff,y,ydiff,z,zdiff,adiff,asqur,,,
02-22-09 006,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0
02-22-09 015,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0
02-22-09 021,0,0,0.04,0.12,-1.307007,1.307007,0.585968,0.585968,-0.257263,0.257263,1.45526975,1.45526975,0,0,0
02-22-09 059,0,0,0.12,0.12,-1.307007,0,0.585968,0,-0.257263,0,0,1.45526975,0,0,0
02-22-09 109,0,0,0.12,0.08,-1.307007,0,0.585968,0,-0.257263,0,0,1.45526975,0,0,0
02-22-09 164,0,0,0.2,0.12,-1.307007,0,0.585968,0,-0.257263,0,0,1.45526975,0,0,0
02-22-09 223,0,0,0.24,0.12,-0.877518,0.429489,0.465317,0.120651,0.067734,0.324997,0.551942492,0.995562979,0,0,0
02-22-09 261,0,0,0.2,0.12,-0.877518,0,0.465317,0,0.067734,0,0,0.995562979,-0.024392,-0.499502,-1.256394
02-22-09 309,0,0,0.2,0.16,-0.877518,0,0.465317,0,0.067734,0,0,0.995562979,-0.024392,-0.499502,-1.256394
02-22-09 367,0,0,0,0,-0.877518,0,0.465317,0,0.067734,0,0,0.995562979,-0.024392,-0.499502,-1.256394
02-22-09 415,0,0,0.16,0.12,-0.877518,0,0.465317,0,0.067734,0,0,0.995562979,-0.024392,-0.499502,-1.256394
02-22-09 464,0,0,0.16,0.12,-0.657578,0.21994,0.955811,0.490494,-0.107513,0.175247,0.565393207,1.165136275,-0.024392,-0.499502,-1.256394
02-22-09 513,0,0,0.16,0.12,-0.657578,0,0.955811,0,-0.107513,0,0,1.165136275,-0.024392,-0.499502,-1.256394
02-22-09 572,0,0,0.04,0.08,-0.657578,0,0.955811,0,-0.107513,0,0,1.165136275,-3.056622,4.097854,-1.456334
02-22-09 620,0,0,0.16,0.16,-0.657578,0,0.955811,0,-0.107513,0,0,1.165136275,-3.056622,4.097854,-1.456334
02-22-09 670,0,0.04,0.2,0.16,-0.867737,0.210159,0.341019,0.614792,-0.552063,0.44455,0.787248824,1.083528964,-3.056622,4.097854,-1.456334
02-22-09 725,0,0,0.16,0.12,-0.867737,0,0.341019,0,-0.552063,0,0,1.083528964,-3.056622,4.097854,-1.456334
02-22-09 778,0,0,0.12,0.08,-0.867737,0,0.341019,0,-0.552063,0,0,1.083528964,1.210224,3.239831,-1.840665
02-22-09 826,0,0,0.12,0.08,-0.867737,0,0.341019,0,-0.552063,0,0,1.083528964,1.210224,3.239831,-1.840665
02-22-09 875,0,0,0.12,0.08,-0.271347,0.59639,0.200195,0.140824,-0.786896,0.234833,0.656246119,0.856103117,1.210224,3.239831,-1.840665
02-22-09 935,0,0,0.12,0.08,-0.271347,0,0.200195,0,-0.786896,0,0,0.856103117,1.210224,3.239831,-1.840665
02-22-09 981,0,0,0.16,0.08,-0.271347,0,0.200195,0,-0.786896,0,0,0.856103117,1.210224,3.239831,-1.840665
02-22-10 033,0,0,0.12,0.12,-0.271347,0,0.200195,0,-0.786896,0,0,0.856103117,0.497897,0.615731,0.09233
02-22-10 079,0,0,0.12,0.08,-0.265396,0.005951,0.051376,0.148819,-0.8927,0.105804,0.182693721,0.932731376,0.497897,0.615731,0.09233
02-22-10 162,0,0,0.08,0.08,-0.265396,0,0.051376,0,-0.8927,0,0,0.932731376,0.497897,0.615731,0.09233
02-22-10 191,0,0,0.04,0,-0.265396,0,0.051376,0,-0.8927,0,0,0.932731376,0.497897,0.615731,0.09233
02-22-10 241,0,0,0.08,0.08,-0.265396,0,0.051376,0,-0.8927,0,0,0.932731376,0.126355,0.436121,-0.026811
02-22-10 298,0,0,0.08,0.08,-0.103607,0.161789,-0.026184,0.07756,-0.951904,0.059204,0.188934771,0.957883729,0.126355,0.436121,-0.026811
02-22-10 343,0,0,0.08,0.08,-0.103607,0,-0.026184,0,-0.951904,0,0,0.957883729,0.126355,0.436121,-0.026811
02-22-10 393,0,0,0,0.04,-0.103607,0,-0.026184,0,-0.951904,0,0,0.957883729,0.126355,0.436121,-0.026811
02-22-10 440,0,0,0.08,0.08,-0.103607,0,-0.026184,0,-0.951904,0,0,0.957883729,0.082963,-0.013268,0.095571
02-22-10 508,0,0,0.08,0.04,-0.05275,0.050857,-0.008163,0.018021,-0.985428,0.033524,0.063522039,0.986872606,0.082963,-0.013268,0.095571
02-22-10 556,0,0,0.12,0.08,-0.05275,0,-0.008163,0,-0.985428,0,0,0.986872606,0.082963,-0.013268,0.095571
02-22-10 597,0,0,0.08,0.08,-0.05275,0,-0.008163,0,-0.985428,0,0,0.986872606,0.082963,-0.013268,0.095571
02-22-10 646,0,0,0.08,0.12,-0.05275,0,-0.008163,0,-0.985428,0,0,0.986872606,0.082963,-0.013268,0.095571
02-22-10 707,0,0,0.12,0.08,-0.072998,0.020248,0.590729,0.598892,-0.167023,0.818405,1.014331481,0.618212053,-0.366515,-8.874262,4.560621
02-22-10 766,0,0,0.12,0.12,-0.072998,0,0.590729,0,-0.167023,0,0,0.618212053,-0.366515,-8.874262,4.560621
02-22-10 805,0,0,0.12,0.08,-0.072998,0,0.590729,0,-0.167023,0,0,0.618212053,-0.366515,-8.874262,4.560621
02-22-10 851,0,0,0.08,0.08,-0.072998,0,0.590729,0,-0.167023,0,0,0.618212053,-0.366515,-8.874262,4.560621
02-22-10 909,0,0,0.08,0.08,-1.713226,1.640228,0.484695,0.106034,-0.392456,0.225433,1.659039222,1.823209884,1.52366,1.170985,0.06194
02-22-10 958,0,0,0.04,0.04,-1.713226,0,0.484695,0,-0.392456,0,0,1.823209884,1.52366,1.170985,0.06194
02-22-11 008,0,0,0.04,0.04,-1.713226,0,0.484695,0,-0.392456,0,0,1.823209884,1.52366,1.170985,0.06194
02-22-11 071,0,0,0,0,0.016815,1.730041,0.718246,0.233551,-0.737106,0.34465,1.779430121,1.029313031,1.52366,1.170985,0.06194
02-22-11 116,0,0,0,0,0.016815,0,0.718246,0,-0.737106,0,0,1.029313031,0.769917,-3.414664,-0.103402
02-22-11 163,0,0,0,0,0.016815,0,0.718246,0,-0.737106,0,0,1.029313031,0.769917,-3.414664,-0.103402
02-22-11 240,0,0,0,0,0.016815,0,0.718246,0,-0.737106,0,0,1.029313031,0.769917,-3.414664,-0.103402
02-22-11 280,0,0,0,0,-0.469711,0.486526,0.352661,0.365585,0.88269,1.619796,1.730346504,1.060254611,0.769917,-3.414664,-0.103402
02-22-11 332,0,0,0,0,-0.469711,0,0.352661,0,0.88269,0,0,1.060254611,0.026937,2.104097,6.438039
02-22-11 375,0,0,0,0,-0.469711,0,0.352661,0,0.88269,0,0,1.060254611,0.026937,2.104097,6.438039
02-22-11 429,0,0,0,0,-0.469711,0,0.352661,0,0.88269,0,0,1.060254611,0.026937,2.104097,6.438039
02-22-11 477,0,0,0,0,-0.077026,0.392685,0.745514,0.392853,-0.115952,0.998642,1.142725178,0.758398968,0.026937,2.104097,6.438039
02-22-11 527,0,0,0,0,-0.077026,0,0.745514,0,-0.115952,0,0,0.758398968,-0.230009,0.545602,0.063359
02-22-11 573,0,0,0,0,-0.077026,0,0.745514,0,-0.115952,0,0,0.758398968,-0.230009,0.545602,0.063359
02-22-11 632,0,0,0,0,-0.077026,0,0.745514,0,-0.115952,0,0,0.758398968,-0.230009,0.545602,0.063359
02-22-11 684,0,0,0,0,0.017044,0.09407,1.148987,0.403473,0.106522,0.222474,0.470249197,1.154040104,-0.230009,0.545602,0.063359
02-22-11 732,0,0,0.04,0,0.017044,0,1.148987,0,0.106522,0,0,1.154040104,-0.987401,0.319575,-0.142716
02-22-11 778,0,0,0.12,0.04,0.017044,0,1.148987,0,0.106522,0,0,1.154040104,-0.987401,0.319575,-0.142716
02-22-11 845,0,0,0.2,0,0.017044,0,1.148987,0,0.106522,0,0,1.154040104,-0.987401,0.319575,-0.142716
02-22-11 887,0,0,0.16,0.04,0.015549,0.001495,1.003464,0.145523,-0.109116,0.215638,0.260151736,1.009498921,-0.987401,0.319575,-0.142716
02-22-11 936,0,0,0.12,0,0.015549,0,1.003464,0,-0.109116,0,0,1.009498921,-0.732837,-1.540918,0.137154
02-22-11 985,0,0,0.12,0.04,0.015549,0,1.003464,0,-0.109116,0,0,1.009498921,-0.732837,-1.540918,0.137154
02-22-12 047,0,0,0.08,0.08,0.015549,0,1.003464,0,-0.109116,0,0,1.009498921,-0.732837,-1.540918,0.137154
02-22-12 094,0,0,0.08,0.08,0.342697,0.327148,1.044693,0.041229,0.193192,0.302308,0.447343013,1.116309924,-0.732837,-1.540918,0.137154
02-22-12 141,0,0,0.12,0.12,0.342697,0,1.044693,0,0.193192,0,0,1.116309924,0.372427,-1.778688,0.021119
02-22-12 189,0,0,0.08,0.08,0.342697,0,1.044693,0,0.193192,0,0,1.116309924,0.372427,-1.778688,0.021119
02-22-12 253,0,0,0,0,0.342697,0,1.044693,0,0.193192,0,0,1.116309924,0.372427,-1.778688,0.021119
02-22-12 296,0,0,0,0,-0.020416,0.363113,1.10582,0.061127,0.138077,0.055115,0.372324085,1.114594071,0.372427,-1.778688,0.021119
02-22-12 345,0,0,0,0,-0.020416,0,1.10582,0,0.138077,0,0,1.114594071,0.173076,-0.931295,-0.005832
02-22-12 405,0,0,0,0,-0.020416,0,1.10582,0,0.138077,0,0,1.114594071,0.173076,-0.931295,-0.005832
02-22-12 453,0,0,0,0,-0.020416,0,1.10582,0,0.138077,0,0,1.114594071,0.173076,-0.931295,-0.005832
02-22-12 502,0,0,0,0,0.052521,0.072937,1.004333,0.101487,-0.021072,0.159149,0.20235568,1.005926071,0.173076,-0.931295,-0.005832
02-22-12 550,0,0,0,0,0.052521,0,1.004333,0,-0.021072,0,0,1.005926071,0.292792,-0.599973,0.08979
02-22-12 611,0,0,0,0,0.052521,0,1.004333,0,-0.021072,0,0,1.005926071,0.292792,-0.599973,0.08979
02-22-12 659,0,0,0,0,0.052521,0,1.004333,0,-0.021072,0,0,1.005926071,0.292792,-0.599973,0.08979
02-22-12 712,0,0,0,0,-0.024445,0.076966,1.019165,0.014832,-0.192719,0.171647,0.188696704,1.037514081,0.174931,-0.719354,0.026173
02-22-12 759,0,0,0,0,-0.024445,0,1.019165,0,-0.192719,0,0,1.037514081,0.174931,-0.719354,0.026173
02-22-12 814,0,0,0,0,-0.024445,0,1.019165,0,-0.192719,0,0,1.037514081,0.174931,-0.719354,0.026173
02-22-12 864,0,0,0,0,-0.024445,0,1.019165,0,-0.192719,0,0,1.037514081,0.174931,-0.719354,0.026173
02-22-12 911,0,0,0,0,0.021713,0.046158,0.98024,0.038925,-0.192444,0.000275,0.060380396,0.999187973,0.152369,-0.604956,0.194792
02-22-12 974,0,0,0,0,0.021713,0,0.98024,0,-0.192444,0,0,0.999187973,0.152369,-0.604956,0.194792
02-22-13 021,0,0,0,0,0.021713,0,0.98024,0,-0.192444,0,0,0.999187973,0.152369,-0.604956,0.194792
02-22-13 068,0,0,0,0,0.021713,0,0.98024,0,-0.192444,0,0,0.999187973,0.152369,-0.604956,0.194792
02-22-13 116,0,0,0,0,0.062149,0.040436,1.051788,0.071548,-0.171021,0.021423,0.084930156,1.06741214,0.167284,-0.443504,0.405015
02-22-13 176,0,0,0,0,0.062149,0,1.051788,0,-0.171021,0,0,1.06741214,0.167284,-0.443504,0.405015
02-22-13 224,0,0,0,0,0.062149,0,1.051788,0,-0.171021,0,0,1.06741214,0.167284,-0.443504,0.405015
02-22-13 272,0,0,0.04,0,0.062149,0,1.051788,0,-0.171021,0,0,1.06741214,0.167284,-0.443504,0.405015
02-22-13 327,0,0,0.2,0,-0.115509,0.177658,1.253876,0.202088,0.019379,0.1904,0.32962719,1.259334308,-1.298341,-1.061946,0.111255
02-22-13 380,0,0,0.4,0.12,-0.115509,0,1.253876,0,0.019379,0,0,1.259334308,-1.298341,-1.061946,0.111255
02-22-13 428,0,0,0.56,0.4,-0.115509,0,1.253876,0,0.019379,0,0,1.259334308,-1.298341,-1.061946,0.111255
02-22-13 488,1.6,0,0.52,0.4,-0.115509,0,1.253876,0,0.019379,0,0,1.259334308,-1.298341,-1.061946,0.111255
02-22-13 543,1.6,0,0.36,0.4,-0.129852,0.014343,1.046371,0.207505,-0.152573,0.171952,0.269873187,1.065378962,-0.444545,-0.460744,-1.269993
02-22-13 588,0,0,0.2,0.4,-0.129852,0,1.046371,0,-0.152573,0,0,1.065378962,-0.444545,-0.460744,-1.269993
02-22-13 640,0,0,0.24,0.44,-0.129852,0,1.046371,0,-0.152573,0,0,1.065378962,-0.444545,-0.460744,-1.269993
02-22-13 684,0,0,0.16,0.36,-0.129852,0,1.046371,0,-0.152573,0,0,1.065378962,-0.444545,-0.460744,-1.269993
02-22-13 743,0,0,0,0.04,0.166748,0.2966,0.803543,0.242828,0.394913,0.547486,0.668339672,0.910737353,-0.259247,-0.565129,0.976166
02-22-13 792,0,0,0,0,0.166748,0,0.803543,0,0.394913,0,0,0.910737353,-0.259247,-0.565129,0.976166
02-22-13 840,0,0,0,0,0.166748,0,0.803543,0,0.394913,0,0,0.910737353,-0.259247,-0.565129,0.976166
02-22-13 899,0,0,0,0,0.305588,0.13884,0.680923,0.12262,-0.59938,0.994293,1.011400405,0.957233797,-0.259247,-0.565129,0.976166
02-22-13 949,0,0,0,0,0.305588,0,0.680923,0,-0.59938,0,0,0.957233797,0.655985,-0.514178,0.224715
02-22-13 995,0,0,0,0,0.305588,0,0.680923,0,-0.59938,0,0,0.957233797,0.655985,-0.514178,0.224715
02-22-14 044,0,0,0,0,0.305588,0,0.680923,0,-0.59938,0,0,0.957233797,0.655985,-0.514178,0.224715
02-22-14 107,0,0,0,0,-0.000122,0.30571,0.945007,0.264084,0.16861,0.76799,0.867760107,0.959931027,0.655985,-0.514178,0.224715
02-22-14 156,0,0,0,0,-0.000122,0,0.945007,0,0.16861,0,0,0.959931027,0.324621,0.089588,0.049902
02-22-14 200,0,0,0,0,-0.000122,0,0.945007,0,0.16861,0,0,0.959931027,0.324621,0.089588,0.049902
02-22-14 251,0,0,0,0,-0.000122,0,0.945007,0,0.16861,0,0,0.959931027,0.324621,0.089588,0.049902
02-22-14 308,0,0,0,0,-0.004608,0.004486,1.100769,0.155762,0.023636,0.144974,0.212836523,1.101032373,0.324621,0.089588,0.049902
02-22-14 367,0,0,0,0,-0.004608,0,1.100769,0,0.023636,0,0,1.101032373,0.590398,0.196062,0.412202
02-22-14 405,0,0,0,0,-0.004608,0,1.100769,0,0.023636,0,0,1.101032373,0.590398,0.196062,0.412202
02-22-14 464,0,0,0,0,-0.004608,0,1.100769,0,0.023636,0,0,1.101032373,0.590398,0.196062,0.412202
02-22-14 523,0,0,0.6,0.48,-0.039276,0.034668,1.524155,0.423386,0.435501,0.411865,0.591684336,1.585639363,-1.389341,0.673693,-0.193536
02-22-14 564,1.6,0,0.88,0.16,-0.039276,0,1.524155,0,0.435501,0,0,1.585639363,-1.389341,0.673693,-0.193536
02-22-14 621,0,0,0.52,0.2,-0.039276,0,1.524155,0,0.435501,0,0,1.585639363,-1.389341,0.673693,-0.193536
02-22-14 671,0,0,0.2,0.12,-0.039276,0,1.524155,0,0.435501,0,0,1.585639363,-1.389341,0.673693,-0.193536
02-22-14 721,0,0,0,0.04,0.108932,0.148208,0.861435,0.66272,-0.235016,0.670517,0.95433561,0.899538193,-0.236897,0.45113,-1.270765
02-22-14 768,0,0,0,0,0.108932,0,0.861435,0,-0.235016,0,0,0.899538193,-0.236897,0.45113,-1.270765
02-22-14 827,0,0,0,0,0.108932,0,0.861435,0,-0.235016,0,0,0.899538193,-0.236897,0.45113,-1.270765
02-22-14 874,0,0,0,0,0.108932,0,0.861435,0,-0.235016,0,0,0.899538193,-0.236897,0.45113,-1.270765
02-22-14 926,0,0,0,0,0.077911,0.031021,0.82576,0.035675,0.109879,0.344895,0.34812005,0.836673829,-0.050204,-0.029318,0.253951
02-22-14 973,0,0,0,0,0.077911,0,0.82576,0,0.109879,0,0,0.836673829,-0.050204,-0.029318,0.253951
02-22-15 038,0,0,0,0,0.077911,0,0.82576,0,0.109879,0,0,0.836673829,-0.050204,-0.029318,0.253951
02-22-15 079,0,0,0,0,0.077911,0,0.82576,0,0.109879,0,0,0.836673829,-0.050204,-0.029318,0.253951
02-22-15 131,0,0,0,0,-0.147705,0.225616,0.845261,0.019501,0.357864,0.247985,0.335826486,0.929704022,0.337855,-0.119527,-0.115927
02-22-15 193,0,0,0,0,-0.147705,0,0.845261,0,0.357864,0,0,0.929704022,0.337855,-0.119527,-0.115927
02-22-15 237,0,0,0,0,-0.147705,0,0.845261,0,0.357864,0,0,0.929704022,0.337855,-0.119527,-0.115927
02-22-15 285,0,0,0.28,0.08,-0.147705,0,0.845261,0,0.357864,0,0,0.929704022,0.337855,-0.119527,-0.115927
02-22-15 338,0,0,0,0,0.003632,0.151337,1.001007,0.155746,-0.220688,0.578552,0.617966116,1.025051901,0.623608,-0.568398,0.226974
02-22-15 393,0,0,0,0,0.003632,0,1.001007,0,-0.220688,0,0,1.025051901,0.623608,-0.568398,0.226974
02-22-15 441,0,0,0,0,0.003632,0,1.001007,0,-0.220688,0,0,1.025051901,0.623608,-0.568398,0.226974
02-22-15 490,0,0,0,0,0.003632,0,1.001007,0,-0.220688,0,0,1.025051901,0.623608,-0.568398,0.226974
02-22-15 538,0,0,0,0,-0.001358,0.00499,0.99559,0.005417,-0.045609,0.175079,0.175233844,0.996635075,0.7045,0.682611,0.156298
02-22-15 600,0,0,0,0,-0.001358,0,0.99559,0,-0.045609,0,0,0.996635075,0.7045,0.682611,0.156298
02-22-15 646,0,0,0,0,-0.001358,0,0.99559,0,-0.045609,0,0,0.996635075,0.7045,0.682611,0.156298
02-22-15 697,0,0,0,0,-0.001358,0,0.99559,0,-0.045609,0,0,0.996635075,0.7045,0.682611,0.156298
02-22-15 745,0,0,0,0,-0.002029,0.000671,1.051682,0.056092,-0.239136,0.193527,0.201493083,1.078529171,0.154542,0.405527,0.544963
02-22-15 802,0,0,0.04,0.04,-0.002029,0,1.051682,0,-0.239136,0,0,1.078529171,0.154542,0.405527,0.544963
02-22-15 851,0,0,0.24,0.08,-0.002029,0,1.051682,0,-0.239136,0,0,1.078529171,0.154542,0.405527,0.544963
02-22-15 903,0,0,0.24,0.2,-0.002029,0,1.051682,0,-0.239136,0,0,1.078529171,0.154542,0.405527,0.544963
02-22-15 958,0,0,0.32,0.4,-0.029587,0.027558,1.095703,0.044021,-0.254074,0.014938,0.054041055,1.125164011,-2.192648,0.046125,-0.82459
02-22-16 007,0,0,0.16,0.44,-0.029587,0,1.095703,0,-0.254074,0,0,1.125164011,-2.192648,0.046125,-0.82459
02-22-16 056,0,0,0.12,0.36,-0.029587,0,1.095703,0,-0.254074,0,0,1.125164011,-2.192648,0.046125,-0.82459
02-22-16 105,0,0,0,0.32,-0.029587,0,1.095703,0,-0.254074,0,0,1.125164011,-2.192648,0.046125,-0.82459
02-22-16 163,0,0,0,0.04,0.234604,0.264191,0.832947,0.262756,0.015518,0.269592,0.459910259,0.865494396,-0.567972,-1.306344,-0.827131
02-22-16 212,0,0,0,0,0.234604,0,0.832947,0,0.015518,0,0,0.865494396,-0.567972,-1.306344,-0.827131
02-22-16 261,0,0,0,0,0.234604,0,0.832947,0,0.015518,0,0,0.865494396,-0.567972,-1.306344,-0.827131
02-22-16 322,0,0,0,0,0.010864,0.22374,0.898285,0.065338,0.123016,0.107498,0.256679687,0.906734197,0.195898,0.038434,0.569677
02-22-16 382,0,0,0,0,0.010864,0,0.898285,0,0.123016,0,0,0.906734197,0.195898,0.038434,0.569677
02-22-16 426,0,0,0,0,0.010864,0,0.898285,0,0.123016,0,0,0.906734197,0.195898,0.038434,0.569677
02-22-16 470,0,0,0,0,0.010864,0,0.898285,0,0.123016,0,0,0.906734197,0.195898,0.038434,0.569677
02-22-16 525,0,0,0,0,0.338455,0.327591,0.513748,0.384537,-0.424637,0.547653,0.745055955,0.74753286,0.004356,-0.467283,0.285667
02-22-16 574,0,0,0,0,0.338455,0,0.513748,0,-0.424637,0,0,0.74753286,0.004356,-0.467283,0.285667
02-22-16 626,0,0,0,0,0.338455,0,0.513748,0,-0.424637,0,0,0.74753286,0.004356,-0.467283,0.285667
02-22-16 672,0,0,0,0,0.338455,0,0.513748,0,-0.424637,0,0,0.74753286,0.004356,-0.467283,0.285667
02-22-16 751,0,0,0,0,-0.048828,0.387283,1.025604,0.511856,0.162613,0.58725,0.869969683,1.039562757,0.705752,0.947286,0.115273
02-22-16 781,0,0,0,0,-0.048828,0,1.025604,0,0.162613,0,0,1.039562757,0.705752,0.947286,0.115273
02-22-16 830,0,0,0,0,-0.048828,0,1.025604,0,0.162613,0,0,1.039562757,0.705752,0.947286,0.115273
02-22-16 886,0,0,0,0,-0.048828,0,1.025604,0,0.162613,0,0,1.039562757,0.705752,0.947286,0.115273
02-22-16 935,0,0,0,0,0.008652,0.05748,1.032501,0.006897,-0.12233,0.284943,0.290764565,1.03975853,0.523304,0.072845,0.479679
02-22-16 988,0,0,0,0,0.008652,0,1.032501,0,-0.12233,0,0,1.03975853,0.523304,0.072845,0.479679
02-22-17 036,0,0,0,0,0.008652,0,1.032501,0,-0.12233,0,0,1.03975853,0.523304,0.072845,0.479679
02-22-17 091,0,0,0,0,0.008652,0,1.032501,0,-0.12233,0,0,1.03975853,0.523304,0.072845,0.479679
02-22-17 143,0,0,0.44,0.2,-0.373306,0.381958,1.393372,0.360871,-0.037949,0.084381,0.532202918,1.44301179,-1.070594,0.755255,-0.001498
02-22-17 189,0,0,0.64,0.12,-0.373306,0,1.393372,0,-0.037949,0,0,1.44301179,-1.070594,0.755255,-0.001498
02-22-17 247,0,0,0.8,0.16,-0.373306,0,1.393372,0,-0.037949,0,0,1.44301179,-1.070594,0.755255,-0.001498
02-22-17 297,0,0,0.52,0.12,-0.373306,0,1.393372,0,-0.037949,0,0,1.44301179,-1.070594,0.755255,-0.001498
02-22-17 345,0,0,0.16,0.08,0.138321,0.511627,0.94873,0.444642,-0.173309,0.13536,0.691224294,0.974298374,-0.604329,0.830415,-1.330479
02-22-17 399,0,0,0.04,0,0.138321,0,0.94873,0,-0.173309,0,0,0.974298374,-0.604329,0.830415,-1.330479
02-22-17 455,0,0,0,0,0.138321,0,0.94873,0,-0.173309,0,0,0.974298374,-0.604329,0.830415,-1.330479
02-22-17 502,0,0,0,0,0.138321,0,0.94873,0,-0.173309,0,0,0.974298374,-0.604329,0.830415,-1.330479
02-22-17 557,0,0,0,0,0.118774,0.019547,0.860504,0.088226,0.192612,0.365921,0.376913903,0.889760518,-0.07518,-0.948221,0.219479
02-22-17 610,0,0,0,0,0.118774,0,0.860504,0,0.192612,0,0,0.889760518,-0.07518,-0.948221,0.219479
02-22-17 671,0,0,0,0,0.118774,0,0.860504,0,0.192612,0,0,0.889760518,-0.07518,-0.948221,0.219479
02-22-17 714,0,0,0,0,0.118774,0,0.860504,0,0.192612,0,0,0.889760518,-0.07518,-0.948221,0.219479
02-22-17 763,0,0,0,0,0.953613,0.834839,1.833023,0.972519,-0.06282,0.255432,1.306902777,2.067195546,0.760797,1.516214,0.231032
02-22-17 815,0,0,0,0,0.953613,0,1.833023,0,-0.06282,0,0,2.067195546,0.760797,1.516214,0.231032
02-22-17 868,0,0,0,0,0.953613,0,1.833023,0,-0.06282,0,0,2.067195546,0.760797,1.516214,0.231032
02-22-17 914,0,0,0,0,0.953613,0,1.833023,0,-0.06282,0,0,2.067195546,0.760797,1.516214,0.231032
02-22-17 965,0,0,0,0,-0.095306,1.048919,0.960785,0.872238,0.190628,0.253448,1.38753958,0.984139261,1.482779,0.048117,0.293552
02-22-18 019,0,0,0,0,-0.095306,0,0.960785,0,0.190628,0,0,0.984139261,1.482779,0.048117,0.293552
02-22-18 069,0,0,0,0,-0.095306,0,0.960785,0,0.190628,0,0,0.984139261,1.482779,0.048117,0.293552
02-22-18 120,0,0,0,0,-0.095306,0,0.960785,0,0.190628,0,0,0.984139261,1.482779,0.048117,0.293552
02-22-18 165,0,0,0,0,0.011078,0.106384,0.986191,0.025406,-0.123566,0.314194,0.332687376,0.993963765,0.883402,0.88822,0.285585
02-22-18 225,0,0,0,0,0.011078,0,0.986191,0,-0.123566,0,0,0.993963765,0.883402,0.88822,0.285585
02-22-18 278,0,0,0,0,0.011078,0,0.986191,0,-0.123566,0,0,0.993963765,0.883402,0.88822,0.285585
02-22-18 322,0,0,0,0,0.011078,0,0.986191,0,-0.123566,0,0,0.993963765,0.883402,0.88822,0.285585
